source,streams,count_main_artist,count_track_name
RCA/Legacy,14988958,1,1
Ava Music / Avrupa Müzik,14628830,1,1
Anuel AA & Karol G - Secreto,14336683,1,1
"Internet Money Records / TenThousand Projects, LLC",14263007,1,1
Field Trip Recordings/Geffen Records,14225246,1,1
El Jefe Records,14088650,1,1
Amy Grant Label (AGG),14074798,1,1
WM Sweden,13918853,1,1
Big Loud Records / Republic Records,13877985,1,2
"Young Money Records, Inc.",13837710,1,1
XO Records / Republic Records,13812029,1,1
Quality Control Music/Alamo Records/Motown Records,13574034,1,2
Victor Victor Worldwide / Republic Records,13487647,1,1
"XO | Roc Nation Records, LLC",13290018,1,2
NCS,13099396,1,1
Atlantic/Big Loud Records,12863766,1,1
Sidhu Moose Wala,12769116,1,1
Interscope / Friends Keep Secrets / Joytime Collective,12580090,1,1
Bread Winners' Association/Atlantic,12404547,1,1
"Marshmello ""Tongue Tied"" ft Yungblud & blackbear",12402011,1,1
"88rising Music/12Tone Music, LLC/Columbia",12376309,1,1
Arista,12079892,2,2
Galactic Records/Republic Records,12050104,1,1
Ritmo dos Fluxos Records,12012865,1,1
"Friends Keep Secrets, under exclusive license to Interscope Records",11801530,1,1
"Lost Kids LLC., Marketed by Venice / Stem",11604683,1,2
RBK,11536368,1,1
Heavy On It/10K Projects/Capitol Records,11455503,1,1
©️ Ⓟ 2021 Sur Capital Records ™️ ( por Tierra Agencia SRL ),11447190,1,1
Loud / Republic,11404332,1,2
TSNMI / Atlantic,10821364,1,2
Juicy Money Records,10780759,1,2
Arista France,10691967,1,1
Futura,10662527,1,2
Bad Gyal Aftercluv/Interscope,10592239,1,1
k+ produçoes,10471459,1,1
Trente-quatre Centimes,10195777,1,2
Create Music Group,10157996,1,1
Syco Music UK,9962681,1,1
Noah's Ark BV,9886144,1,2
Atlantic/WM Italy,9867102,1,1
Sony Music Catalog,9813671,1,1
Banger Musik II/WM Germany,9710912,1,2
DIEMON / Ed Sheeran appears courtesy of Asylum Records UK,9645688,1,1
Rimas Music LLC.,9463589,1,1
Access Records,8839059,1,1
Joytime Collective/Columbia,8813003,1,1
Star Island,8664899,1,1
RAL,8638360,1,1
Republic Records/Gee Roberson,8577328,1,1
Boys Don't Cry,8416507,1,1
WMI Italy,8356904,2,2
YOASOBI,8283268,1,1
Mass Appeal / NAS,8265701,1,2
Masked Records/Warner Records,8215531,1,1
"2018 Oidos Fresh, distributed by GLAD Empire",8135805,1,1
"Bearthday Music, LLC",8135136,1,1
Dirty Hit,7914985,1,1
Prajin Parlay Inc dba Prajina Records / Worms Music / Warner Music Colombia,7852397,1,1
PMI Records Oficial,7797383,1,1
Xxxtentacion,7785561,1,1
Kartel Music / Prajin Music,7616552,1,1
TenThousand Projects,7610829,1,1
피네이션,7371962,1,1
EMI Gold,6971970,1,1
KeyQaad,6948004,1,1
Universal Music Division Virgin Records,6935400,1,1
MC Rogerinho Oficial,6882424,1,1
t-low,6841626,1,1
Lost kids,6731106,1,1
Authentic Records OFC,6713237,1,1
Island Records/Hollywood Records,6665963,1,1
Arista/Legacy,6525834,1,1
Century Media,6277641,1,1
Universal Music Polska Sp. z o.o.,6237019,1,1
Major Tom's / Asylum,6207326,1,1
Dj Guuga,6194305,1,1
T-Series,6177604,1,1
Pineapple Storm,6061819,1,1
AVRUPA MÜZİK YAPIM,6054112,1,1
David Kushner,6048754,1,1
Banger Musik/WM Germany,6047678,1,1
Rostrum Records,6041708,1,1
BMG Rights Management and Administration (Spain) S.L.U,6017354,1,1
Only The Family Entertainment / EMPIRE,6011159,1,1
Woodworm Publishing Italia SNC,5933484,1,1
ONLY PRO,5892932,1,1
KMN Gang,5878493,1,1
Jagjaguwar,5876058,1,1
BMG Rights Management GmbH,5867111,1,1
Thasup s.r.l.,5819231,1,1
"Will Walker Records, LLC",5782829,1,1
EMPIRE / Atlantic Recording Corporation,5686110,1,1
Gerardo Daniel Torres Montante,5655126,1,1
BMG Rights Management (UK) Limited,5611874,1,1
Warner Records/Roc-A-Fella,5602548,1,1
"에이스토리, 모스트콘텐츠",5552211,1,1
Atlantic Records/Arthouse Records,5544011,1,1
MBK Entertainment/RCA Records,5531998,1,1
XY Records,5494500,1,1
Revolution Records,5490484,1,1
Fantasy Records,5457722,1,1
Dreamville/Interscope Records,5454994,1,1
SM Entertainment/Capitol Records,5421847,1,1
PONY CANYON INC.,5417776,1,1
Grade A/Posty/Interscope/Republic,5393459,1,1
Cactus Jack / WeRunIt Ent. / Atlantic,5346005,1,1
Starboy/RCA Records,5332786,1,1
Four Music/Two Sides,5317174,1,1
Cafe Bleu Recordings,5215969,1,1
Universal Music Africa,5208787,1,1
Jo&Co,5174437,1,1
Dream Music,5156496,1,1
Samlist,5152139,1,1
Lost Kids,5136895,1,1
Asylum Records,5119828,1,1
10:22 pm/Astralwerks,5062566,1,1
Mas Pam Records,5052557,1,1
Head Concussion Records,5015564,1,1
RARE Sound / Interscope / EMPIRE,4994448,1,1
1501 Certified Ent/Warner Records,4915403,1,1
Hypnotize Entertainment,4701388,1,1
Art@War/Atlantic Records,4609169,1,1
Republic/UMLE,4530498,1,1
Sony Music Special Projects,4450945,1,1
DTA/Elektra,4435538,1,1
"1400 Entertainment, Inc. / TenThousand Projects, LLC",4416484,1,1
"XO Records, LLC and Republic Records",4298159,1,1
KondZilla,4291810,1,1
A-P Records,4250022,1,1
Interstellar Music/RCA Records,3896269,1,1
QLF Records,3885608,1,1
Produtora X,3854154,1,1
"2018 Real Hasta La Muerte, Inc.",3850951,1,1
Olha A Explosao PS,3840017,1,1
Safehouse Records / Island Records,3488062,1,1
Warner Music Brasil sob licenciamento exclusivo da Play Produtora e Start Music,3457583,1,1
BOEFMUSIC,3376698,1,1
Pro Era,3306862,1,1
AUF!KEINEN!FALL!,3282104,1,1
Thirty Seconds To Mars,3278983,1,1
Ninetone Records,3125372,1,1
Major Tom's / Atlantic,3111623,1,1
MCI,3052833,1,1
VÉRITÉ,2753947,1,1
Poe Boy/Atlantic,2673597,1,1
