main_artist,artist_names,art_dict
Da Mabusa,Ama Grootman,{'Da Mabusa': ['Ama Grootman']}
DaBaby,Young Thug,{'DaBaby': ['Young Thug']}
DaBaby,,{'DaBaby': ['']}
DaBaby,Lil Wayne,{'DaBaby': ['Lil Wayne']}
DaBaby,Quavo,{'DaBaby': ['Quavo']}
DaBaby,Migos,{'DaBaby': ['Migos']}
DaBaby,Roddy Ricch,{'DaBaby': ['Roddy Ricch']}
DaBaby,Lil Baby - Moneybagg Yo,"{'DaBaby': [' Moneybagg Yo', 'Lil Baby ']}"
Daddy Yankee,Snow,{'Daddy Yankee': ['Snow']}
Daliwonga,Mellow & Sleazy - M.J,"{'Daliwonga': ['Mellow & Sleazy ', ' M.J']}"
Daliwonga,TitoM - LeeMcKrazy,"{'Daliwonga': ['TitoM ', ' LeeMcKrazy']}"
Daliwonga,Nkosazana Daughter - Happy Jazzman,"{'Daliwonga': ['Nkosazana Daughter ', ' Happy Jazzman']}"
Daliwonga,Nkosazana Daughter,{'Daliwonga': ['Nkosazana Daughter']}
Dan + Shay,Justin Bieber,{'Dan + Shay': ['Justin Bieber']}
DaniLeigh,,{'DaniLeigh': ['']}
DaniLeigh,Chris Brown,{'DaniLeigh': ['Chris Brown']}
Daniel Caesar,H.E.R.,{'Daniel Caesar': ['H.E.R.']}
Daniel Caesar,,{'Daniel Caesar': ['']}
Daniel Caesar,Pharrell Williams,{'Daniel Caesar': ['Pharrell Williams']}
Daniel Caesar,Kali Uchis,{'Daniel Caesar': ['Kali Uchis']}
Daniel Caesar,Brandy,{'Daniel Caesar': ['Brandy']}
Daniel Caesar,John Mayer,{'Daniel Caesar': ['John Mayer']}
Darlene Love,,{'Darlene Love': ['']}
Daryl Hall & John Oates,,{'Daryl Hall & John Oates': ['']}
Dasha,,{'Dasha': ['']}
Dave,Stormzy,{'Dave': ['Stormzy']}
Dave,,{'Dave': ['']}
Dave,Burna Boy,{'Dave': ['Burna Boy']}
Dave,Central Cee,{'Dave': ['Central Cee']}
Dave,WizKid,{'Dave': ['WizKid']}
David Guetta,Coi Leray - Anne-Marie,"{'David Guetta': ['Marie', 'Coi Leray ', ' Anne']}"
David Guetta,Loote - Brooks,"{'David Guetta': ['Loote ', ' Brooks']}"
David Guetta,Anne-Marie,"{'David Guetta': ['Marie', 'Anne']}"
David Guetta,Sia,{'David Guetta': ['Sia']}
David Guetta,OneRepublic,{'David Guetta': ['OneRepublic']}
David Guetta,Bebe Rexha,{'David Guetta': ['Bebe Rexha']}
David Guetta,Martin Garrix - Brooks,"{'David Guetta': ['Martin Garrix ', ' Brooks']}"
David Guetta,J Balvin - Bebe Rexha,"{'David Guetta': ['J Balvin ', ' Bebe Rexha']}"
David Guetta,RAYE,{'David Guetta': ['RAYE']}
David Guetta,Martin Solveig,{'David Guetta': ['Martin Solveig']}
David Guetta,Showtek,{'David Guetta': ['Showtek']}
David Kushner,,{'David Kushner': ['']}
David Scott,Diamond Thug,{'David Scott': ['Diamond Thug']}
Davido,Chris Brown,{'Davido': ['Chris Brown']}
Davido,Focalistic,{'Davido': ['Focalistic']}
Davido,Musa Keys,{'Davido': ['Musa Keys']}
Dax,Nasty C,{'Dax': ['Nasty C']}
Daya,,{'Daya': ['']}
De Mthuda,,{'De Mthuda': ['']}
De Mthuda,Sir Trill - Da Muziqal Chef,"{'De Mthuda': [' Da Muziqal Chef', 'Sir Trill ']}"
De Mthuda,Ami Faku,{'De Mthuda': ['Ami Faku']}
De Mthuda,Mkeyz - Young Stunna - McKenzie - Mthunzi - Kabza De Small,"{'De Mthuda': [' Kabza De Small', ' McKenzie ', ' Mthunzi ', 'Mkeyz ', ' Young Stunna ']}"
De Mthuda,Njelic - Mkeyz,"{'De Mthuda': ['Njelic ', ' Mkeyz']}"
De Mthuda,Murumba Pitch,{'De Mthuda': ['Murumba Pitch']}
De Mthuda,Sino Msolo - Da Muziqal Chef,"{'De Mthuda': [' Da Muziqal Chef', 'Sino Msolo ']}"
De Mthuda,MalumNator - Kabza De Small - Da Muziqal Chef,"{'De Mthuda': ['MalumNator ', ' Da Muziqal Chef', ' Kabza De Small ']}"
De Mthuda,Sino Msolo - Sipho Magudulela,"{'De Mthuda': [' Sipho Magudulela', 'Sino Msolo ']}"
De Mthuda,Murumba Pitch - Sino Msolo - Da Muziqal Chef - Kabza De Small,"{'De Mthuda': [' Sino Msolo ', ' Kabza De Small', ' Da Muziqal Chef ', 'Murumba Pitch ']}"
De Mthuda,Sipho Magudulela - Da Muziqal Chef - Eemoh,"{'De Mthuda': ['Sipho Magudulela ', ' Eemoh', ' Da Muziqal Chef ']}"
De Mthuda,Da Muziqal Chef - Eemoh,"{'De Mthuda': [' Eemoh', 'Da Muziqal Chef ']}"
De Mthuda,Njelic,{'De Mthuda': ['Njelic']}
De Mthuda,Yallunder,{'De Mthuda': ['Yallunder']}
De Mthuda,Kwiish SA - Eemoh - Da Muziqal Chef,"{'De Mthuda': [' Da Muziqal Chef', ' Eemoh ', 'Kwiish SA ']}"
De Mthuda,Ntokzin - MalumNator,"{'De Mthuda': [' MalumNator', 'Ntokzin ']}"
Dean Lewis,,{'Dean Lewis': ['']}
Dean Martin,,{'Dean Martin': ['']}
Dee Koala,Maglera Doe Boy,{'Dee Koala': ['Maglera Doe Boy']}
Dee-Jay,,{'Dee-Jay': ['']}
Deejay Zebra SA,Pro-Tee,"{'Deejay Zebra SA': ['Pro', 'Tee']}"
Deejaykgosi,Phemelo Saxer - Zee_nhle - iam.psalm - Baby Momo - Lington,"{'Deejaykgosi': [' Zee_nhle ', 'Phemelo Saxer ', ' iam.psalm ', ' Lington', ' Baby Momo ']}"
Deejaykgosi,Phemelo Saxer - Zee_nhle - iam.psalm - Baby Momo - Lington,"{'Deejaykgosi': [' Zee_nhle ', 'Phemelo Saxer ', ' iam.psalm ', ' Lington', ' Baby Momo ']}"
Deep London,Boohle,{'Deep London': ['Boohle']}
Deep London,Murumba Pitch - Nkosazana Daughter - Janda_K1,"{'Deep London': [' Nkosazana Daughter ', ' Janda_K1', 'Murumba Pitch ']}"
Demi Lee Moore,,{'Demi Lee Moore': ['']}
Demi Lovato,,{'Demi Lovato': ['']}
Demi Lovato,Ariana Grande,{'Demi Lovato': ['Ariana Grande']}
Dench,Sly - TYCOON - Kabza De Small,"{'Dench': ['Sly ', ' TYCOON ', ' Kabza De Small']}"
Dennis Lloyd,,{'Dennis Lloyd': ['']}
Dermot Kennedy,,{'Dermot Kennedy': ['']}
Desiigner,,{'Desiigner': ['']}
Die Heuwels Fantasties,Spoegwolf,{'Die Heuwels Fantasties': ['Spoegwolf']}
Die Heuwels Fantasties,Appel,{'Die Heuwels Fantasties': ['Appel']}
Die Piesangskille,,{'Die Piesangskille': ['']}
Dinho,Tumza D'Kota - Seun1401 - El.Stephano - Optimist Music ZA - Agzo - Kabza De Small,"{'Dinho': [' Kabza De Small', ' Optimist Music ZA ', ' Seun1401 ', ""Tumza D'Kota "", ' Agzo ', ' El.Stephano ']}"
Dinky Kunene,Mellow & Sleazy,{'Dinky Kunene': ['Mellow & Sleazy']}
Diplo,Morgan Wallen,{'Diplo': ['Morgan Wallen']}
Diplo,Jonas Brothers,{'Diplo': ['Jonas Brothers']}
Diplo,Zhavia - Lil Pump - French Montana,"{'Diplo': ['Zhavia ', ' Lil Pump ', ' French Montana']}"
Distruction Boyz,,{'Distruction Boyz': ['']}
Distruction Boyz,Dladla Mshunqisi - Benny Maverick,"{'Distruction Boyz': ['Dladla Mshunqisi ', ' Benny Maverick']}"
Dixie,,{'Dixie': ['']}
Dj Abux,Soulking,{'Dj Abux': ['Soulking']}
Dj Boat,,{'Dj Boat': ['']}
Dj Coach,Jess - DJ Sgo,"{'Dj Coach': ['Jess ', ' DJ Sgo']}"
Dj Jaivane,Skandisoul - LeeMcKrazy,"{'Dj Jaivane': ['Skandisoul ', ' LeeMcKrazy']}"
Dj Karri,Mfana Kah Gogo - BL Zero - Lebzito,"{'Dj Karri': ['Mfana Kah Gogo ', ' Lebzito', ' BL Zero ']}"
Dj Karri,SmallDrum - Spova Da Gang - Rex,"{'Dj Karri': [' Spova Da Gang ', ' Rex', 'SmallDrum ']}"
Dj Karri,BL Zero - Lebzito - Prime De 1st,"{'Dj Karri': [' Prime De 1st', 'BL Zero ', ' Lebzito ']}"
Dj Melzi,Mkeyz,{'Dj Melzi': ['Mkeyz']}
Dj Melzi,Moukz - Spitjo88,"{'Dj Melzi': ['Moukz ', ' Spitjo88']}"
Dj Melzi,Mkeyz - Mphow 69,"{'Dj Melzi': ['Mkeyz ', ' Mphow 69']}"
Dj Melzi,Mkeyz - Da Ish,"{'Dj Melzi': ['Mkeyz ', ' Da Ish']}"
Dj Melzi,Bassie - Mfr Souls,"{'Dj Melzi': ['Bassie ', ' Mfr Souls']}"
Dj Melzi,Da Ish - Senzo Afrika,"{'Dj Melzi': [' Senzo Afrika', 'Da Ish ']}"
Dj Moscow,Brandon Dhludhlu - Cnethemba Gonelo - Frank Mabeat,"{'Dj Moscow': [' Frank Mabeat', ' Cnethemba Gonelo ', 'Brandon Dhludhlu ']}"
Dj Obza,Nkosazana - DJ Freetz,"{'Dj Obza': ['Nkosazana ', ' DJ Freetz']}"
Dj Obza,Gem Valley - Professor - Bongo Beats,"{'Dj Obza': [' Professor ', ' Bongo Beats', 'Gem Valley ']}"
Dj Obza,Leon Lee,{'Dj Obza': ['Leon Lee']}
Dj Obza,Dj Gizo - Mthandazo Gatya,"{'Dj Obza': ['Dj Gizo ', ' Mthandazo Gatya']}"
Dj Sunco,Queen Jenny,{'Dj Sunco': ['Queen Jenny']}
Djo,,{'Djo': ['']}
Djy Zan SA,Konka - Kyika DeSoul - Fanarito,"{'Djy Zan SA': ['Konka ', ' Fanarito', ' Kyika DeSoul ']}"
Dladla Mshunqisi,DJ Tira - Distruction Boyz,"{'Dladla Mshunqisi': [' Distruction Boyz', 'DJ Tira ']}"
Dladla Mshunqisi,DJ Tira - Assiye Bongzin - Sizwe Mdlalose,"{'Dladla Mshunqisi': [' Sizwe Mdlalose', ' Assiye Bongzin ', 'DJ Tira ']}"
Dlala Regal,Sir Sensei - Young Stunna,"{'Dlala Regal': [' Young Stunna', 'Sir Sensei ']}"
Dlala Regal,Scotts Maphuma,{'Dlala Regal': ['Scotts Maphuma']}
Dlala Thukzin,Zee Nxumalo - Funky Qla - MK Productions,"{'Dlala Thukzin': [' Funky Qla ', ' MK Productions', 'Zee Nxumalo ']}"
Dlala Thukzin,Thakzin - Zeh McGeba - MK Productions,"{'Dlala Thukzin': ['Thakzin ', ' MK Productions', ' Zeh McGeba ']}"
Dlala Thukzin,Sykes,{'Dlala Thukzin': ['Sykes']}
Dlala Thukzin,Simmy - MK Productions,"{'Dlala Thukzin': [' MK Productions', 'Simmy ']}"
Dlala Thukzin,Zaba - Sykes,"{'Dlala Thukzin': [' Sykes', 'Zaba ']}"
Dlala Thukzin,Zaba,{'Dlala Thukzin': ['Zaba']}
Dlala Thukzin,Zaba - Sir Trill - Rascoe Kaos - Mpura,"{'Dlala Thukzin': [' Rascoe Kaos ', 'Zaba ', ' Sir Trill ', ' Mpura']}"
Dlala Thukzin,Zeh McGeba - MK Productions,"{'Dlala Thukzin': [' MK Productions', 'Zeh McGeba ']}"
Dlala Thukzin,Goldmax,{'Dlala Thukzin': ['Goldmax']}
Dlala Thukzin,Zaba - Sykes,"{'Dlala Thukzin': [' Sykes', 'Zaba ']}"
Dodo Nyoka,,{'Dodo Nyoka': ['']}
Doechii,,{'Doechii': ['']}
Doja Cat,,{'Doja Cat': ['']}
Doja Cat,Ariana Grande,{'Doja Cat': ['Ariana Grande']}
Doja Cat,SZA,{'Doja Cat': ['SZA']}
Doja Cat,JID,{'Doja Cat': ['JID']}
Doja Cat,Young Thug,{'Doja Cat': ['Young Thug']}
Doja Cat,Nicki Minaj,{'Doja Cat': ['Nicki Minaj']}
Doja Cat,The Weeknd,{'Doja Cat': ['The Weeknd']}
Dominic Fike,,{'Dominic Fike': ['']}
Dominic Fike,Zendaya,{'Dominic Fike': ['Zendaya']}
Don Toliver,,{'Don Toliver': ['']}
Don Toliver,Cash Cobain - Charlie Wilson,"{'Don Toliver': [' Charlie Wilson', 'Cash Cobain ']}"
Don Toliver,Kodak Black,{'Don Toliver': ['Kodak Black']}
Don Toliver,Kali Uchis,{'Don Toliver': ['Kali Uchis']}
Don Toliver,Travis Scott,{'Don Toliver': ['Travis Scott']}
Don Toliver,Kaash Paige - Travis Scott,"{'Don Toliver': [' Travis Scott', 'Kaash Paige ']}"
Don Toliver,21 Savage - 2 Chainz,"{'Don Toliver': [' 2 Chainz', '21 Savage ']}"
Don Toliver,Offset - Quavo,"{'Don Toliver': ['Offset ', ' Quavo']}"
Don Toliver,Justin Bieber - Future,"{'Don Toliver': [' Future', 'Justin Bieber ']}"
DoouShii,Mellow & Sleazy - Scotts Maphuma,"{'DoouShii': ['Mellow & Sleazy ', ' Scotts Maphuma']}"
Dove Cameron,,{'Dove Cameron': ['']}
Dove Cameron,Khalid,{'Dove Cameron': ['Khalid']}
Dr Dope,Kitso Nave - Qveen-rsa - Pro Tee - Mzwilili,"{'Dr Dope': ['Kitso Nave ', ' Pro Tee ', 'rsa ', ' Mzwilili', ' Qveen']}"
Dr. Dre,Eminem,{'Dr. Dre': ['Eminem']}
Dr. Dre,Snoop Dogg,{'Dr. Dre': ['Snoop Dogg']}
Drake,,{'Drake': ['']}
Drake,Static Major - Ty Dolla $ign,"{'Drake': ['Static Major ', ' Ty Dolla $ign']}"
Drake,Chief Keef,{'Drake': ['Chief Keef']}
Drake,Teezo Touchdown,{'Drake': ['Teezo Touchdown']}
Drake,Lil Yachty,{'Drake': ['Lil Yachty']}
Drake,21 Savage,{'Drake': ['21 Savage']}
Drake,Giveon,{'Drake': ['Giveon']}
Drake,Sosa Geek - Fivio Foreign,"{'Drake': ['Sosa Geek ', ' Fivio Foreign']}"
Drake,Future,{'Drake': ['Future']}
Drake,Michael Jackson,{'Drake': ['Michael Jackson']}
Drake,J. Cole,{'Drake': ['J. Cole']}
Drake,Travis Scott,{'Drake': ['Travis Scott']}
Drake,Tems,{'Drake': ['Tems']}
Drake,Bad Bunny,{'Drake': ['Bad Bunny']}
Drake,Ty Dolla $ign,{'Drake': ['Ty Dolla $ign']}
Drake,James Fauntleroy,{'Drake': ['James Fauntleroy']}
Drake,Lil Baby,{'Drake': ['Lil Baby']}
Drake,Yeat,{'Drake': ['Yeat']}
Drake,Kid Cudi,{'Drake': ['Kid Cudi']}
Drake,Lil Durk - Giveon,"{'Drake': ['Lil Durk ', ' Giveon']}"
Drake,21 Savage - Young Thug,"{'Drake': ['21 Savage ', ' Young Thug']}"
Drake,21 Savage - Project Pat,"{'Drake': [' Project Pat', '21 Savage ']}"
Drake,Lil Durk,{'Drake': ['Lil Durk']}
Drake,Rick Ross,{'Drake': ['Rick Ross']}
Drake,JAY-Z,"{'Drake': ['JAY', 'Z']}"
Drake,PARTYNEXTDOOR,{'Drake': ['PARTYNEXTDOOR']}
Drake,Chris Brown,{'Drake': ['Chris Brown']}
Drake,Central Cee,{'Drake': ['Central Cee']}
Drake,WizKid - Kyla,"{'Drake': ['WizKid ', ' Kyla']}"
Drake,Wizkid - Kyla,"{'Drake': ['Wizkid ', ' Kyla']}"
Drake,Playboi Carti,{'Drake': ['Playboi Carti']}
Drake,Travis Scott - Quavo,"{'Drake': ['Travis Scott ', ' Quavo']}"
Drake,21 Savage - Travis Scott,"{'Drake': [' Travis Scott', '21 Savage ']}"
Drake,Sexyy Red - SZA,"{'Drake': ['Sexyy Red ', ' SZA']}"
Drake,SZA,{'Drake': ['SZA']}
Drake,Lil Wayne,{'Drake': ['Lil Wayne']}
Drake,Young Thug - Future,"{'Drake': [' Future', 'Young Thug ']}"
Drake,Yebba,{'Drake': ['Yebba']}
Drake,Lil Wayne - Rick Ross,"{'Drake': ['Lil Wayne ', ' Rick Ross']}"
Dreamville,Smino - EARTHGANG - J. Cole - Cozz - JID - Buddy,"{'Dreamville': ['Smino ', ' Buddy', ' Cozz ', ' J. Cole ', ' EARTHGANG ', ' JID ']}"
Dreamville,Bas - Jace - Mez - JID - Ski Mask The Slump God - Guapdad 4000 - Smokepurpp - Reese LAFLARE - Buddy,"{'Dreamville': [' Reese LAFLARE ', ' Smokepurpp ', ' Jace ', ' Mez ', ' Buddy', ' Guapdad 4000 ', ' Ski Mask The Slump God ', ' JID ', 'Bas ']}"
Dreamville,Bas - Baby Tate - Cozz - Guapdad 4000 - Buddy,"{'Dreamville': [' Baby Tate ', ' Buddy', ' Cozz ', ' Guapdad 4000 ', 'Bas ']}"
Dreamville,EARTHGANG - Bas - J. Cole - JID - Young Nudy,"{'Dreamville': ['EARTHGANG ', ' Bas ', ' Young Nudy', ' J. Cole ', ' JID ']}"
Dreamville,J. Cole,{'Dreamville': ['J. Cole']}
Dreamville,Ty Dolla $ign - Omen - Ari Lennox - Dreezy,"{'Dreamville': [' Dreezy', ' Ari Lennox ', ' Omen ', 'Ty Dolla $ign ']}"
Dreamville,JID - T.I.,"{'Dreamville': ['JID ', ' T.I.']}"
Dreamville,Childish Major - Cozz - REASON,"{'Dreamville': ['Childish Major ', ' Cozz ', ' REASON']}"
Dreamville,KEY! - Maxo Kream - J. Cole - Zoink Gang,"{'Dreamville': [' Zoink Gang', ' Maxo Kream ', 'KEY! ', ' J. Cole ']}"
Dreamville,St. Beauty - Mereba - Omen - Deante' Hitchcock,"{'Dreamville': [' Mereba ', 'St. Beauty ', "" Deante' Hitchcock"", ' Omen ']}"
Dreamville,JID - J. Cole - Vince Staples,"{'Dreamville': ['JID ', ' J. Cole ', ' Vince Staples']}"
Dreamville,Smino - J. Cole - Saba - EARTHGANG,"{'Dreamville': [' Saba ', 'Smino ', ' J. Cole ', ' EARTHGANG']}"
Dreamville,Baby Rose - Ari Lennox - Bas,"{'Dreamville': [' Ari Lennox ', 'Baby Rose ', ' Bas']}"
Dreamville,Mez - Omen - DaVionne - Lute,"{'Dreamville': [' Lute', ' DaVionne ', ' Omen ', 'Mez ']}"
Dreamville,JID - J. Cole - Kenny Mason - Sheck Wes,"{'Dreamville': [' Sheck Wes', 'JID ', ' J. Cole ', ' Kenny Mason ']}"
Dreamville,J. Cole - Young Nudy,"{'Dreamville': [' Young Nudy', 'J. Cole ']}"
Dreamville,EARTHGANG,{'Dreamville': ['EARTHGANG']}
Dreamville,DaBaby - J. Cole - Lute,"{'Dreamville': [' Lute', 'DaBaby ', ' J. Cole ']}"
Dreamville,Guapdad 4000 - EARTHGANG - JID - Buddy,"{'Dreamville': ['Guapdad 4000 ', ' EARTHGANG ', ' Buddy', ' JID ']}"
Drip Gogo,The Lowkeys - DJ Sumbody,"{'Drip Gogo': ['The Lowkeys ', ' DJ Sumbody']}"
DripReport,,{'DripReport': ['']}
Drizzy Sam Rsa,Kaymor - Ohp Sage,"{'Drizzy Sam Rsa': ['Kaymor ', ' Ohp Sage']}"
Droomsindroom,,{'Droomsindroom': ['']}
Dua Lipa,,{'Dua Lipa': ['']}
Dua Lipa,BLACKPINK,{'Dua Lipa': ['BLACKPINK']}
Dua Lipa,DaBaby,{'Dua Lipa': ['DaBaby']}
Duncan Daniels,,{'Duncan Daniels': ['']}
Duncan Laurence,,{'Duncan Laurence': ['']}
Dynoro,Gigi D'Agostino,"{'Dynoro': [""Gigi D'Agostino""]}"
Dzo 729,YoungStunner - Guyu Pane,"{'Dzo 729': [' Guyu Pane', 'YoungStunner ']}"
ESK MUSIQ,,{'ESK MUSIQ': ['']}
Eagles,,{'Eagles': ['']}
Early B,Justin Vega,{'Early B': ['Justin Vega']}
Early B,Jack Parow - Justin Vega,"{'Early B': ['Jack Parow ', ' Justin Vega']}"
Earth,Wind & Fire,{'Earth': ['Wind & Fire']}
Ed Sheeran,Meek Mill - A Boogie Wit da Hoodie,"{'Ed Sheeran': ['Meek Mill ', ' A Boogie Wit da Hoodie']}"
Ed Sheeran,,{'Ed Sheeran': ['']}
Ed Sheeran,Lil Baby,{'Ed Sheeran': ['Lil Baby']}
Ed Sheeran,Travis Scott,{'Ed Sheeran': ['Travis Scott']}
Ed Sheeran,Bruno Mars - Chris Stapleton,"{'Ed Sheeran': [' Chris Stapleton', 'Bruno Mars ']}"
Ed Sheeran,Bring Me The Horizon,{'Ed Sheeran': ['Bring Me The Horizon']}
Ed Sheeran,Kooldrink,{'Ed Sheeran': ['Kooldrink']}
Ed Sheeran,Khalid,{'Ed Sheeran': ['Khalid']}
Ed Sheeran,Yebba,{'Ed Sheeran': ['Yebba']}
Ed Sheeran,PnB Rock - Chance the Rapper,"{'Ed Sheeran': ['PnB Rock ', ' Chance the Rapper']}"
Ed Sheeran,Young Thug - J Hus,"{'Ed Sheeran': ['Young Thug ', ' J Hus']}"
Ed Sheeran,Justin Bieber,{'Ed Sheeran': ['Justin Bieber']}
Ed Sheeran,H.E.R.,{'Ed Sheeran': ['H.E.R.']}
Ed Sheeran,Elton John,{'Ed Sheeran': ['Elton John']}
Ed Sheeran,Paulo Londra - Dave,"{'Ed Sheeran': [' Dave', 'Paulo Londra ']}"
Ed Sheeran,Beyonc,{'Ed Sheeran': ['Beyonc']}
Ed Sheeran,Ella Mai,{'Ed Sheeran': ['Ella Mai']}
Ed Sheeran,Eminem - 50 Cent,"{'Ed Sheeran': ['Eminem ', ' 50 Cent']}"
Ed Sheeran,Camila Cabello - Cardi B,"{'Ed Sheeran': ['Camila Cabello ', ' Cardi B']}"
Ed Sheeran,Stormzy,{'Ed Sheeran': ['Stormzy']}
Ed Sheeran,Taylor Swift,{'Ed Sheeran': ['Taylor Swift']}
Ed Sheeran,Skrillex,{'Ed Sheeran': ['Skrillex']}
Eduardo XD,Dj Abux,{'Eduardo XD': ['Dj Abux']}
Elaine,,{'Elaine': ['']}
Elaine,Blxckie,{'Elaine': ['Blxckie']}
Elandr,,{'Elandr': ['']}
Elevation Worship,Chandler Moore - Naomi Raine - Maverick City Music,"{'Elevation Worship': [' Naomi Raine ', ' Maverick City Music', 'Chandler Moore ']}"
Elevation Worship,Dante Bowe - Maverick City Music,"{'Elevation Worship': ['Dante Bowe ', ' Maverick City Music']}"
Elevation Worship,Chandler Moore - Brandon Lake - Chris Brown,"{'Elevation Worship': [' Brandon Lake ', ' Chris Brown', 'Chandler Moore ']}"
Elevation Worship,Brandon Lake - Maverick City Music,"{'Elevation Worship': ['Brandon Lake ', ' Maverick City Music']}"
Elevation Worship,Cody Carnes - Kari Jobe,"{'Elevation Worship': [' Kari Jobe', 'Cody Carnes ']}"
Elevation Worship,Dante Bowe - Chandler Moore - Maverick City Music,"{'Elevation Worship': ['Dante Bowe ', ' Maverick City Music', ' Chandler Moore ']}"
Eliza Rose,Interplanetary Criminal,{'Eliza Rose': ['Interplanetary Criminal']}
Ella Fitzgerald,,{'Ella Fitzgerald': ['']}
Ella Mai,,{'Ella Mai': ['']}
Ella Mai,John Legend,{'Ella Mai': ['John Legend']}
Ella Mai,H.E.R.,{'Ella Mai': ['H.E.R.']}
Ella Mai,Chris Brown,{'Ella Mai': ['Chris Brown']}
Elley Duh,,{'Elley Duh': ['']}
Ellie Goulding,Swae Lee - Diplo,"{'Ellie Goulding': ['Swae Lee ', ' Diplo']}"
Ellie Goulding,Juice WRLD,{'Ellie Goulding': ['Juice WRLD']}
Ellie Goulding,,{'Ellie Goulding': ['']}
Eloff,,{'Eloff': ['']}
Elton John,Dua Lipa - PNAU,"{'Elton John': [' PNAU', 'Dua Lipa ']}"
Elton John,Britney Spears,{'Elton John': ['Britney Spears']}
Elton John,,{'Elton John': ['']}
Elvirgo,Chicco - TallexQ,"{'Elvirgo': ['Chicco ', ' TallexQ']}"
Elvirgo,TallexQ,{'Elvirgo': ['TallexQ']}
Elvis Presley,,{'Elvis Presley': ['']}
ElyOtto,,{'ElyOtto': ['']}
Em Beihold,,{'Em Beihold': ['']}
Eminem,Nate Dogg,{'Eminem': ['Nate Dogg']}
Eminem,,{'Eminem': ['']}
Eminem,Skylar Grey,{'Eminem': ['Skylar Grey']}
Eminem,Snoop Dogg,{'Eminem': ['Snoop Dogg']}
Eminem,JID,{'Eminem': ['JID']}
Eminem,Juice WRLD,{'Eminem': ['Juice WRLD']}
Eminem,Jessie Reyez,{'Eminem': ['Jessie Reyez']}
Eminem,White Gold,{'Eminem': ['White Gold']}
Eminem,"Royce Da 5'9"" - KXNG Crooked - Joell Ortiz","{'Eminem': [' KXNG Crooked ', 'Royce Da 5\'9"" ', ' Joell Ortiz']}"
Eminem,Jack Harlow - Cordae,"{'Eminem': [' Cordae', 'Jack Harlow ']}"
Eminem,Anderson .Paak,{'Eminem': ['Anderson .Paak']}
Eminem,Sly Pyper,{'Eminem': ['Sly Pyper']}
Eminem,Joyner Lucas,{'Eminem': ['Joyner Lucas']}
Eminem,Don Toliver,{'Eminem': ['Don Toliver']}
Eminem,"Royce Da 5'9""","{'Eminem': ['Royce Da 5\'9""']}"
Eminem,Ed Sheeran,{'Eminem': ['Ed Sheeran']}
Eminem,Sly Pyper - Dem Jointz,"{'Eminem': [' Dem Jointz', 'Sly Pyper ']}"
Eminem,Jelly Roll,{'Eminem': ['Jelly Roll']}
Eminem,BabyTron - Big Sean,"{'Eminem': ['BabyTron ', ' Big Sean']}"
Eminem,Young M.A,{'Eminem': ['Young M.A']}
Eminem,"Black Thought - Royce Da 5'9"" - Q-Tip - Denaun","{'Eminem': [' Q', ' Royce Da 5\'9"" ', 'Tip ', ' Denaun', 'Black Thought ']}"
Eminem,"White Gold - Royce Da 5'9""","{'Eminem': [' Royce Da 5\'9""', 'White Gold ']}"
Emmy Meli,,{'Emmy Meli': ['']}
Emotionz DJ,LuuDaDeejay - Zuma - Alie-Keyz - Cassper Nyovest - Coolkiid - Nobantu Vilakazi,"{'Emotionz DJ': ['Keyz ', 'LuuDaDeejay ', ' Zuma ', ' Coolkiid ', ' Cassper Nyovest ', ' Nobantu Vilakazi', ' Alie']}"
Emotionz DJ,LuuDaDeejay - Zuma - Coolkiid - Alie Keys - Nobantu Vilakazi,"{'Emotionz DJ': ['LuuDaDeejay ', ' Alie Keys ', ' Zuma ', ' Coolkiid ', ' Nobantu Vilakazi']}"
Emtee,,{'Emtee': ['']}
Emtee,Tuckshop Bafanaz,{'Emtee': ['Tuckshop Bafanaz']}
Emtee,Lolli Native,{'Emtee': ['Lolli Native']}
Emtee,Saudi,{'Emtee': ['Saudi']}
Emtee,Flash Ikumkani - Lolli Native,"{'Emtee': [' Lolli Native', 'Flash Ikumkani ']}"
Emtee,Just G,{'Emtee': ['Just G']}
Emtee,Moozlie,{'Emtee': ['Moozlie']}
Emtee,Gwamba,{'Emtee': ['Gwamba']}
Emtee,Nanette,{'Emtee': ['Nanette']}
Enny Man Da Guitar,Dj Mobla - DJ Maphorisa - Gipa Entertainment - Mark Khoza - Mellow & Sleazy,"{'Enny Man Da Guitar': ['Dj Mobla ', ' Mark Khoza ', ' Mellow & Sleazy', ' Gipa Entertainment ', ' DJ Maphorisa ']}"
Erica Banks,,{'Erica Banks': ['']}
Eurythmics,Annie Lennox - Dave Stewart,"{'Eurythmics': ['Annie Lennox ', ' Dave Stewart']}"
FATMAN,,{'FATMAN': ['']}
FIFTY FIFTY,,{'FIFTY FIFTY': ['']}
FLETCHER,,{'FLETCHER': ['']}
Fabolous,Tamia,{'Fabolous': ['Tamia']}
Falabo,,{'Falabo': ['']}
Falabo,Sne Ntuli,{'Falabo': ['Sne Ntuli']}
Falz,Niniola - Kamo Mphela - Sayfar - Mpura,"{'Falz': [' Sayfar ', ' Kamo Mphela ', 'Niniola ', ' Mpura']}"
Famous Dex,,{'Famous Dex': ['']}
