main_artist,unique collaborators,streams
DJ Sumbody,Vettys,8097.0625
DJ Tarico,Burna Boy,25484.5
DJ Tarico,Nelson Tivane,21635.6
DJ Tarico,Preck,21635.6
DJ Tira,Dladla Mshunqisi,48383.5
DJ Tira,General C'mamane,48383.5
DJ Tira,Joocy,13144.5
DJ Tira,Miss Vee,48383.5
DJ Tira,Ms Mamellow,48383.5
DJ Tira,Sizwe Mdlalose,48383.5
DJ Zinhle,Dr Duda,12799.0
DJ Zinhle,Lucille Slade,12799.0
DJ Zinhle,Mvzzle,20006.612903225807
DJ Zinhle,Rethabile,20006.612903225807
Da Les,Focalistic,16366.0
Da Les,Jobe London,16366.0
Da Les,Kamo Mphela,16366.0
DaBaby,Lil Baby,14241.4
DaBaby,Lil Wayne,24098.0
DaBaby,Migos,9403.0
DaBaby,Moneybagg Yo,14241.4
DaBaby,Quavo,18231.0
DaBaby,Roddy Ricch,49754.409638554214
DaBaby,Young Thug,14626.0
Daddy Yankee,Snow,8724.888888888889
Daliwonga,M.J,79402.87804878049
Daliwonga,Mellow & Sleazy,79402.87804878049
Dan + Shay,Justin Bieber,19429.08620689655
DaniLeigh,Chris Brown,9636.222222222223
Daniel Caesar,Brandy,12062.0
Daniel Caesar,H.E.R.,17276.4793814433
Daniel Caesar,John Mayer,7656.0
Daniel Caesar,Kali Uchis,19609.130434782608
Daniel Caesar,Pharrell Williams,7930.0
Dave,Burna Boy,34047.68421052631
Dave,Central Cee,125139.81818181818
Dave,Stormzy,28714.85714285714
Dave,WizKid,23277.0
David Guetta,Anne,8586.958333333334
David Guetta,Bebe Rexha,79773.62264150943
David Guetta,Brooks,6478.4375
David Guetta,J Balvin,6172.272727272727
David Guetta,Loote,8294.4
David Guetta,Martin Garrix,6267.279069767442
David Guetta,Martin Solveig,11423.0
David Guetta,RAYE,8453.0
David Guetta,Showtek,3765.0
David Guetta,Sia,5901.78125
David Guetta,Marie,8586.958333333334
David Scott,Diamond Thug,8421.0
Davido,Chris Brown,11337.42857142857
Davido,Focalistic,32720.777777777777
Davido,Musa Keys,53380.09090909091
Dax,Nasty C,28033.0
De Mthuda,Ami Faku,52114.4
De Mthuda,Da Muziqal Chef,54860.21568627451
De Mthuda,Eemoh,104144.5
De Mthuda,Kabza De Small,36504.0
De Mthuda,MalumNator,35557.25
De Mthuda,Mkeyz,20661.285714285714
De Mthuda,Murumba Pitch,43399.0
De Mthuda,Njelic,14510.175
De Mthuda,Ntokzin,35494.13333333333
De Mthuda,Sino Msolo,56745.08823529412
De Mthuda,Sipho Magudulela,34503.333333333336
De Mthuda,Sir Trill,52466.64347826087
Deep London,Boohle,97585.48648648648
Deep London,Janda_K1,60981.433333333334
Deep London,Murumba Pitch,60981.433333333334
Deep London,Nkosazana Daughter,60981.433333333334
Demi Lovato,Ariana Grande,24797.666666666668
Die Heuwels Fantasties,Appel,38111.333333333336
Die Heuwels Fantasties,Spoegwolf,25355.0
Dinky Kunene,Mellow & Sleazy,26522.0
Diplo,French Montana,4233.5
Diplo,Jonas Brothers,14204.952380952382
Diplo,Lil Pump,4233.5
Diplo,Morgan Wallen,9732.0
Diplo,Zhavia,4233.5
Distruction Boyz,Benny Maverick,2315.5
Distruction Boyz,Dladla Mshunqisi,2315.5
Dj Abux,Soulking,47173.454545454544
Dj Coach,DJ Sgo,48237.333333333336
Dj Coach,Jess,48237.333333333336
Dj Karri,BL Zero,58718.086956521736
Dj Karri,Lebzito,58718.086956521736
Dj Karri,Mfana Kah Gogo,33825.4
Dj Karri,Prime De 1st,65632.72222222222
Dj Melzi,Bassie,26758.333333333332
Dj Melzi,Da Ish,27664.0
Dj Melzi,Mfr Souls,26758.333333333332
Dj Melzi,Mkeyz,24036.7
Dj Melzi,Moukz,54075.0
Dj Melzi,Mphow 69,24273.125
Dj Melzi,Senzo Afrika,31639.0
Dj Melzi,Spitjo88,54075.0
Dj Obza,Bongo Beats,24890.0
Dj Obza,DJ Freetz,45831.71428571428
Dj Obza,Dj Gizo,29888.0
Dj Obza,Gem Valley,24890.0
Dj Obza,Leon Lee,22543.277777777777
Dj Obza,Mthandazo Gatya,29888.0
Dj Obza,Nkosazana,45831.71428571428
Dj Obza,Professor,24890.0
Dj Sunco,Queen Jenny,11757.5
Djy Zan SA,Fanarito,24578.666666666668
Djy Zan SA,Konka,24578.666666666668
Djy Zan SA,Kyika DeSoul,24578.666666666668
Dladla Mshunqisi,Assiye Bongzin,21828.0
Dladla Mshunqisi,DJ Tira,8268.875
Dladla Mshunqisi,Distruction Boyz,3749.1666666666665
Dladla Mshunqisi,Sizwe Mdlalose,21828.0
Dlala Regal,Scotts Maphuma,29119.85714285714
Dlala Regal,Sir Sensei,24183.75
Dlala Regal,Young Stunna,24183.75
Dlala Thukzin,Mpura,37729.72
Dlala Thukzin,Rascoe Kaos,37729.72
Dlala Thukzin,Sir Trill,37729.72
Dlala Thukzin,Zaba,36207.833333333336
Doja Cat,Ariana Grande,28917.0
Doja Cat,JID,26341.0
Doja Cat,Nicki Minaj,27505.625
Doja Cat,SZA,53109.7323943662
Doja Cat,The Weeknd,32048.607843137255
Doja Cat,Young Thug,27518.0
Dominic Fike,Zendaya,24861.0
Don Toliver,2 Chainz,50818.0
Don Toliver,21 Savage,50818.0
Don Toliver,Future,57237.8
Don Toliver,Justin Bieber,57237.8
Don Toliver,Kaash Paige,14480.0
Don Toliver,Kali Uchis,22303.0
Don Toliver,Offset,14204.5
Don Toliver,Quavo,14204.5
Don Toliver,Travis Scott,30843.5
Dove Cameron,Khalid,37994.0
Dr. Dre,Eminem,24574.0
Dr. Dre,Snoop Dogg,11835.842105263158
Drake,21 Savage,74503.53719008264
Drake,Chris Brown,24954.75
Drake,Fivio Foreign,28337.5
Drake,Future,52654.29787234042
Drake,Giveon,39421.97959183674
Drake,J. Cole,9229.0
Drake,JAY,47776.78571428572
Drake,James Fauntleroy,8447.0
Drake,Kid Cudi,73758.0
Drake,Kyla,24241.51376146789
Drake,Lil Baby,40178.532374100716
Drake,Lil Durk,48142.84848484849
Drake,Lil Wayne,45915.4
Drake,Michael Jackson,10486.851851851852
Drake,Playboi Carti,24997.125
Drake,Project Pat,42408.21666666667
Drake,Quavo,3862.0
Drake,Rick Ross,26797.310344827587
Drake,Sosa Geek,28337.5
Drake,Static Major,8114.4
Drake,Tems,57031.875
Drake,Travis Scott,54008.786516853936
Drake,Ty Dolla $ign,32488.222222222223
Drake,WizKid,16444.25
Drake,Wizkid,42198.84848484849
Drake,Yebba,42451.38
Drake,Young Thug,53813.86486486487
Drake,Z,47776.78571428572
Dreamville,Ari Lennox,11363.333333333334
Dreamville,Baby Rose,11904.0
Dreamville,Baby Tate,12360.0
Dreamville,Bas,11902.0
Dreamville,Buddy,12204.625
Dreamville,Childish Major,16397.0
Dreamville,Cozz,13870.666666666666
Dreamville,DaBaby,15246.333333333334
Dreamville,DaVionne,11569.0
Dreamville,Deante' Hitchcock,7760.0
Dreamville,Dreezy,11093.0
Dreamville,EARTHGANG,12284.916666666666
Dreamville,Guapdad 4000,12111.714285714286
Dreamville,J. Cole,14708.0
Dreamville,JID,13649.64705882353
Dreamville,Jace,11520.2
Dreamville,KEY!,13385.0
Dreamville,Kenny Mason,40852.0
Dreamville,Lute,14327.0
Dreamville,Maxo Kream,13385.0
Dreamville,Mereba,7760.0
Dreamville,Mez,11528.333333333334
Dreamville,Omen,10378.75
Dreamville,REASON,16397.0
Dreamville,Reese LAFLARE,11520.2
Dreamville,Saba,10995.5
Dreamville,Sheck Wes,40852.0
Dreamville,Ski Mask The Slump God,11520.2
Dreamville,Smino,11615.333333333334
Dreamville,Smokepurpp,11520.2
Dreamville,St. Beauty,7760.0
Dreamville,T.I.,10604.0
Dreamville,Ty Dolla $ign,11093.0
Dreamville,Vince Staples,10548.0
Dreamville,Young Nudy,12043.333333333334
Dreamville,Zoink Gang,13385.0
Drip Gogo,DJ Sumbody,32259.0
Drip Gogo,The Lowkeys,32259.0
Drizzy Sam Rsa,Kaymor,39087.75
Drizzy Sam Rsa,Ohp Sage,39087.75
Dua Lipa,BLACKPINK,9983.608695652174
Dua Lipa,DaBaby,41838.515789473684
Dynoro,Gigi D'Agostino,15920.592105263158
Dzo 729,Guyu Pane,52625.967741935485
Dzo 729,YoungStunner,52625.967741935485
Early B,Jack Parow,9635.357142857143
Early B,Justin Vega,9635.357142857143
Earth,Wind & Fire,2346.8
Ed Sheeran,50 Cent,16047.666666666666
Ed Sheeran,A Boogie Wit da Hoodie,13197.0
Ed Sheeran,Beyonc,5652.733333333334
Ed Sheeran,Bring Me The Horizon,28374.0
Ed Sheeran,Bruno Mars,12044.666666666666
Ed Sheeran,Camila Cabello,19935.53846153846
Ed Sheeran,Cardi B,19935.53846153846
Ed Sheeran,Chance the Rapper,17461.38888888889
Ed Sheeran,Chris Stapleton,12044.666666666666
Ed Sheeran,Dave,13121.0
Ed Sheeran,Ella Mai,12981.0
Ed Sheeran,Elton John,48733.333333333336
Ed Sheeran,Eminem,16047.666666666666
Ed Sheeran,H.E.R.,13538.0
Ed Sheeran,J Hus,14281.0
Ed Sheeran,Justin Bieber,33657.66019417476
Ed Sheeran,Khalid,34925.40875912409
Ed Sheeran,Kooldrink,24008.5
Ed Sheeran,Lil Baby,31317.0
Ed Sheeran,Meek Mill,13197.0
Ed Sheeran,Paulo Londra,13121.0
Ed Sheeran,PnB Rock,17461.38888888889
Ed Sheeran,Skrillex,14393.0
Ed Sheeran,Stormzy,13015.0
Ed Sheeran,Taylor Swift,34272.666666666664
Ed Sheeran,Travis Scott,19391.636363636364
Ed Sheeran,Yebba,13628.57142857143
Ed Sheeran,Young Thug,14281.0
Eduardo XD,Dj Abux,35196.0
Elaine,Blxckie,75636.25
Elevation Worship,Brandon Lake,17784.0
Elevation Worship,Chandler Moore,22550.2
Elevation Worship,Cody Carnes,13678.357142857143
Elevation Worship,Dante Bowe,19450.0
Elevation Worship,Kari Jobe,13678.357142857143
Elevation Worship,Maverick City Music,21982.58823529412
Elevation Worship,Naomi Raine,22890.0
Eliza Rose,Interplanetary Criminal,31048.25
Ella Mai,Chris Brown,6867.142857142857
Ella Mai,H.E.R.,6461.0
Ella Mai,John Legend,4836.0
Ellie Goulding,Diplo,17036.930555555555
Ellie Goulding,Juice WRLD,16011.690909090908
Ellie Goulding,Swae Lee,17036.930555555555
Elton John,Britney Spears,36386.333333333336
Elton John,Dua Lipa,63690.730337078654
Elton John,PNAU,63690.730337078654
Elvirgo,TallexQ,82543.0
Eminem,Anderson .Paak,20724.0
Eminem,Black Thought,19525.5
Eminem,Cordae,21936.0
Eminem,Denaun,19525.5
Eminem,Don Toliver,20059.5
Eminem,Ed Sheeran,7668.5
Eminem,Jack Harlow,21936.0
Eminem,Jessie Reyez,11339.0
Eminem,Joell Ortiz,21258.0
Eminem,Joyner Lucas,12809.4
Eminem,Juice WRLD,28694.609375
Eminem,KXNG Crooked,21258.0
Eminem,Nate Dogg,3978.5555555555557
Eminem,Q,19525.5
Eminem,"Royce Da 5'9""",17890.615384615383
Eminem,Skylar Grey,23165.0
Eminem,Snoop Dogg,28310.0
Eminem,White Gold,24255.0
Eminem,Young M.A,25885.0
Eminem,Tip,19525.5
Emotionz DJ,Alie,24297.0
Emotionz DJ,Alie Keys,34294.5
Emotionz DJ,Cassper Nyovest,24297.0
Emotionz DJ,Coolkiid,30962.0
Emotionz DJ,LuuDaDeejay,30962.0
Emotionz DJ,Nobantu Vilakazi,30962.0
Emotionz DJ,Zuma,30962.0
Emotionz DJ,Keyz,24297.0
Emtee,Flash Ikumkani,28577.0
Emtee,Gwamba,26681.0
Emtee,Lolli Native,24188.0
Emtee,Moozlie,21272.0
Emtee,Tuckshop Bafanaz,24799.0
Eurythmics,Annie Lennox,2971.7
Eurythmics,Dave Stewart,2971.7
Fabolous,Tamia,22406.689075630253
Falz,Kamo Mphela,18243.0
Falz,Mpura,18243.0
Falz,Niniola,18243.0
Falz,Sayfar,18243.0
Famous Dex,A$AP Rocky,3354.6666666666665
Felix Jaehn,Mike Williams,2906.0
FelixThe1st,Drya Mac,31960.333333333332
FelixThe1st,Finch Fetti,31960.333333333332
Felo Le Tee,Daliwonga,67907.61764705883
Felo Le Tee,Kabelo Sings,57561.5
Felo Le Tee,Kabza De Small,36080.11111111111
Felo Le Tee,Keynote,57561.5
Felo Le Tee,Madumane,36080.11111111111
Felo Le Tee,Mellow & Sleazy,57561.5
Felo Le Tee,Mpura,36080.11111111111
Felo Le Tee,Myztro,76386.1746031746
Felo Le Tee,SjavasDaDeejay,57561.5
Felo Le Tee,TOSS,54363.92857142857
Felo Le Tee,Toss,85122.06666666667
Felo Le Tee,Uncle Waffles,38262.666666666664
Felo Le Tee,Visca,36080.11111111111
Fifth Harmony,Ty Dolla $ign,5668.833333333333
Fireboy DML,Asake,39808.137931034486
Fireboy DML,Ed Sheeran,33709.8
Fivio Foreign,Alicia Keys,31968.375
Fivio Foreign,Kanye West,31968.375
Focalistic,Bongza,26667.0
Focalistic,DJ Maphorisa,28802.5
Focalistic,Davido,23050.8
Focalistic,Eeque,154683.0
Focalistic,Ftears,72585.0
Focalistic,Kabza De Small,34722.9
Focalistic,Lady Du,51602.181818181816
Focalistic,M.J,51167.02857142857
Focalistic,MDU aka TRP,26667.0
Focalistic,Madumane,32513.375
Focalistic,Major League Djz,12068.5
Focalistic,Mellow & Sleazy,46050.96428571428
Focalistic,Moonchild Sanelly,12068.5
Focalistic,Mr JazziQ,51602.181818181816
Focalistic,Myztro,40386.5
Focalistic,Pabi Cooper,54077.555555555555
Focalistic,Reece Madlisa,27463.5
Focalistic,Riky Rick,27463.5
Focalistic,Semi Tee,27463.5
Focalistic,Shaunmusiq,72585.0
Focalistic,Thama Tee,154683.0
Focalistic,The Lowkeys,12068.5
Focalistic,Vigro Deep,22986.384615384617
Focalistic,Virgo Deep,23050.8
Focalistic,Xduppy,72585.0
Fort Minor,Styles Of Beyond,2493.8571428571427
Foster The People,Stereotypes,2469.0
Francois van Coke,Hunter Kennedy,9392.0
Francois van Coke,Spoegwolf,11615.857142857143
Frank Casino,Cassper Nyovest,5241.0
Frank Casino,Major League,5241.0
Frank Sinatra,B. Swanson Quartet,32953.166666666664
French Montana,Blueface,6445.0
French Montana,Cardi B,16779.6
French Montana,Drake,9971.379310344828
French Montana,Lil Tjay,6445.0
French Montana,Post Malone,16779.6
French Montana,Rvssian,16779.6
French Montana,Swae Lee,4377.28125
Frenzyoffixial,Bizizi,28194.714285714286
Frenzyoffixial,KayGee DaKing,28194.714285714286
Future,DaBaby,13348.0
Future,Drake,63968.541935483874
Future,EST Gee,43079.0
Future,Gunna,53142.0
Future,Juice WRLD,7513.142857142857
Future,Kanye West,45693.0
Future,Kodak Black,37801.0
Future,Lil Baby,13348.0
Future,Lil Uzi Vert,17338.0
Future,Nicki Minaj,6227.0
Future,Tems,110200.22033898305
Future,Travis Scott,13554.25
Future,Young Thug,28022.0
Future,YoungBoy Never Broke Again,21104.0
G Herbo,Chance the Rapper,11159.0
G Herbo,Juice WRLD,11159.0
G Herbo,Lil Uzi Vert,11159.0
G-Eazy,A$AP Rocky,3398.714285714286
G-Eazy,Blac Youngsta,4664.0
G-Eazy,BlocBoy JB,4664.0
G-Eazy,Blueface,8664.0
G-Eazy,Cardi B,3398.714285714286
G-Eazy,Chris Brown,18954.0
G-Eazy,Gunna,11838.0
G-Eazy,Halsey,3669.9
G-Eazy,Jack Harlow,12706.0
G-Eazy,Mark Morrison,18954.0
G-Eazy,Tory Lanez,14062.25
G-Eazy,Tyga,14062.25
G-Eazy,YBN Nahmir,3657.6666666666665
G-Eazy,Yo Gotti,3657.6666666666665
G-Eazy,blackbear,14756.0
GASHI,DJ Snake,4461.0
GASHI,French Montana,4461.0
Gaba Cannal,Ard Matthews,19262.0
Gaba Cannal,George Lesley,56998.15
Gaba Cannal,Kandy Beats,27231.666666666668
Gaba Cannal,Mr Abie,27231.666666666668
Gaba Cannal,Russell Zuma,56998.15
Gaba Cannal,Xavi Yentin,29685.0
Gabry Ponte,LUM!X,28960.23076923077
Gabry Ponte,Prezioso,28960.23076923077
Galantis,David Guetta,27808.4358974359
Galantis,Little Mix,27808.4358974359
Galantis,OneRepublic,8720.344827586207
Geato,Amapiano,23712.666666666668
Gemini Major,Nasty C,8109.0
Gemini Major,Tellaman,8109.0
Gesaffelstein,The Weeknd,13102.333333333334
Giveon,Snoh Aalegra,22972.0
GloRilla,Cardi B,34687.5
Gobi Beast,Dj Respect,22852.0
GoldFish,Cat Dealers,8778.0
GoldFish,Sorana,5543.0
GoldFish,Zeeba,5505.0
Goya Menor,Nektunez,51635.6875
Gryffin,Elley Duh,5481.75
Gucci Mane,Bruno Mars,10602.735294117647
Gucci Mane,Justin Bieber,7826.0
Gucci Mane,Kodak Black,10602.735294117647
Gunna,21 Savage,38215.5
Gunna,BLEU,28144.0
Gunna,Chle,35353.0
Gunna,Chris Brown,28144.0
Gunna,Drake,28499.0
Gunna,Future,49100.09375
Gunna,G Herbo,34029.0
Gunna,Kodak Black,39426.0
Gunna,Lil Baby,44271.0
Gunna,Lil Uzi Vert,14955.0
Gunna,Roddy Ricch,24278.0
Gunna,Travis Scott,18188.0
Gunna,Young Thug,37252.448979591834
Gwen Stefani,Blake Shelton,16986.0
H.E.R.,Bryson Tiller,30781.185185185186
H.E.R.,Chris Brown,27127.470588235294
HENNYBELIT,Mfana Kah Gogo,32692.0
HENNYBELIT,TBO,32692.0
Hailee Steinfeld,Alesso,7306.794871794872
Hailee Steinfeld,BloodPop,3613.0476190476193
Hailee Steinfeld,Florida Georgia Line,7306.794871794872
Hailee Steinfeld,Grey,7257.928571428572
Hailee Steinfeld,WATT,7306.794871794872
Hailee Steinfeld,Zedd,7257.928571428572
Headie One,Drake,24508.833333333332
Heavy-K,Bucie,2131.0
Heavy-K,Nokwazi,2131.0
Hillsong Worship,Brooke Ligertwood,2279.0
Hillsong Worship,Reuben Morgan,2279.0
INNOVATIVE DJz,Wade Yarrow,21646.0
Ice Beats Slide,2woBunnies,103863.21739130435
Ice Beats Slide,Sbuda Maleather,91480.21212121213
Ice Spice,Nicki Minaj,84208.44444444444
Imagine Dragons,Arcane,51967.03278688525
Imagine Dragons,JID,51967.03278688525
Imagine Dragons,League of Legends,51967.03278688525
Imanbek,BYOR,30709.8
Inkabi Zezwe,Big Zulu,161336.6875
Inkabi Zezwe,Sjava,161336.6875
Inkabi Zezwe,Xowla,49336.0
Internet Money,Diplo,17172.833333333332
Internet Money,Don Toliver,43448.66346153846
Internet Money,Gunna,44483.93
Internet Money,Juice WRLD,17172.833333333332
Internet Money,Lil Uzi Vert,24585.166666666668
Internet Money,NAV,47197.39772727273
Internet Money,Roddy Ricch,17567.0
Internet Money,Trippie Redd,17172.833333333332
Isaiah Rashad,6LACK,21283.0
Isaiah Rashad,Doechii,26937.0
Isaiah Rashad,Duke Deuce,26249.0
Isaiah Rashad,Kal Banx,26937.0
Isaiah Rashad,Lil Uzi Vert,29765.0
Isaiah Rashad,SZA,21283.0
Isaiah Rashad,Smino,23341.0
Iyanya,DJ Tarico,28555.0
Iyanya,Nelson Tivane,28555.0
Iyanya,Preck,28555.0
J Balvin,Bad Bunny,13248.0
J Balvin,Dua Lipa,13248.0
J Balvin,Tainy,13248.0
J Hus,Drake,86452.0
J. Cole,21 Savage,46218.6875
J. Cole,6LACK,59649.25
J. Cole,Amber Coffman,24226.11111111111
J. Cole,Bas,56330.36363636364
J. Cole,Cults,24226.11111111111
J. Cole,Lil Baby,44135.64705882353
J. Cole,Morray,46218.6875
J. Cole,kiLL edward,8406.5
JACKBOYS,Don Toliver,14478.666666666666
JACKBOYS,Pop Smoke,12589.0
JACKBOYS,Sheck Wes,17902.0
JACKBOYS,Travis Scott,15284.102564102564
JACKBOYS,Young Thug,15513.70588235294
JID,Kenny Mason,40629.5
JP Saxe,Julia Michaels,23695.616071428572
Jack Harlow,Big Sean,21315.88888888889
Jack Harlow,DaBaby,31420.607843137255
Jack Harlow,Drake,49142.82608695652
Jack Harlow,Justin Timberlake,27764.0
Jack Harlow,Lil Wayne,31362.096153846152
Jack Harlow,Pharrell Williams,31204.0
Jack Harlow,Pooh Shiesty,24738.0
Jack Harlow,Tory Lanez,31420.607843137255
Jacquees,Chris Brown,15785.0
Jaden,Christian Rich,5525.0
Jaden,Justin Bieber,14442.0
Jaden,Lido,9239.0
Jaden,WILLOW,9690.0
James Arthur,Anne,8469.941176470587
James Arthur,Marie,8469.941176470587
James Bay,Julia Michaels,8008.5
James Blake,Metro Boomin,9657.666666666666
James Blake,Travis Scott,9657.666666666666
James Hype,Miggy Dela Rosa,31333.666666666668
Jason Derulo,Adam Levine,20045.0
Jason Derulo,David Guetta,8125.555555555556
Jason Derulo,Maroon 5,20045.0
Jason Derulo,Nicki Minaj,8125.555555555556
Jason Derulo,Nuka,19076.333333333332
Jason Derulo,Willy William,8125.555555555556
Jawsh 685,BTS,22878.0
Jawsh 685,Jason Derulo,39712.43859649123
Jax Jones,Bebe Rexha,9396.5
Jax Jones,Europa,7332.0
Jax Jones,Ina Wroldsen,3788.181818181818
Jax Jones,Madison Beer,7332.0
Jax Jones,Martin Solveig,7332.0
Jay,Irene,24438.333333333332
Jay,Louise Van Wyk,24438.333333333332
Jay Electronica,Travis Scott,12283.0
Jay Music,DJ SOL K,51878.142857142855
Jay Music,Mellow & Sleazy,51878.142857142855
Jay Rock,Future,4802.0
Jay Rock,James Blake,4802.0
Jay Rock,Kendrick Lamar,4730.058823529412
JazziDisciples,DJ Buckz,12680.533333333333
JazziDisciples,Mporoza,10029.0
JazziDisciples,Vigro Deep,12680.533333333333
Jeremy Loops,Motheo Moleko,2396.0
Jessie J,Ariana Grande,4025.0
Jessie J,Nicki Minaj,4025.0
Jessie Reyez,6LACK,8276.0
Jhen Aiko,Ab,18921.0
Jhen Aiko,Big Sean,17107.25
Jhen Aiko,Dr. Chill,12610.0
Jhen Aiko,Future,19588.75
Jhen Aiko,H.E.R.,17076.153846153848
Jhen Aiko,John Legend,16573.0
Jhen Aiko,Micahfonecheck,16192.0
Jhen Aiko,Miguel,19588.75
Jhen Aiko,Nas,17520.0
Jhen Aiko,Ty Dolla $ign,13029.0
Jhen Aiko,Soul,18921.0
Jnr Choi,Sam Tompkins,30610.833333333332
Jobe London,Kamo Manje,19095.10714285714
Jobe London,Mphow69,19095.10714285714
Joel Corry,Charli XCX,30402.51851851852
Joel Corry,David Guetta,27757.424242424244
Joel Corry,Jax Jones,30402.51851851852
Joel Corry,MNEK,44236.65625
Joel Corry,RAYE,27757.424242424244
Joel Corry,Saweetie,30402.51851851852
Joey Bada$$,Diddy,26782.0
Joey Fatts,A,20830.0
Joey Fatts,Reece,20830.0
John Legend,BloodPop,3950.4
John Legend,Jhen Aiko,11972.0
John Lennon,Yoko Ono,31374.8
Joji,Diplo,14164.5
Jonas Blue,Jack & Jack,14015.246575342466
Jonas Blue,Lennon Stella,6901.9
Jonas Blue,Liam Payne,6901.9
Jonas Blue,Theresa Rex,10853.636363636364
Jonas Brothers,KAROL G,12513.0
Jorja Smith,Burna Boy,13138.357142857143
Jorja Smith,GuiltyBeatz,33039.25
Josiah De Disciple,Jessica LM,20459.0
Josiah De Disciple,Kabza De Small,25074.0
Josiah De Disciple,Maline Aura,55201.0
Josiah De Disciple,Reece Madlisa,32884.0
Josiah De Disciple,Zuma,32884.0
Joyner Lucas,J. Cole,36673.8
Joyner Lucas,Lil Baby,23456.727272727272
Joyner Lucas,Logic,12326.57142857143
Joyner Lucas,Will Smith,16541.333333333332
Jub Jub,Benjamin Dube,29435.285714285714
Jub Jub,Blaq Diamond,29435.285714285714
Jub Jub,Judith Sephuma,29435.285714285714
Jub Jub,Lebo Sekgobela,29435.285714285714
Jub Jub,Mlindo The Vocalist,29435.285714285714
Jub Jub,Nathi,29435.285714285714
Jub Jub,Rebecca Malope,29435.285714285714
Jub Jub,Tkinzy,29435.285714285714
Juice WRLD,BTS,35823.0
Juice WRLD,Clever,17816.0
Juice WRLD,Halsey,28043.30769230769
Juice WRLD,Justin Bieber,38680.0
Juice WRLD,Lil Uzi Vert,5052.3
Juice WRLD,Marshmello,30930.29292929293
Juice WRLD,Polo G,22086.166666666668
Juice WRLD,Post Malone,17816.0
Juice WRLD,SUGA,35823.0
Juice WRLD,The Kid LAROI,23387.48
Juice WRLD,The Weeknd,29344.41379310345
Juice WRLD,Trippie Redd,21338.8
Juice WRLD,Young Thug,26264.714285714286
Juice WRLD,YoungBoy Never Broke Again,17030.96153846154
Juice WRLD,benny blanco,28854.5
Julia Michaels,Niall Horan,8115.142857142857
Julia Michaels,Selena Gomez,7665.0
Julia Michaels,Trippie Redd,4002.2727272727275
Jung Kook,BTS,47437.0
Jung Kook,FIFA Sound,47437.0
Junior De Rocka,DBN Gogo,34776.0
Junior De Rocka,Khvya M,34776.0
Junior De Rocka,Lady Du,39205.77272727273
Junior De Rocka,Mellow,39205.77272727273
Junior De Rocka,Mr JazziQ,39205.77272727273
Junior De Rocka,Sleazy,39205.77272727273
Junior De Rocka,Tripl3x_Da Ghost,34776.0
Justin Bieber,BEAM,19378.0
Justin Bieber,Burna Boy,23667.0
Justin Bieber,Chance the Rapper,37716.925
Justin Bieber,Clever,29389.5
Justin Bieber,Daniel Caesar,49104.153846153844
Justin Bieber,Dominic Fike,20349.0
Justin Bieber,Don Toliver,33764.0
Justin Bieber,Giveon,49104.153846153844
Justin Bieber,Kehlani,19155.0
Justin Bieber,Khalid,30904.333333333332
Justin Bieber,Lil Dicky,13360.0
Justin Bieber,Post Malone,29389.5
Justin Bieber,Quavo,35463.25
Justin Bieber,Summer Walker,12862.0
Justin Bieber,The Kid LAROI,25158.5
Justin Bieber,Travis Scott,13183.0
Justin Bieber,benny blanco,31054.35714285714
Justin Timberlake,Chris Stapleton,4339.076923076923
K.O,Blxckie,208465.88372093023
K.O,Cassper Nyovest,4055.0
K.O,Diamond Platnumz,45615.0
K.O,Nandi Madida,9349.0
K.O,Oxlade,45615.0
K.O,Young Stunna,204764.72727272726
KAROL G,Nicki Minaj,11541.2
KDDO,Cassper Nyovest,12427.0
KIDS SEE GHOSTS,Louis Prima,8551.0
KIDS SEE GHOSTS,Pusha T,7677.0
KIDS SEE GHOSTS,Ty Dolla $ign,7665.0
KIDS SEE GHOSTS,Yasiin Bey,7333.5
KSI,21 Savage,31635.0
KSI,Aiyana,17310.0
KSI,Craig David,15856.0
KSI,Deno,26429.0
KSI,Digital Farm Animals,15856.0
KSI,Future,31635.0
KSI,JAY1,26429.0
KSI,Jeremih,17036.0
KSI,Lil Baby,14864.4
KSI,Lil Durk,32010.833333333332
KSI,Lil Pump,13570.5
KSI,Lil Wayne,31626.666666666668
KSI,Offset,22864.0
KSI,Polo G,24646.333333333332
KSI,Rick Ross,14864.4
KSI,S,14864.4
KSI,Smokepurpp,13570.5
KSI,Swarmz,16443.0
KSI,Tion Wayne,16443.0
KSI,Tom Grennan,32770.0
KSI,Trippie Redd,12975.5
KSI,YUNGBLUD,24646.333333333332
KSI,Lee,17310.0
KSI,X,14864.4
KYLE,Kehlani,6299.64705882353
KYLE,Lil Yachty,7328.0
Kabza De Small,Ami Faku,77249.35365853658
Kabza De Small,Artwork Sounds,35052.2
Kabza De Small,Aymos,32057.67391304348
Kabza De Small,Beast,46158.64705882353
Kabza De Small,Black Motion,31522.333333333332
Kabza De Small,Bongza,20601.05
Kabza De Small,Bontle Smith,18495.81395348837
Kabza De Small,Burna Boy,24321.777777777777
Kabza De Small,Busiswa,10024.0
Kabza De Small,Cassper Nyovest,24073.51219512195
Kabza De Small,DJ Maphorisa,47329.91516709512
Kabza De Small,DJ Skelez,12583.0
Kabza De Small,DJ Tira,46158.64705882353
