main_artist,unique collaborators,streams
Kabza De Small,Da Muziqal Chef,34027.0
Kabza De Small,Daliwonga,21426.048780487807
Kabza De Small,Dj Exit_sa,46158.64705882353
Kabza De Small,Dj Namandla,44605.0
Kabza De Small,Dj Nsi,44605.0
Kabza De Small,Dladla Mshunqisi,46158.64705882353
Kabza De Small,Felo Le Tee,45406.5
Kabza De Small,Focalistic,20519.12
Kabza De Small,Howard,17676.0
Kabza De Small,JaySax,66261.33333333333
Kabza De Small,Jon Delinger,28295.0
Kabza De Small,Kamazu,12601.2
Kabza De Small,Kamo Mphela,20464.5
Kabza De Small,Kelvin Momo,53115.75
Kabza De Small,KingTha,10024.0
Kabza De Small,Kopzz Avenue,26682.75
Kabza De Small,Leehleza,6817.5
Kabza De Small,MDU aka TRP,37275.61538461538
Kabza De Small,Madumane,21845.5593220339
Kabza De Small,Makhadzi,48021.0
Kabza De Small,Mas Musiq,26450.584905660377
Kabza De Small,Mhaw Keys,43823.68421052631
Kabza De Small,Mlindo The Vocalist,17675.722222222223
Kabza De Small,Mr. Brown,28295.0
Kabza De Small,Msaki,78986.09090909091
Kabza De Small,Murumba Pitch,38407.944444444445
Kabza De Small,Myztro,29671.372093023256
Kabza De Small,Nia Pearl,24749.51282051282
Kabza De Small,Nicole Elocin,23445.333333333332
Kabza De Small,Njelic,43439.5
Kabza De Small,Nkosazana Daughter,56743.232558139534
Kabza De Small,Nobuhle,78765.62745098039
Kabza De Small,Phila Dlozi,35310.0
Kabza De Small,Qwesta Kufet,24441.76923076923
Kabza De Small,Samthing Soweto,29346.75
Kabza De Small,Semi Tee,26534.5625
Kabza De Small,Sha Sha,16051.0
Kabza De Small,Simmy,46091.23333333333
Kabza De Small,Snowdeep,12583.0
Kabza De Small,Spartz,47918.0
Kabza De Small,Stakev,42240.61111111111
Kabza De Small,TRESOR,22447.5
Kabza De Small,Toss,32620.0
Kabza De Small,Tyler ICU,17513.0
Kabza De Small,Visca,31522.333333333332
Kabza De Small,Vyno Miller,13952.692307692309
Kabza De Small,WizKid,24007.0
Kabza De Small,Xolani Guitars,203039.75
Kabza De Small,XolaniGuitars,15012.0
Kabza De Small,Yallunder,31536.0
Kabza De Small,Young Stunna,69275.37777777777
Kabza De Small,Ze2,83798.56521739131
Kabza De Small,man,44605.0
Kamo Mphela,9umba,22258.333333333332
Kamo Mphela,BoiBizza,43420.0
Kamo Mphela,Bontle Smith,43420.0
Kamo Mphela,Chley,43420.0
Kamo Mphela,Daliwonga,37674.5
Kamo Mphela,Felo Le Tee,34085.833333333336
Kamo Mphela,Ftears,43420.0
Kamo Mphela,Mellow & Sleazy,43420.0
Kamo Mphela,Nobantu Vilakazi,32839.166666666664
Kamo Mphela,Shaun MusiQ,43420.0
Kamo Mphela,Sizwe Alakine,43057.5
Kamo Mphela,Tyler ICU,43057.5
Kamo Mphela,Visca,43420.0
Kane Brown,Khalid,18095.5
Kane Brown,Swae Lee,18095.5
Kanye West,Andr 3000,25436.5
Kanye West,Ant Clemons,26631.4
Kanye West,Clipse,25860.333333333332
Kanye West,Fred Hammond,26010.5
Kanye West,Jamie Foxx,2894.0
Kanye West,Kenny G,25860.333333333332
Kanye West,Lil Pump,13874.961538461539
Kanye West,PARTYNEXTDOOR,11618.75
Kanye West,Sunday Service Choir,27804.0
Kanye West,Travis Scott,20230.333333333332
Kanye West,Ty Dolla $ign,25526.333333333332
Kanye West,XXXTENTACION,41963.857142857145
Kari Jobe,Cody Carnes,11121.0
Kari Jobe,Elevation Worship,11121.0
Karyendasoul,Nana Atta,28997.41176470588
Karyendasoul,Zakes Bantwini,28997.41176470588
KayGee DaKing,Bizizi,13799.342857142858
KayGee DaKing,Killer Kau,13851.29411764706
Keala Settle,The Greatest Showman Ensemble,5686.333333333333
Kehlani,James Blake,11910.0
Kehlani,Jhen Aiko,18204.0
Kehlani,Justin Bieber,27317.0
Kehlani,Masego,14481.0
Kehlani,Ty Dolla $ign,12881.551724137931
Kelly Clarkson,Ariana Grande,28133.0
Kelly Khumalo,Mondli Ngcobo,38827.0
Kelvin Momo,2woshort,49010.0
Kelvin Momo,Aymos,39929.07407407407
Kelvin Momo,Babalwa M,87416.52222222222
Kelvin Momo,C'zwe,41958.5
Kelvin Momo,Ch'cco,42830.583333333336
Kelvin Momo,Chley,80800.77777777778
Kelvin Momo,Cooper SA,72327.0
Kelvin Momo,HouseXcape,44142.0
Kelvin Momo,Jay Sax,80954.61538461539
Kelvin Momo,JaySax,34664.857142857145
Kelvin Momo,Khalil Harrison,54151.6
Kelvin Momo,Loxion Deep,66523.5
Kelvin Momo,MaWhoo,79690.85714285714
Kelvin Momo,Makhanj,52463.555555555555
Kelvin Momo,Mas Musiq,53356.0
Kelvin Momo,Mashudu,56361.28571428572
Kelvin Momo,Mgiftos,26699.0
Kelvin Momo,Mhaw Keys,29290.666666666668
Kelvin Momo,Mick Man,55229.5
Kelvin Momo,Mzizi,68571.77777777778
Kelvin Momo,Nanette,86713.3870967742
Kelvin Momo,Nkulee501,44142.0
Kelvin Momo,Nvcho,49010.0
Kelvin Momo,S.O.N,84306.82352941176
Kelvin Momo,Sekiwe,28002.0
Kelvin Momo,Sfarzo Rtee,153283.44444444444
Kelvin Momo,Sino Msolo,21869.0
Kelvin Momo,Sipho Magudulela,53195.857142857145
Kelvin Momo,Skroef28,44142.0
Kelvin Momo,Souloho,21869.0
Kelvin Momo,Steve,26699.0
Kelvin Momo,Stixx,63733.0
Kelvin Momo,TBO,37649.818181818184
Kelvin Momo,TNK Musiq,36733.666666666664
Kelvin Momo,TO Starquality,53356.0
Kelvin Momo,Ta Skipper,44862.88888888889
Kelvin Momo,Tlholo,44862.88888888889
Kelvin Momo,Tribesoul,32272.0
Kelvin Momo,Tyla,49010.0
Kelvin Momo,Yumbs,47977.23809523809
Kelvin Momo,Zwayetoven,63483.0
Kendrick Lamar,Amanda Reifer,58503.15
Kendrick Lamar,Baby Keem,58052.75
Kendrick Lamar,Beth Gibbons,68240.66666666667
Kendrick Lamar,Blxst,58503.15
Kendrick Lamar,Ghostface Killah,70551.16666666667
Kendrick Lamar,Jay Rock,41811.183333333334
Kendrick Lamar,Kodak Black,54313.416666666664
Kendrick Lamar,SZA,8240.020833333334
Kendrick Lamar,Sam Dew,58052.75
Kendrick Lamar,Sampha,70506.875
Kendrick Lamar,Summer Walker,70551.16666666667
Kendrick Lamar,Tanna Leone,79514.0
Kendrick Lamar,Taylour Paige,77573.83333333333
Kendrick Lamar,Zacari,40079.692307692305
Kevboii,Charlie Beeskraal,21442.0
Kevin Gates,Juicy J,27856.0
Khalid,6LACK,7181.8
Khalid,A Boogie Wit da Hoodie,15910.461538461539
Khalid,Davido,10796.0
Khalid,Disclosure,21014.355140186915
Khalid,Empress Of,9832.473684210527
Khalid,H.E.R.,3535.0
Khalid,John Mayer,13700.125
Khalid,Normani,11108.55223880597
Khalid,SAFE,10900.0
Khalid,Summer Walker,15074.5
Khalid,Tems,10796.0
Khalid,Ty Dolla $ign,7181.8
Khanyisa,Ben Da Prince,31682.0
Khanyisa,Ceeka RSA,190005.5
Khanyisa,Lady Du,55244.142857142855
Khanyisa,Marcus MC,53673.333333333336
Khanyisa,Nandipha808,190005.5
Khanyisa,Sir Trill,31682.0
Khanyisa,Tsiki XII,55244.142857142855
Khanyisa,Tycoon,31682.0
Khanyisa,Tyler ICU,190005.5
Kharishma,Ba Bethe Gaoshazen,48093.666666666664
Khuzani,Luve,40338.0
Khuzani,Sphesihle,40338.0
Kid Cudi,Eminem,22443.666666666668
Kid Cudi,Pop Smoke,23298.8
Kid Cudi,Skepta,23298.8
Kid X,Makwa,2978.0
Kid X,Shwi No Mtekhala,2978.0
Killer Kau,Mr JazziQ,31597.32
Killer Kau,Reece Madlisa,31597.32
Killer Kau,ThackzinDJ,31597.32
Killer Kau,Zuma,31597.32
Kina,Adriana Proenza,11443.25
Kina,Snw,10020.666666666666
King Monada,CK THE DJ,76262.93548387097
Kizz Daniel,EMPIRE,48294.46875
Kizz Daniel,Tekno,57565.16279069767
Kodak Black,Fast & Furious: The Fast Saga,53111.0
Kodak Black,JVKE,57276.0
Kodak Black,Jimin,57276.0
Kodak Black,Juice WRLD,5931.0
Kodak Black,Muni Long,57276.0
Kodak Black,NLE Choppa,57276.0
Kodak Black,Offset,16681.815789473683
Kodak Black,Travis Scott,16681.815789473683
Kodak Black,XXXTENTACION,3812.0
Konke,Chley,60141.18965517241
Konke,Musa Keys,60141.18965517241
Konke,Nkulee501,65171.90243902439
Konke,Sayfar,48008.294117647056
Konke,Skroef28,65171.90243902439
Kris Kross Amsterdam,Conor Maynard,7186.588235294118
Kris Kross Amsterdam,The Boy Next Door,7186.588235294118
Kususa,Argento Dust,40622.5
Kususa,Zakes Bantwini,40622.5
Kwesta,Bassie,18857.0
Kwesta,Focalistic,18857.0
Kwesta,K.O,18857.0
Kwesta,Kabza De Small,37358.0
Kwesta,Makwa,18237.0
Kwesta,Masterpiece YVK,33779.0
Kwesta,Papta Mancane,37358.0
Kwesta,Rich Homie Quan,12260.0
Kwesta,Rick Ross,12477.0
Kwesta,Tshego AMG,18237.0
Kwesta,Wale,3983.3333333333335
Kweyama Brothers,Abidoza,52854.46153846154
Kweyama Brothers,Mpura,52854.46153846154
Kweyama Brothers,Thabiso Lavish,52854.46153846154
Kwiish SA,BRG,7472.0
Kwiish SA,C'buda M,7472.0
Kwiish SA,Da Muziqal Chef,30860.0
Kwiish SA,De Mthuda,53781.83720930233
Kwiish SA,MalumNator,53781.83720930233
Kwiish SA,Njelic,53781.83720930233
Kwiish SA,Zaza,30860.0
Kygo,Avicii,13565.0
Kygo,Calum Scott,32604.0
Kygo,Chelsea Cutler,10316.2
Kygo,Gryffin,32604.0
Kygo,Imagine Dragons,10004.22950819672
Kygo,Justin Jesso,2482.25
Kygo,Miguel,8297.125
Kygo,OneRepublic,24347.797297297297
Kygo,Rita Ora,14859.777777777777
Kygo,Sandro Cavazza,10112.35294117647
Kygo,Sasha Alex Sloan,14623.5
Kygo,Selena Gomez,4314.170731707317
Kygo,Tina Turner,14635.0
Kygo,Tyga,15717.42857142857
Kygo,Valerie Broussard,10287.25
Kygo,Whitney Houston,21899.714285714286
Kygo,X Ambassadors,25787.0
Kygo,Zak Abel,16741.0
Kygo,Zara Larsson,15717.42857142857
Kygo,Zoe Wees,23747.0
Kyle Watson,Kylah Jasmine,5447.571428571428
Labrinth,Zendaya,28412.9375
Lady Amar,Cici,258167.41176470587
Lady Amar,JL SA,258167.41176470587
Lady Amar,Murumba Pitch,258167.41176470587
Lady Du,Busta 929,36856.125
Lady Du,DBN Gogo,36856.125
Lady Du,Djy Ma'Ten,34444.5
Lady Du,Mellow & Sleazy,34444.5
Lady Du,Mr JazziQ,36856.125
Lady Du,Robot Boii,43812.0
Lady Du,Seekay,36856.125
Lady Du,T,43812.0
Lady Du,TOSS,43812.0
Lady Du,Man SA,43812.0
Lady Gaga,Ariana Grande,27831.783783783783
Lady Gaga,BLACKPINK,21670.333333333332
Lady Gaga,Bradley Cooper,22439.93650793651
Lauv,Anne,17796.625
Lauv,Conan Gray,15887.0
Lauv,Julia Michaels,8523.363636363636
Lauv,LANY,14305.0
Lauv,Troye Sivan,15592.96
Lauv,Marie,17796.625
Lebza TheVillain,Sino Msolo,29298.0
Lebza TheVillain,TOSS,29298.0
Liam Payne,J Balvin,3464.375
Liam Payne,Quavo,6244.142857142857
Liam Payne,Rita Ora,3321.0
Libianca,Ayra Starr,57246.25
Libianca,Omah Lay,57246.25
Lil Baby,42 Dugg,17009.3
Lil Baby,Drake,7880.848484848485
Lil Baby,Fridayy,43523.0
Lil Baby,Future,22534.5
Lil Baby,Gunna,25825.79591836735
Lil Baby,Lil Durk,25197.0
Lil Baby,Nardo Wick,52952.0
Lil Baby,Travis Scott,23903.6
Lil Baby,Young Thug,52694.0
Lil Dicky,Chris Brown,8527.6
Lil Durk,Future,24796.0
Lil Durk,Gunna,24577.0
Lil Durk,J. Cole,311882.2
Lil Mosey,Gunna,13827.0
Lil Nas X,BTS,14771.0
Lil Nas X,Billy Ray Cyrus,28510.58823529412
Lil Nas X,Cardi B,16433.785714285714
Lil Nas X,DaBaby,12640.142857142857
Lil Nas X,Doja Cat,35252.5
Lil Nas X,Elton John,25972.0
Lil Nas X,Jack Harlow,75897.140625
Lil Nas X,Mason Ramsey,14044.0
Lil Nas X,Megan Thee Stallion,34686.0
Lil Nas X,RM,14771.0
Lil Nas X,Young Thug,14044.0
Lil Nas X,YoungBoy Never Broke Again,31272.0
Lil Peep,XXXTENTACION,12230.5625
Lil Pump,Lil Wayne,9979.0
Lil Skies,Landon Cube,2539.0
Lil Tecca,Gunna,23330.0
Lil Tecca,Juice WRLD,10164.375
Lil Tjay,6LACK,38636.95081967213
Lil Tjay,Fivio Foreign,23617.85714285714
Lil Tjay,Moneybagg Yo,20568.0
Lil Tjay,Offset,20568.0
Lil Tjay,Polo G,23617.85714285714
Lil Uzi Vert,ARIZONATEARS,56155.181818181816
Lil Uzi Vert,sped up nightcore,56155.181818181816
Lil Wayne,Ashanti,9492.0
Lil Wayne,Big Sean,16835.5
Lil Wayne,Imagine Dragons,2104.0
Lil Wayne,Kendrick Lamar,12656.625
Lil Wayne,Lil Baby,16835.5
Lil Wayne,Logic,2104.0
Lil Wayne,Mack Maine,9492.0
Lil Wayne,Nicki Minaj,19464.0
Lil Wayne,Nivea,8346.0
Lil Wayne,Reginae Carter,17612.0
Lil Wayne,Snoop Dogg,13900.0
Lil Wayne,Sosamann,15480.0
Lil Wayne,Swizz Beatz,7948.888888888889
Lil Wayne,Travis Scott,14575.5
Lil Wayne,Ty Dolla $ign,2104.0
Lil Wayne,Wiz Khalifa,2104.0
Lil Wayne,X Ambassadors,2104.0
Lil Wayne,XXXTENTACION,15500.333333333334
Lil Yachty,A$AP Rocky,14589.0
Lil Yachty,Cardi B,3998.0
Lil Yachty,DaBaby,17772.266666666666
Lil Yachty,Drake,17772.266666666666
Lil Yachty,Offset,3998.0
Lil Yachty,Playboi Carti,6219.0
Lil Yachty,The Creator,14589.0
Lil Yachty,Tierra Whack,14589.0
Lil Yachty,Trippie Redd,2667.5
Lil Yachty,Tyler,14589.0
Lira,DJ Maphorisa,23719.0
Little Mix,Nicki Minaj,9972.875
Lizzo,Ariana Grande,16506.0
Lizzo,Cardi B,33615.25
Loatinover Pounds,25K,131271.0
Loatinover Pounds,Thapelo Ghutra,131271.0
Logic,Alessia Cara,2623.0
Logic,Cordae,6766.0
Logic,Eminem,15939.875
Logic,G,8080.0
Logic,Gucci Mane,8179.0
Logic,Jaden,5130.0
Logic,Khalid,2623.0
Logic,Marshmello,5562.75
Logic,Ryan Tedder,6223.0
Logic,Wiz Khalifa,1084.0
Logic,Eazy,8080.0
Lojay,Chris Brown,38256.9756097561
Lojay,DJ Maphorisa,33220.0
Lojay,Kabza De Small,33220.0
Lojay,Sarz,38256.9756097561
Los Unidades,Jozzy,6394.0
Los Unidades,Pharrell Williams,6394.0
Lost Frequencies,Calum Scott,64611.494736842105
Lost Frequencies,Zonderling,2731.0
Loud Luxury,Brando,13832.485981308411
Loud Luxury,anders,5835.0
Louis The Child,Wafia,4726.125
Lowsheen,Master KG,50422.0
Lowsheen,Nkosazana Daughter,50422.0
Luu Nineleven,Daliwonga,14405.8
Luude,Colin Hay,24608.0
Lwah Ndlunkulu,Siya Ntuli,71718.13953488372
MAX,Quinn XCII,7974.6
MDU aka TRP,DJ Maphorisa,39758.25
MDU aka TRP,Kabza De Small,31869.53846153846
MEDUZA,Becky Hill,23467.063291139242
MEDUZA,Dermot Kennedy,35706.12162162162
MEDUZA,Elley Duh,55235.709677419356
MEDUZA,FAST BOY,55235.709677419356
MEDUZA,Goodboys,21199.86013986014
MEDUZA,Hozier,22356.0
MEDUZA,James Carter,55235.709677419356
MRDA,Murumba Pitch,84918.11111111111
MRDA,Oscar Mbo,84918.11111111111
MaWhoo,DJ Maphorisa,56652.583333333336
MaWhoo,Da Muziqal Chef,60396.4
MaWhoo,Kabza De Small,56652.583333333336
Mac Miller,Miguel,5105.0
MacG,Bailey,110226.4375
MacG,Bailey RSA,56820.142857142855
MacG,EmjayKeyz,93972.34782608696
MacG,Sir Trill,93972.34782608696
Machine Gun Kelly,Bring Me The Horizon,31284.0
Machine Gun Kelly,Halsey,17659.25
Machine Gun Kelly,Kellin Quinn,21179.0
Machine Gun Kelly,Lil Wayne,29363.0
Machine Gun Kelly,Travis Barker,11742.875
Machine Gun Kelly,WILLOW,28571.0
Machine Gun Kelly,YUNGBLUD,11742.875
Machine Gun Kelly,blackbear,21774.60606060606
Madison Beer,Offset,6254.8
Maggie Lindemann,CADE,5056.54347826087
Maggie Lindemann,Cheat Codes,5056.54347826087
Majestic,Boney M.,22315.733333333334
Majid Jordan,Khalid,13674.0
Major Lazer,DJ Maphorisa,6698.466666666666
Major Lazer,Death Stranding: Timefall,20471.333333333332
Major Lazer,Diplo,23935.0
Major Lazer,Fuse ODG,2529.4
Major Lazer,Ice Prince,4725.071428571428
Major Lazer,Jidenna,4725.071428571428
Major Lazer,Khalid,20471.333333333332
Major Lazer,LuuDaDeejay,51292.0
Major Lazer,Major League Djz,39981.333333333336
Major Lazer,Nasty C,4725.071428571428
Major Lazer,Nyla,2529.4
Major Lazer,Patoranking,4725.071428571428
Major Lazer,Tiwa Savage,34326.0
Major Lazer,Tove Lo,5647.0
Major Lazer,Tyla,51292.0
Major Lazer,Yumbs,51292.0
Major League Djz,Abidoza,31798.574468085106
Major League Djz,C4 DJs,68896.48148148147
Major League Djz,Cassper Nyovest,22252.0
Major League Djz,Costa Titch,25766.0
Major League Djz,Kammu Dee,22252.0
Major League Djz,Ma Lemon,22252.0
Major League Djz,Mathandos,68896.48148148147
Major League Djz,Mpho Sebina,33381.375
Major League Djz,Mr. JazziQ,25766.0
Major League Djz,Nvcho,68896.48148148147
Major League Djz,Reece Madlisa,25766.0
Major League Djz,Zuma,25766.0
Makhadzi,Airburn Sounds,29724.0
Makhadzi,Big Zulu,39056.666666666664
Makhadzi,Fortunator,50591.0
Makhadzi,Jon Delinger,30884.5
Makhadzi,Kabza De Small,33701.71428571428
Makhadzi,Lady Du,24892.0
Makhadzi,Mampintsha,15482.0
Makhadzi,Mash K,50591.0
Makhadzi,Master KG,40779.230769230766
Makhadzi,Mlindo The Vocalist,25670.333333333332
Makhadzi,Mr Brown,34344.52
Makhadzi,Penny Penny,43251.666666666664
Makhadzi,Prince Benza,34675.4
Makhadzi Entertainment,Mashudu,62557.0
Makhadzi Entertainment,Mizo Phyll,62557.0
Maluma,The Weeknd,19884.333333333332
Manqonqo,Dason,8649.133333333333
Manqonqo,Saviour Gee,8649.133333333333
Mapara A Jazz,Colano,44640.72222222222
Mapara A Jazz,Jazzy Deep,21737.0
Mapara A Jazz,Nhlanhla,21737.0
Mapara A Jazz,Ntosh Gazi,44640.72222222222
Marcus MC,Dali,22388.0
Marcus MC,Hulumeni,22388.0
Marcus MC,Kabza De Small,22388.0
Marcus MC,Khanyisa,22388.0
Mark Ronson,Camila Cabello,12271.8
Mark Ronson,Miley Cyrus,11297.111111111111
Maroon 5,A Boogie Wit da Hoodie,2193.0
Maroon 5,Cardi B,14909.643564356436
Maroon 5,Megan Thee Stallion,34139.316666666666
Maroon 5,SZA,6971.636363636364
Marshmello,A Day To Remember,8921.0
Marshmello,Anne,9644.689655172413
Marshmello,Bastille,24123.805755395682
Marshmello,Brent Faiyaz,58129.666666666664
Marshmello,CHVRCHES,16354.015151515152
Marshmello,Chris Brown,11275.0
Marshmello,Demi Lovato,21900.434782608696
Marshmello,Halsey,29588.189655172413
Marshmello,Imanbek,17530.0
Marshmello,James Arthur,4729.0
Marshmello,Jonas Brothers,31370.347826086956
Marshmello,Juice WRLD,47162.333333333336
Marshmello,Juicy J,4729.0
Marshmello,Kane Brown,14484.682926829268
Marshmello,Khalid,21100.872727272726
Marshmello,Leah Culver,2001.0
Marshmello,Roddy Ricch,6643.75
Marshmello,Tyga,11275.0
Marshmello,Usher,17530.0
Marshmello,YUNGBLUD,16921.75
Marshmello,blackbear,16921.75
Marshmello,Marie,9644.689655172413
Martin Garrix,Bebe Rexha,6721.333333333333
Martin Garrix,Bonn,10751.297872340425
Martin Garrix,Clinton Kane,13029.0
Martin Garrix,David Guetta,4207.166666666667
Martin Garrix,Dean Lewis,15692.333333333334
Martin Garrix,Dewain Whitmore,5886.0
Martin Garrix,Dua Lipa,2144.0
Martin Garrix,Fall Out Boy,16129.961538461539
Martin Garrix,G,21245.0
Martin Garrix,Jamie Scott,4207.166666666667
Martin Garrix,Justin Mylo,5886.0
Martin Garrix,Khalid,12876.254545454545
Martin Garrix,Macklemore,16129.961538461539
Martin Garrix,Romy Dya,4207.166666666667
Martin Garrix,Sasha Alex Sloan,21245.0
Martin Garrix,Tove Lo,20298.0
Martin Garrix,Troye Sivan,2361.3333333333335
Martin Garrix,Eazy,21245.0
Martin Jensen,James Arthur,9079.142857142857
Mas Musiq,Aymos,78718.37719298246
Mas Musiq,Babalwa M,52934.26666666667
Mas Musiq,DJ Maphorisa,57736.96052631579
Mas Musiq,Daliwonga,94434.71428571429
Mas Musiq,Howard Gomba,65930.33333333333
Mas Musiq,Kabza De Small,57222.12987012987
Mas Musiq,Kelvin Momo,50491.0
Mas Musiq,Leon Lee,47555.0
Mas Musiq,Madumane,18095.0
Mas Musiq,Major League,30218.166666666668
Mas Musiq,Myztro,18095.0
Mas Musiq,Riky Rick,17944.166666666668
Mas Musiq,Sha Sha,17944.166666666668
Mas Musiq,Sir Trill,30218.166666666668
Mas Musiq,TO Starquality,16239.0
Mas Musiq,Vyno Miller,18095.0
Mas Musiq,Young Stunna,114113.8275862069
Masego,DJ Maphorisa,40049.666666666664
Masego,Don Toliver,21898.133333333335
Masego,Kabza De Small,40049.666666666664
MashBeatz,25K,36987.0
MashBeatz,Anzo,36987.0
MashBeatz,Buzzi Lee,36987.0
MashBeatz,Lucasraps,36987.0
MashBeatz,Maglera Doe Boy,30314.76923076923
MashBeatz,Roii,36987.0
MashBeatz,Saudi,36987.0
MashBeatz,Sjava,36987.0
MashBeatz,Thato Saul,30314.76923076923
MashBeatz,Wordz,36987.0
MashBeatz,YoungstaCPT,36987.0
Master KG,Akon,18986.0
Master KG,Burna Boy,17594.916666666668
Master KG,David Guetta,18986.0
Master KG,Nomcebo Zikode,24936.12962962963
Masterpiece YVK,Pure Surprise,70090.0
Masterpiece YVK,Tyler ICU,70090.0
Matthew Mole,Francois van Coke,15576.0
Mduduzi,Big Zulu,19060.5
Mduduzi Ncube,Zakwe,28326.222222222223
Mduduzi Ncube,Zamo Cofi,28326.222222222223
Meek Mill,Anuel AA,6543.0
Meek Mill,Cardi B,8377.0
Meek Mill,Drake,15060.320512820514
Meek Mill,Fabolous,6543.0
Meek Mill,JAY,9816.0
Meek Mill,Lil Baby,27692.333333333332
Meek Mill,Lil Durk,27692.333333333332
Meek Mill,Miguel,3356.0
Meek Mill,Rick Ross,9816.0
Meek Mill,Z,9816.0
Megan Thee Stallion,Beyonc,28021.884615384617
Megan Thee Stallion,DaBaby,20654.363636363636
Megan Thee Stallion,Dua Lipa,29563.5
Megan Thee Stallion,Nicki Minaj,14582.692307692309
Megan Thee Stallion,Normani,12568.0
Megan Thee Stallion,Ty Dolla $ign,14582.692307692309
Megan Thee Stallion,Young Thug,16044.0
Mellow & Sleazy,2woshort,65337.04761904762
Mellow & Sleazy,Al xapo,35239.333333333336
Mellow & Sleazy,Azi,35818.333333333336
Mellow & Sleazy,Boontle RSA,70353.33333333333
Mellow & Sleazy,Chley,70353.33333333333
Mellow & Sleazy,DBN Gogo,39391.769230769234
Mellow & Sleazy,DJ Maphorisa,72079.62162162163
Mellow & Sleazy,Dinho,40177.6
Mellow & Sleazy,Felo Le Tee,74609.25714285714
Mellow & Sleazy,Focalistic,29047.0
Mellow & Sleazy,Justin99,57446.09523809524
Mellow & Sleazy,Keynote,126192.93333333333
Mellow & Sleazy,LastbornDiroba,36005.833333333336
Mellow & Sleazy,LeeMcKrazy,69173.77777777778
Mellow & Sleazy,M.J,35818.333333333336
Mellow & Sleazy,Madumane,74609.25714285714
Mellow & Sleazy,Sir Trill,27811.0
Mellow & Sleazy,SjavasDaDeejay,75732.92
Mellow & Sleazy,Sunde,35239.333333333336
Mellow & Sleazy,TNK MusiQ,70353.33333333333
Mellow & Sleazy,Thabza Tee,36772.333333333336
Mellow & Sleazy,TitoM,73996.67647058824
Mellow & Sleazy,Tman Xpress,94655.425
Mellow & Sleazy,TumeloZa,69173.77777777778
Mellow & Sleazy,TyroneDee,69173.77777777778
Mellow & Sleazy,Young Stunna,74609.25714285714
Metro Boomin,21 Savage,72468.2972972973
Metro Boomin,A Boogie Wit da Hoodie,80255.0
Metro Boomin,A$AP Rocky,65897.4
Metro Boomin,BEAM,50919.0
Metro Boomin,Chris Brown,75096.92857142857
Metro Boomin,Coi Leray,53981.666666666664
Metro Boomin,Don Toliver,56778.393939393936
Metro Boomin,Drake,5984.0
Metro Boomin,Future,65709.40677966102
Metro Boomin,Gucci Mane,5585.0
Metro Boomin,Gunna,10616.944444444445
Metro Boomin,J Balvin,5664.0
Metro Boomin,James Blake,53981.0
Metro Boomin,John Legend,68351.0
Metro Boomin,Kodak Black,8154.0
Metro Boomin,Lil Uzi Vert,56627.5
Metro Boomin,Lil Wayne,90694.0
Metro Boomin,Mustafa,81328.0
Metro Boomin,NAV,80255.0
Metro Boomin,Offset,56746.0
Metro Boomin,Roisee,71706.0
Metro Boomin,Swae Lee,65858.875
Metro Boomin,Takeoff,57184.5
Metro Boomin,The Weeknd,134200.85714285713
Metro Boomin,Toian,50919.0
Metro Boomin,Travis Scott,58993.73469387755
Metro Boomin,WizKid,5694.0
Metro Boomin,Wizkid,50919.0
Metro Boomin,Young Nudy,69514.0
Metro Boomin,Young Thug,65960.20833333333
Mfr Souls,Aymos,40309.8
Mfr Souls,Big Zulu,30032.75
Mfr Souls,Bontle Smith,29495.41935483871
Mfr Souls,DJ Maphorisa,20346.58823529412
Mfr Souls,Kabza De Small,20346.58823529412
Mfr Souls,Kamo Mphela,29495.41935483871
Mfr Souls,Major League Djz,29495.41935483871
Mfr Souls,Sha Sha,20346.58823529412
Mfr Souls,The Squad,13643.333333333334
Michael Bubl,Shania Twain,11747.5
Michael Bubl,The Puppini Sisters,10482.0
Migos,Cardi B,6760.4
Migos,Drake,17138.25
Migos,Future,33030.0
Migos,Gucci Mane,2046.0
Migos,Juice WRLD,30490.0
Migos,Justin Bieber,28613.0
Migos,Nicki Minaj,2893.8888888888887
Migos,Polo G,41625.0
Migos,Pop Smoke,28517.0
Migos,Post Malone,2259.0
Migos,Travis Scott,15989.0
Migos,Young Thug,15989.0
Migos,YoungBoy Never Broke Again,24231.0
Miguel,Travis Scott,2499.0
Mike Posner,Seeb,5745.0
Mike WiLL Made-It,Kendrick Lamar,6981.0
Mike WiLL Made-It,Nicki Minaj,17405.0
Mike WiLL Made-It,Pharrell Williams,3547.8
Mike WiLL Made-It,Station Wagon P,2689.5
Mike WiLL Made-It,YoungBoy Never Broke Again,17405.0
Miley Cyrus,Dua Lipa,26376.333333333332
Miss Pru DJ,Blaq Diamond,16999.133333333335
Miss Pru DJ,Malome Vector,16999.133333333335
Mlindo The Vocalist,DJ Maphorisa,5057.142857142857
Mlindo The Vocalist,Kabza De Small,50625.666666666664
Mlindo The Vocalist,Kwesta,6468.375
Mlindo The Vocalist,Mashudu,50625.666666666664
Mlindo The Vocalist,Sfeesoh,6468.375
Mlindo The Vocalist,Shino Kikai,50625.666666666664
Mlindo The Vocalist,Shwi No Mtekhala,5140.0
Mlindo The Vocalist,Sjava,6732.0
