main_artist,Max Streams per Song,Min Streams per Song,Total Streams per Song,Mean Streams per Song,Min Position per Song,Artist Song Count,MaxMin Difference Position,MaxMin Difference Streams,MaxMin Ratio Position,MaxMin Ratio Streams,Labels
Nas,26417,4054,206901,12931.3125,41,21,157,22363,4.829268292682927,6.516280217069561,0
Nasty C,91942,2086,3867688,19533.777777777777,4,7,196,89856,50.0,44.07574304889741,6
Nat King Cole,26429,12463,117279,19546.5,72,27,122,13966,2.6944444444444446,2.120596967022386,6
Natalie Taylor,16695,11257,266992,14832.888888888889,99,1,87,5438,1.878787878787879,1.483077196411122,0
Nathan Dawe,14419,13647,28066,14033.0,184,11,6,772,1.0326086956521738,1.0565692093500403,0
Nathan Evans,31515,19360,408756,25547.25,57,15,133,12155,3.3333333333333335,1.6278409090909092,2
Nea,13838,13838,13838,13838.0,192,1,0,0,1.0,1.0,0
Neon Dreams,18376,16576,52673,17557.666666666668,148,3,29,1800,1.195945945945946,1.1085907335907337,6
Niall Horan,19905,11771,304842,15242.1,58,1,140,8134,3.413793103448276,1.6910203041372867,0
Nick Jonas,6881,4639,22758,5689.5,73,7,96,2242,2.315068493150685,1.4832938133218365,4
Nicki Minaj,92767,3011,1608297,14891.638888888889,9,2,191,89756,22.22222222222222,30.80936565924942,0
Nicky Jam,4041,2641,28335,3148.3333333333335,73,1,127,1400,2.73972602739726,1.5301022340022719,4
Nicky Youre,29383,24889,80647,26882.333333333332,139,1,55,4494,1.39568345323741,1.1805616939210093,2
Nicole Elocin,25958,25958,25958,25958.0,170,1,0,0,1.0,1.0,2
Nija,20467,20467,20467,20467.0,33,2,0,0,1.0,1.0,6
Niniola,24849,24849,24849,24849.0,177,2,0,0,1.0,1.0,2
Nipsey Hussle,25503,10297,47652,15884.0,75,1,19,15206,1.2533333333333334,2.476740798290764,0
Njelic,78387,25769,614707,43907.642857142855,22,1,152,52618,7.909090909090909,3.041910823081998,11
Nkosazana_Daughter,35643,35643,35643,35643.0,73,15,0,0,1.0,1.0,3
Noah Cyrus,14775,10168,190271,12684.733333333334,115,1,69,4607,1.6,1.4530881195908734,0
Nomcebo Zikode,83496,14915,1353404,35615.89473684211,4,2,192,68581,49.0,5.598122695273215,3
Nomfundo Moh,91024,22208,2445499,53163.02173913043,17,64,182,68816,11.705882352941176,4.098703170028818,9
Normani,44554,5344,810190,21897.027027027027,23,1,174,39210,8.565217391304348,8.337200598802395,6
Ntokzin,36287,25374,61661,30830.5,81,4,100,10913,2.234567901234568,1.430085914715851,8
Ntosh Gazi,23992,21757,45749,22874.5,177,16,12,2235,1.0677966101694916,1.102725559590017,2
OSKIDO,22343,22144,44487,22243.5,144,11,27,199,1.1875,1.0089866329479769,6
Oasis,6295,2245,52950,4412.5,151,10,48,4050,1.3178807947019868,2.8040089086859687,4
Octavian,22710,17903,138467,19781.0,91,31,71,4807,1.7802197802197801,1.2685024856169358,6
Ofenbach,18333,17426,53649,17883.0,164,6,31,907,1.1890243902439024,1.0520486629174797,6
Offset,14734,2022,433433,8335.25,27,1,170,12712,7.296296296296297,7.286844708209693,7
Oliver Tree,57777,23139,757224,37861.2,37,21,149,34638,5.027027027027027,2.496953195903021,3
Olivia Rodrigo,160377,19509,11687631,42969.231617647056,1,20,198,140868,199.0,8.220667384284177,11
Omah Lay,36051,28226,64277,32138.5,76,1,54,7825,1.7105263157894737,1.2772266704456883,8
OneRepublic,35135,2770,2694911,18585.593103448275,24,2,176,32365,8.333333333333334,12.684115523465705,6
P!nk,26731,2235,1306425,13751.842105263158,24,1,176,24496,8.333333333333334,11.960178970917227,0
PARTYNEXTDOOR,54525,11711,1225183,20765.813559322032,7,1,182,42814,27.0,4.6558790880368885,6
Pabi Cooper,106784,32683,2141593,69083.64516129032,7,7,74,74101,11.571428571428571,3.2672643270201633,1
Panic! At The Disco,26989,2266,1816606,14082.217054263567,12,1,185,24723,16.416666666666668,11.910414827890556,0
Papa Roach,2060,2060,2060,2060.0,196,1,0,0,1.0,1.0,4
Pascal & Pearce,4892,2106,80277,3822.714285714286,76,1,118,2786,2.5526315789473686,2.3228869895536564,4
Passenger,19403,13182,105828,17638.0,187,1,13,6221,1.0695187165775402,1.4719314216355637,6
Paul McCartney,41949,17257,127551,25510.2,30,4,124,24692,5.133333333333334,2.4308396592687025,2
Paul Rosenberg,24301,6069,39754,13251.333333333334,13,1,110,18232,9.461538461538462,4.004119294776734,0
Pedro Cap,6994,6406,19830,6610.0,167,1,23,588,1.1377245508982037,1.09178894786138,7
Perry Como,30397,10577,63357,21119.0,71,2,70,19820,1.9859154929577465,2.8738772808925024,6
Petit Biscuit,2403,2403,2403,2403.0,190,1,0,0,1.0,1.0,4
Pharrell Williams,6317,3531,9848,4924.0,48,1,100,2786,3.0833333333333335,1.789011611441518,4
Pheelz,45420,28634,401232,36475.63636363636,54,1,73,16786,2.3518518518518516,1.5862261646993085,3
Pink Sweat$,23493,19609,84542,21135.5,136,1,41,3884,1.3014705882352942,1.1980723137334897,6
Playboi Carti,34866,2744,506297,20251.88,24,1,171,32122,8.125,12.706268221574344,6
Polo G,94811,7780,3005526,33394.73333333333,3,2,197,87031,66.66666666666667,12.186503856041131,8
Poo Bear,2884,2884,2884,2884.0,141,1,0,0,1.0,1.0,4
Pooh Shiesty,18435,18435,18435,18435.0,200,1,0,0,1.0,1.0,6
Pop Smoke,81418,11308,14574936,30684.075789473685,3,5,197,70110,66.66666666666667,7.2000353731871245,8
Portugal. The Man,7755,1917,282936,5894.5,32,1,160,5838,6.0,4.045383411580595,4
Post Malone,71975,1305,24012627,19910.967661691542,1,1,199,70670,200.0,55.15325670498084,6
Powfu,47391,16839,1881142,29859.396825396827,10,1,190,30552,20.0,2.814359522536968,8
Prince Benza,21121,21102,42223,21111.5,188,1,8,19,1.0425531914893618,1.0009003885887593,6
Prince Kaybee,18484,3336,1410404,11105.543307086615,25,1,175,15148,8.0,5.540767386091127,7
Pusha T,46525,3171,413938,17247.416666666668,36,1,156,43354,5.333333333333333,14.67202775149795,6
Q Twins,40108,40108,40108,40108.0,72,3,0,0,1.0,1.0,3
Q-Mark,170183,28497,2969452,123727.16666666667,1,1,153,141686,154.0,5.971961960908166,5
Quality Control,10835,8036,75618,9452.25,121,15,63,2799,1.5206611570247934,1.3483076157292184,7
Quavo,42481,4616,136965,9131.0,21,23,171,37865,9.142857142857142,9.202989601386482,7
Queen,15091,2134,1134034,9000.269841269841,42,6,158,12957,4.761904761904762,7.071696344892221,7
R. Kelly,2643,2180,14576,2429.3333333333335,154,1,42,463,1.2727272727272727,1.2123853211009175,4
R3HAB,10234,1008,104400,5494.736842105263,59,39,132,9226,3.23728813559322,10.152777777777779,4
ROS,18805,18805,18805,18805.0,192,3,0,0,1.0,1.0,6
ROSALA,21692,12514,112962,16137.42857142857,69,30,101,9178,2.463768115942029,1.7334185712002557,0
Rae Sremmurd,6084,2551,122822,4386.5,35,1,163,3533,5.6571428571428575,2.3849470795766368,4
Rag'n'Bone Man,4086,2316,31975,3552.777777777778,128,17,63,1770,1.4921875,1.7642487046632125,4
RealestK,45181,24682,359134,32648.545454545456,52,14,147,20499,3.826923076923077,1.8305242686978365,8
Red Hot Chili Peppers,3171,3171,3171,3171.0,198,3,0,0,1.0,1.0,4
Reece Madlisa,70043,17887,4468094,44238.55445544554,6,57,162,52156,28.0,3.9158606809414658,11
Regard,30030,10193,2100048,21875.5,22,1,174,19837,8.909090909090908,2.9461395075051504,6
Regi,19811,4537,213637,9710.772727272728,8,1,178,15274,23.25,4.3665417676879,7
Ren,19303,18099,37402,18701.0,180,1,18,1204,1.1,1.0665230123211227,6
Rethabile Khumalo,37221,16723,583374,23334.96,49,1,150,20498,4.061224489795919,2.2257370089098845,2
Riaan Benad,53693,17075,4158518,28483.0,35,38,162,36618,5.628571428571429,3.1445387994143483,8
Rich The Kid,10054,1038,279573,6212.733333333334,16,37,177,9016,12.0625,9.685934489402698,4
Rick Ross,32334,7924,155177,12931.416666666666,11,14,187,24410,18.0,4.080514891468955,0
Ricus Nel,27051,6378,898860,14497.741935483871,88,6,112,20673,2.272727272727273,4.241298212605833,0
Rihanna,25449,2218,214970,14331.333333333334,136,1,61,23231,1.4485294117647058,11.47385031559964,0
Riky Rick,66961,4914,711920,27381.53846153846,21,1,166,62047,8.904761904761905,13.626577126577127,2
Rita Ora,14489,4052,481389,9257.48076923077,34,15,164,10437,5.823529411764706,3.575765054294176,7
Riton,51536,18362,2119112,35917.15254237288,31,15,169,33174,6.451612903225806,2.806665940529354,3
Ritt Momney,38014,16829,772195,27578.39285714286,31,30,157,21185,6.064516129032258,2.258838909026086,2
Rob $tone,3347,1445,17574,2510.5714285714284,51,49,144,1902,3.823529411764706,2.316262975778547,4
Robin Schulz,7738,7124,29373,7343.25,163,5,34,614,1.2085889570552146,1.0861875350926447,7
Robinson,2916,2790,8611,2870.3333333333335,165,44,14,126,1.084848484848485,1.0451612903225806,4
Rod Wave,25909,13797,284445,18963.0,54,1,143,12112,3.6481481481481484,1.8778720011596723,6
Roddy Ricch,96130,11220,4926356,36223.205882352944,1,12,197,84910,198.0,8.567736185383245,3
Rudimental,14668,3594,660917,8473.294871794871,9,3,181,11074,21.11111111111111,4.08124652198108,7
Russ,13454,5143,124011,9539.307692307691,117,2,79,8311,1.6752136752136753,2.6159828893641843,7
Russ Millions,23485,18757,107657,21531.4,115,5,85,4728,1.7391304347826086,1.252065895399051,6
Ruth B.,42494,23606,657405,34600.26315789474,56,6,124,18888,3.2142857142857144,1.8001355587562484,3
S'Villa,49096,26691,375810,37581.0,44,68,104,22405,3.3636363636363638,1.8394215278558315,3
SAINt JHN,81065,12310,4464636,39510.05309734513,3,1,190,68755,64.33333333333333,6.585296506904955,3
SALES,28137,27626,55763,27881.5,148,23,17,511,1.114864864864865,1.0184970679794396,2
SHAED,35792,5822,791478,20828.36842105263,15,3,159,29970,11.6,6.147715561662659,6
SHELOVESKAMO,26017,18857,112017,22403.4,91,29,99,7160,2.087912087912088,1.3796998462109562,6
SZA,88320,9863,2832454,32935.51162790698,13,38,184,78457,15.153846153846153,8.954679103720977,8
Sabrina Carpenter,26513,2440,129369,11760.818181818182,85,4,113,24073,2.3294117647058825,10.865983606557377,0
Salatiel,9447,9447,9447,9447.0,145,7,0,0,1.0,1.0,7
Sam Deep,49794,24341,288619,41231.28571428572,51,1,128,25453,3.5098039215686274,2.04568423647344,11
Sam Feldt,23885,8749,1357894,16165.404761904761,66,1,129,15136,2.9545454545454546,2.730026288718711,0
Sam Fischer,22731,11851,568529,17228.151515151516,130,13,68,10880,1.523076923076923,1.9180659859927431,6
Sam Smith,48752,1106,6418571,17879.027855153203,5,9,195,47646,40.0,44.079566003616634,6
Samthing Soweto,52292,9498,1569477,21798.291666666668,7,2,192,42794,28.428571428571427,5.505580122130975,6
Saweetie,41564,15015,1135238,28380.95,36,2,162,26549,5.5,2.768165168165168,8
Sayfar,22315,22315,22315,22315.0,133,4,0,0,1.0,1.0,6
ScHoolboy Q,17137,7204,200793,9561.57142857143,38,6,154,9933,5.052631578947368,2.3788173237090504,7
Sdala B,36017,22812,347552,26734.76923076923,105,2,88,13205,1.838095238095238,1.5788620024548483,2
Sean Paul,4654,1118,28107,3513.375,57,5,140,3536,3.456140350877193,4.162790697674419,4
Seeb,6651,2671,23443,3907.1666666666665,176,52,24,3980,1.1363636363636365,2.490078622238862,4
Selena Gomez,80327,3300,4084784,15414.279245283018,2,31,198,77027,100.0,24.34151515151515,0
Semi Tee,69905,11473,1810755,36215.1,11,1,187,58432,18.0,6.0930009587727705,3
Senior Oat,80246,25147,412584,51573.0,19,20,173,55099,10.105263157894736,3.1910764703543166,9
Sha Sha,50436,9758,1779715,21703.841463414636,9,6,189,40678,22.0,5.168682106989137,6
Shado M,7800,6205,14005,7002.5,153,5,4,1595,1.026143790849673,1.257050765511684,7
Shakin' Stevens,40223,9046,64914,21638.0,84,1,54,31177,1.6428571428571428,4.446495688702189,6
Shane Eagle,29927,9430,77250,19312.5,106,1,91,20497,1.8584905660377358,3.173594909862142,6
Shawn Mendes,68793,2150,8624703,18428.852564102563,1,29,199,66643,200.0,31.996744186046513,6
Sheck Wes,24320,4237,626478,14238.136363636364,7,53,177,20083,26.285714285714285,5.739910313901345,0
Shekhinah,38585,1174,387755,9942.435897435897,50,15,149,37411,3.98,32.86626916524702,7
Sho Madjozi,22920,6291,267875,14098.684210526315,40,5,160,16629,5.0,3.643299952312828,0
Shouse,22292,22292,22292,22292.0,160,5,0,0,1.0,1.0,6
SiR,12638,8688,82170,10271.25,88,1,107,3950,2.215909090909091,1.4546500920810312,7
Sia,54782,2361,673661,8527.354430379746,26,1,171,52421,7.576923076923077,23.20288013553579,7
Sigala,23839,2692,669226,16730.65,103,4,95,21147,1.9223300970873787,8.855497771173848,0
Silk City,14481,6337,325044,9286.971428571429,38,2,160,8144,5.2105263157894735,2.2851507022250277,7
Simmy,16935,6900,86247,9583.0,123,2,76,10035,1.6178861788617886,2.4543478260869565,7
Sir Trill,40236,25824,226324,32332.0,70,1,72,14412,2.0285714285714285,1.558085501858736,8
Sista Prod,14050,14050,14050,14050.0,195,1,0,0,1.0,1.0,0
Sithelo,16129,9874,87218,12459.714285714286,124,2,73,6255,1.5887096774193548,1.6334818715819324,0
Sjava,39471,4433,257684,13562.315789473685,39,2,155,35038,4.9743589743589745,8.90390254906384,0
Ski Mask The Slump God,8475,5418,73135,7313.5,125,1,75,3057,1.6,1.5642303433001108,7
Skrillex,25734,23579,49313,24656.5,139,2,7,2155,1.0503597122302157,1.0913948852792739,2
Skylar Grey,41470,25298,126803,31700.75,62,1,86,16172,2.3870967741935485,1.6392600205549845,8
Slade,48369,24846,257814,36830.57142857143,50,1,137,23523,3.74,1.946751992272398,3
Sleepy Hallow,74508,11870,2065452,38249.11111111111,14,1,186,62638,14.285714285714286,6.277000842459983,3
Slipknot,7855,7855,7855,7855.0,174,1,0,0,1.0,1.0,7
Smash Mouth,4112,2242,31681,3168.1,156,1,42,1870,1.2692307692307692,1.8340767172167707,4
Smiley,42662,28793,226961,32423.0,44,2,87,13869,2.977272727272727,1.4816795748966762,8
Smokepurpp,5098,2103,35349,3927.6666666666665,122,1,67,2995,1.5491803278688525,2.42415596766524,4
Snoh Aalegra,24847,9067,108148,15449.714285714286,79,1,120,15780,2.518987341772152,2.7403771920149995,0
Snotkop,11930,3919,87630,7966.363636363636,146,1,54,8011,1.36986301369863,3.044143914263843,7
Soa Mattrix,95099,17127,3964069,39640.69,1,1,193,77972,194.0,5.552577801132714,3
Social House,7761,4487,45248,6464.0,74,1,115,3274,2.554054054054054,1.7296634722531758,4
Sofa Reyes,7757,2622,20249,5062.25,146,1,46,5135,1.3150684931506849,2.958428680396644,4
Sofi Tukker,17964,11577,157323,14302.09090909091,94,40,104,6387,2.106382978723404,1.5516973309147448,0
Solange,14576,7253,67408,9629.714285714286,53,3,143,7323,3.69811320754717,2.009651178822556,7
Sonder,21084,18566,39650,19825.0,154,1,32,2518,1.2077922077922079,1.1356242593989012,6
Southside,28283,25168,53451,26725.5,143,2,52,3115,1.3636363636363635,1.123768277177368,2
Soweto's Finest,12759,11517,36297,12099.0,165,3,30,1242,1.1818181818181819,1.1078405834852827,0
Spoegwolf,14803,7891,96296,12037.0,124,1,76,6912,1.6129032258064515,1.875934609048283,0
SpotemGottem,23213,18149,120252,20042.0,109,3,86,5064,1.7889908256880733,1.2790236376659871,6
StarBoi3,41435,21579,397252,30557.846153846152,51,28,118,19856,3.3137254901960786,1.9201538532832847,8
Starley,6033,2226,74490,3920.5263157894738,86,1,114,3807,2.3255813953488373,2.710242587601078,4
StaySolidRocky,47721,17573,1165101,29127.525,8,1,192,30148,25.0,2.7155864109713765,8
Steve Aoki,9513,4392,50747,7249.571428571428,88,1,90,5121,2.022727272727273,2.165983606557377,7
Steve Hofmeyr,14880,14880,14880,14880.0,192,1,0,0,1.0,1.0,0
Steve Lacy,21744,20073,63271,21090.333333333332,181,2,15,1671,1.0828729281767955,1.0832461515468539,6
Stevie Wonder,8677,8677,8677,8677.0,134,2,0,0,1.0,1.0,7
Stillaround,23329,8069,284201,13533.380952380952,27,4,151,15260,6.592592592592593,2.891188499194448,0
Stormzy,31037,7411,420149,16159.576923076924,22,4,169,23626,8.681818181818182,4.187963837538794,0
Stray Kids,28318,28318,28318,28318.0,150,8,0,0,1.0,1.0,8
Sueco,23872,23872,23872,23872.0,136,3,0,0,1.0,1.0,2
Summer Walker,78586,7358,3530947,18781.632978723403,21,18,179,71228,9.523809523809524,10.680347920630606,6
Sun-El Musician,33989,2426,2074983,14716.191489361701,27,1,170,31563,7.296296296296297,14.01030502885408,0
Surf Curse,24252,21977,229375,22937.5,132,1,68,2275,1.5151515151515151,1.1035173135550802,2
Surf Mesa,30254,15172,880925,22587.82051282051,36,3,164,15082,5.555555555555555,1.99406802003691,2
Surfaces,40766,12576,1168450,25401.08695652174,17,16,180,28190,11.588235294117647,3.2415712468193383,2
Swae Lee,14163,9883,84914,12130.57142857143,74,6,109,4280,2.472972972972973,1.4330668825255488,0
Swedish House Mafia,87142,25475,1390039,44839.967741935485,15,5,172,61667,12.466666666666667,3.420686947988224,11
Synth Peter,18119,14113,95525,15920.833333333334,132,8,62,4006,1.4696969696969697,1.2838517678735917,0
TDK Macassette,22414,22414,22414,22414.0,199,18,0,0,1.0,1.0,6
TEEKS,44576,26093,212369,35394.833333333336,38,9,97,18483,3.5526315789473686,1.708350898708466,3
THE ANXIETY,53827,23966,1041478,38573.25925925926,38,1,162,29861,5.2631578947368425,2.245973462405074,3
THE SCOTTS,119787,15773,1412785,34458.170731707316,1,12,189,104014,190.0,7.59443352564509,3
TNS,22478,10469,164519,14956.272727272728,70,1,112,12009,2.6,2.1471009647530805,0
TOKYOS REVENGE,11900,11878,23778,11889.0,180,2,5,22,1.0277777777777777,1.0018521636639164,0
TOOL,8624,8624,8624,8624.0,196,1,0,0,1.0,1.0,7
TOTO,27738,2802,1186586,9726.11475409836,81,18,119,24936,2.4691358024691357,9.899357601713062,7
Tai Verdes,23646,22258,183570,22946.25,162,68,38,1388,1.2345679012345678,1.062359601042322,2
Takeoff,8967,5530,35305,7061.0,97,15,91,3437,1.9381443298969072,1.6215189873417721,7
Tate McRae,52261,15273,4250872,35423.933333333334,14,1,180,36988,13.857142857142858,3.4217900870817783,3
Taylor Swift,66744,3928,5696164,19374.7074829932,3,1,197,62816,66.66666666666667,16.991853360488797,6
Tee Jay,50041,24969,570986,35686.625,29,139,144,25072,5.9655172413793105,2.0041251151427772,3
Tekno,11978,11978,11978,11978.0,106,17,0,0,1.0,1.0,0
Tellaman,14658,6169,259879,10828.291666666666,75,10,125,8489,2.6666666666666665,2.376073917976982,7
Tems,32603,22682,214854,26856.75,111,1,89,9921,1.8018018018018018,1.4373952914205097,2
Tevin Campbell,24499,23407,72363,24121.0,175,1,24,1092,1.1371428571428572,1.04665271072756,2
Teyana Taylor,12577,3142,15719,7859.5,170,1,30,9435,1.1764705882352942,4.002864417568428,7
ThackzinDJ,88513,22786,1274495,53103.958333333336,16,3,131,65727,9.1875,3.884534363205477,9
The 1975,3952,3527,7479,3739.5,163,1,35,425,1.2147239263803682,1.120499007655231,4
The Carters,10841,3412,92535,7118.076923076923,31,3,165,7429,6.32258064516129,3.1773153575615476,7
The Chainsmokers,35347,1106,8653964,13890.79293739968,11,9,189,34241,18.181818181818183,31.959312839059674,0
The Game,95682,27058,388497,43166.333333333336,15,4,136,68624,10.066666666666666,3.53618153595979,11
The Goo Goo Dolls,6383,6383,6383,6383.0,189,35,0,0,1.0,1.0,4
The Jackson 5,32133,8897,72113,18028.25,125,51,32,23236,1.256,3.611666853995729,6
The Kid LAROI,183586,14493,9023059,54685.20606060606,1,22,198,169093,199.0,12.667218657282826,9
The Killers,6439,2577,98321,4469.136363636364,152,1,45,3862,1.2960526315789473,2.4986418315871166,4
The Lowkeys,22675,19051,41726,20863.0,130,1,60,3624,1.4615384615384615,1.1902262348433152,6
The Lumineers,10092,4186,14278,7139.0,191,12,6,5906,1.031413612565445,2.410893454371715,7
The Neighbourhood,31476,18661,2104619,24760.223529411764,93,17,106,12815,2.139784946236559,1.686726327635175,2
The Pogues,6651,6651,6651,6651.0,187,2,0,0,1.0,1.0,7
The Police,23724,2156,214102,7382.827586206897,140,1,58,21568,1.4142857142857144,11.003710575139147,7
The Ronettes,50881,14863,152214,30442.8,47,2,59,36018,2.25531914893617,3.4233331090627734,8
The Walters,23381,23349,46730,23365.0,179,2,21,32,1.1173184357541899,1.0013705083729496,2
The Weeknd,102354,2125,18260926,36448.95409181637,1,35,199,100229,200.0,48.16658823529412,3
The White Stripes,4902,1234,108091,3603.0333333333333,69,6,130,3668,2.8840579710144927,3.972447325769854,4
Theuns Jordaan,26921,26921,26921,26921.0,157,32,0,0,1.0,1.0,2
TiMO ODV,8850,2743,34879,4359.875,62,11,122,6107,2.967741935483871,3.2263944586219466,4
Tion Wayne,87036,21341,790669,46509.94117647059,7,6,177,65695,26.285714285714285,4.0783468441029,11
Tisto,86056,4668,7430604,37528.30303030303,2,1,197,81388,99.5,18.435304198800342,3
Tiwa Savage,10684,10684,10684,10684.0,120,1,0,0,1.0,1.0,7
Tom Odell,32661,29292,310258,31025.8,83,1,57,3369,1.6867469879518073,1.1150143383859075,8
Tom Walker,10319,7224,77262,8584.666666666666,97,7,102,3095,2.051546391752577,1.4284330011074198,7
Tones And I,105929,10582,6537684,36936.06779661017,1,16,195,95347,196.0,10.01030051030051,3
Tony Bennett,14513,11570,26083,13041.5,79,8,81,2943,2.0253164556962027,1.2543647363872084,0
Topic,61259,12376,2753616,36231.78947368421,9,14,186,48883,21.666666666666668,4.949822236586942,3
Toploader,2419,2419,2419,2419.0,188,12,0,0,1.0,1.0,4
Tory Lanez,19255,4914,395188,12349.625,66,30,134,14341,3.0303030303030303,3.9183964183964184,0
Train,9942,6281,137456,8085.64705882353,155,28,44,3661,1.2838709677419355,1.5828689699092502,7
Travis Scott,106111,2373,10819736,21382.877470355732,1,31,199,103738,200.0,44.715971344289926,6
Trevor Daniel,53703,13646,2618487,32327.0,5,12,194,40057,39.8,3.935438956470761,8
Trinidad Cardona,25316,19883,93006,23251.5,121,11,55,5433,1.4545454545454546,1.2732485037469194,2
Trippie Redd,60108,4431,741190,23162.1875,22,1,168,55677,8.636363636363637,13.565335138794854,2
Troye Sivan,7331,2986,48766,4433.272727272727,54,6,140,4345,3.5925925925925926,2.4551239115874077,4
Tshego,15259,9425,24684,12342.0,62,1,99,5834,2.596774193548387,1.6189920424403184,0
TuksinSA,62047,26670,410249,37295.36363636364,28,9,119,35377,5.25,2.3264716910386203,3
Tumisho,49414,23419,399805,36345.90909090909,34,1,143,25995,5.205882352941177,2.1099961569665657,3
Twenty One Pilots,25491,3784,321489,9455.558823529413,46,5,153,21707,4.326086956521739,6.736522198731501,7
Ty Dolla $ign,35925,2562,385771,14287.814814814816,38,1,155,33363,5.078947368421052,14.02224824355972,0
Tyga,35958,2982,1333018,12342.75925925926,6,1,193,32976,33.166666666666664,12.058350100603622,0
Tyla,37797,18536,466587,27446.29411764706,37,1,162,19261,5.378378378378378,2.039113077255071,2
Tyla Yaweh,19105,13615,51774,17258.0,78,5,91,5490,2.1666666666666665,1.4032317297098789,6
Tyler,59651,2545,1162050,21128.18181818182,4,1,196,57106,50.0,23.438506876227898,6
Tyler ICU,61577,17506,1006826,30509.878787878788,13,44,187,44071,15.384615384615385,3.5174797212384323,8
U2,19920,19920,19920,19920.0,159,2,0,0,1.0,1.0,6
UNLIMITED SOUL,55346,23357,835108,37959.454545454544,45,1,151,31989,4.355555555555555,2.3695680095902727,3
Uncle Waffles,151742,26706,1239702,103308.5,1,1,134,125036,135.0,5.681944132404703,10
Vance Joy,10383,2334,127222,5088.88,147,3,53,8049,1.3605442176870748,4.448586118251928,4
Vedo,25302,16863,240709,20059.083333333332,75,3,114,8439,2.52,1.5004447607187332,6
Venom,165153,44345,1313841,87589.4,2,1,68,120808,35.0,3.724275566580223,10
Vetkuk,29555,17562,194183,24272.875,80,6,111,11993,2.3875,1.6828948866871656,2
Vhudie,24210,24210,24210,24210.0,88,6,0,0,1.0,1.0,2
Vigiland,3166,3166,3166,3166.0,197,2,0,0,1.0,1.0,4
Vigro Deep,62425,11364,542146,27107.3,31,35,166,51061,6.354838709677419,5.493224216825062,2
Villosoul,54074,28167,509154,42429.5,35,5,113,25907,4.228571428571429,1.9197642631448149,11
Vusi Nova,14939,6835,35599,8899.75,112,54,42,8104,1.375,2.1856620336503294,7
Vusinator,18094,9493,105417,11713.0,110,2,89,8601,1.809090909090909,1.906036026545876,0
WALK THE MOON,10998,3465,57228,5202.545454545455,157,1,37,7533,1.2356687898089171,3.174025974025974,4
WATTS,17948,17948,17948,17948.0,179,1,0,0,1.0,1.0,6
WILLOW,51088,19455,648180,36010.0,39,1,149,31633,4.82051282051282,2.625957337445387,3
Wale,14223,4473,71542,10220.285714285714,99,8,99,9750,2.0,3.1797451374916164,7
Wallows,13734,13734,13734,13734.0,185,1,0,0,1.0,1.0,0
Wanitwa Mos,179808,32781,2860492,114419.68,1,1,101,147027,102.0,5.485128580580215,5
Wham!,89606,6586,483679,32245.266666666666,5,6,191,83020,39.2,13.605526875189797,8
Whitney Houston,24750,2082,88459,9828.777777777777,126,1,74,22668,1.5873015873015872,11.887608069164266,7
WhoHeem,16018,14293,45657,15219.0,165,1,28,1725,1.1696969696969697,1.1206884488910656,0
Why Don't We,13422,5616,298632,9049.454545454546,79,41,121,7806,2.5316455696202533,2.389957264957265,7
Will Linley,71157,26485,713523,35676.15,25,42,147,44672,6.88,2.6866905795733436,3
William Last KRM,30406,30406,30406,30406.0,120,2,0,0,1.0,1.0,8
Wiz Khalifa,5398,3485,49563,4505.727272727273,86,51,107,1913,2.244186046511628,1.5489239598278335,4
WizKid,39616,16097,1428815,24634.741379310344,51,23,148,23519,3.9019607843137254,2.4610797042927253,2
XXXTENTACION,35782,2041,10123799,14319.376237623763,1,4,199,33741,200.0,17.531602155805977,0
Y2K,33444,11326,1011533,19085.528301886792,15,38,169,22118,12.266666666666667,2.952851845311672,6
YBN Nahmir,2151,2151,2151,2151.0,187,3,0,0,1.0,1.0,4
YG,18672,3505,282317,9735.068965517241,35,21,162,15167,5.628571428571429,5.327246790299572,7
YNW Melly,27375,7127,1027088,13694.506666666666,34,23,160,20248,5.705882352941177,3.8410270801178616,0
YUNGBLUD,16680,7006,83474,10434.25,42,1,148,9674,4.523809523809524,2.3808164430488152,7
Yanga Chief,26326,14019,40345,20172.5,104,5,62,12307,1.5961538461538463,1.877880019972894,6
Years & Years,6941,3426,83794,4929.058823529412,54,15,146,3515,3.7037037037037037,2.025977816695855,4
Yeat,27896,22978,77722,25907.333333333332,157,1,18,4918,1.1146496815286624,1.2140308120811212,2
Young Stoner Life,70114,18714,1075905,29886.25,13,37,180,51400,14.846153846153847,3.7466068184247088,8
Young Stunna,235969,22453,6253539,78169.2375,1,2,198,213516,199.0,10.509464214136196,1
Young T & Bugsey,15262,11654,91871,13124.42857142857,113,1,71,3608,1.6283185840707965,1.30959327269607,0
Young Thug,55792,4268,2128540,18192.649572649574,4,3,196,51524,50.0,13.072164948453608,6
Yung Lean,37939,27375,164838,32967.6,69,34,85,10564,2.2318840579710146,1.3858995433789953,8
ZAYN,25961,2800,305418,6362.875,25,3,174,23161,7.96,9.271785714285715,4
Zac Efron,6359,6359,6359,6359.0,197,20,0,0,1.0,1.0,4
Zahara,21445,21445,21445,21445.0,175,16,0,0,1.0,1.0,6
Zain SA,29212,17085,492326,21405.478260869564,70,2,127,12127,2.8142857142857145,1.7098039215686274,6
