main_artist,Max Streams per Song,Min Streams per Song,Total Streams per Song,Mean Streams per Song,Min Position per Song,Artist Song Count,MaxMin Difference Position,MaxMin Difference Streams,MaxMin Ratio Position,MaxMin Ratio Streams,Labels
Fifth Harmony,6104,4897,34013,5668.833333333333,161,1,38,1207,1.236024844720497,1.2464774351643864,4
Fireboy DML,39710,27927,734335,33378.86363636364,62,2,51,11783,1.8225806451612903,1.4219214380348766,8
Fivio Foreign,46662,23665,255747,31968.375,52,1,147,22997,3.826923076923077,1.9717726600464822,8
Fleetwood Mac,30971,16889,450544,22527.2,46,46,154,14082,4.3478260869565215,1.8337971460714075,2
Flipp Dinero,12018,4124,186543,8110.565217391304,69,16,128,7894,2.8550724637681157,2.9141610087293888,7
Florence + The Machine,3466,2766,9244,3081.3333333333335,128,1,67,700,1.5234375,1.2530730296456978,4
Focalistic,85410,11880,2672861,32595.865853658535,7,1,188,73530,27.857142857142858,7.1893939393939394,8
Fort Minor,3238,1595,17457,2493.8571428571427,44,1,146,1643,4.318181818181818,2.0300940438871473,4
Foster The People,2588,2322,7407,2469.0,154,1,5,266,1.0324675324675325,1.1145564168819984,4
Foushe,28508,20211,316912,24377.846153846152,51,1,98,8297,2.9215686274509802,1.4105190242937014,2
Francois van Coke,14785,8673,90703,11337.875,97,2,103,6112,2.0618556701030926,1.7047157846189323,7
Frank Casino,5241,5241,5241,5241.0,200,1,0,0,1.0,1.0,4
Frank Ocean,35128,10372,440229,25895.823529411766,86,62,114,24756,2.3255813953488373,3.3868106440416508,2
Frank Sinatra,45576,12886,161524,26920.666666666668,40,2,151,32690,4.775,3.536861710383362,2
French Montana,17582,2495,519586,7755.014925373134,36,1,163,15087,5.527777777777778,7.046893787575151,7
Frenzyoffixial,29765,23258,134890,26978.0,105,4,67,6507,1.638095238095238,1.2797747011780893,2
Future,142828,1291,5166876,33121.0,2,68,197,141537,99.5,110.63361735089079,8
G Herbo,11159,11159,11159,11159.0,174,6,0,0,1.0,1.0,7
G-Eazy,19650,1428,320234,6671.541666666667,45,4,154,18222,4.4222222222222225,13.760504201680673,7
GASHI,4461,4461,4461,4461.0,182,11,0,0,1.0,1.0,4
GAYLE,85974,35196,1700791,60742.53571428572,17,6,84,50778,5.9411764705882355,2.4427207637231505,1
Gaba Cannal,48397,19194,299822,29982.2,64,18,136,29203,3.125,2.5214650411586956,8
Gabry Ponte,34763,21821,752966,28960.23076923077,83,18,113,12942,2.36144578313253,1.59309839145777,8
Galantis,34899,6658,1337419,19667.926470588234,66,4,133,28241,3.015151515151515,5.241664163412437,6
Gaullin,11401,7770,104182,9471.09090909091,78,2,87,3631,2.1153846153846154,1.4673101673101674,7
Geato,25091,22563,71138,23712.666666666668,107,24,42,2528,1.3925233644859814,1.112041838408013,2
Gee Six Five,15603,15603,15603,15603.0,200,13,0,0,1.0,1.0,0
Gemini Major,8109,8109,8109,8109.0,153,3,0,0,1.0,1.0,7
George Ezra,22887,2350,1023641,11126.532608695652,8,28,190,20537,24.75,9.739148936170213,7
Gesaffelstein,19418,7393,78614,13102.333333333334,25,113,155,12025,7.2,2.6265386176112537,0
Giveon,87642,11717,5734473,31682.17127071823,3,10,197,75925,66.66666666666667,7.479900998549117,8
Glass Animals,113768,17995,5273344,72237.5890410959,5,2,132,95773,27.4,6.322200611280912,1
Gnarls Barkley,4298,4298,4298,4298.0,184,1,0,0,1.0,1.0,4
Gobi Beast,22852,22852,22852,22852.0,185,6,0,0,1.0,1.0,2
GoldFish,9217,3106,156093,5781.222222222223,35,28,159,6111,5.542857142857143,2.9674822923374116,4
Goya Menor,80466,27499,826171,51635.6875,18,1,154,52967,9.555555555555555,2.9261427688279573,9
Gryffin,6520,4505,43854,5481.75,84,61,114,2015,2.357142857142857,1.4472807991120977,4
Gucci Mane,14987,6863,368319,10523.4,25,1,163,8124,7.52,2.1837388896983825,7
Gunna,93487,7802,2743562,33054.96385542169,13,1,183,85685,15.076923076923077,11.982440399897461,8
Gwen Stefani,26022,7950,33972,16986.0,149,2,44,18072,1.2953020134228188,3.2732075471698114,6
Gyakie,18997,18288,37285,18642.5,197,2,1,709,1.0050761421319796,1.0387685914260718,6
H.E.R.,39169,4162,864343,20579.595238095237,53,37,147,35007,3.7735849056603774,9.411100432484382,6
HVME,42801,18983,830266,28629.862068965518,26,39,169,23818,7.5,2.2547015750935047,8
Hailee Steinfeld,11751,1173,758875,6431.14406779661,47,1,153,10578,4.25531914893617,10.017902813299234,4
Halsey,42502,8251,4520467,21222.849765258215,2,1,195,34251,98.5,5.151133195976246,6
Harry Styles,164980,11050,9766180,31605.760517799354,1,21,198,153930,199.0,14.930316742081448,8
Headie One,35380,16230,147053,24508.833333333332,34,10,110,19150,4.235294117647059,2.1799137399876773,2
Heavy-K,2131,2131,2131,2131.0,192,44,0,0,1.0,1.0,4
Hillsong Worship,2279,2279,2279,2279.0,200,4,0,0,1.0,1.0,4
Holly Rey,6865,5438,30251,6050.2,160,2,29,1427,1.18125,1.2624126517101875,4
Hozier,19154,3369,275478,11019.12,149,22,50,15785,1.3355704697986577,5.6853665776194715,7
ILuvJupiter,9841,9814,19655,9827.5,166,1,1,27,1.0060240963855422,1.0027511717953943,7
INNOVATIVE DJz,21646,21646,21646,21646.0,199,11,0,0,1.0,1.0,6
Imagine Dragons,80418,1252,5767817,14241.523456790124,18,14,182,79166,11.11111111111111,64.23162939297124,0
Intaba Yase Dubai,22754,18667,229782,20889.272727272728,140,24,57,4087,1.4071428571428573,1.2189425188835914,6
Internet Money,95978,14622,4621698,42015.43636363636,1,7,198,81356,199.0,6.563944740801532,11
Irene-Louise Van Wyk,40256,21927,1330214,31671.761904761905,65,4,132,18329,3.0307692307692307,1.8359100652163998,8
Isaiah Rashad,32999,21283,238003,26444.777777777777,79,2,113,11716,2.430379746835443,1.5504863036226095,2
Iyanya,28555,28555,28555,28555.0,130,6,0,0,1.0,1.0,8
J Balvin,13248,13248,13248,13248.0,197,12,0,0,1.0,1.0,0
J. Cole,191263,2344,9572252,26663.654596100278,1,8,199,188919,200.0,81.59684300341297,2
JACKBOYS,23735,11144,661300,15379.06976744186,51,1,148,12591,3.9019607843137254,2.129845656855707,0
JP Saxe,29054,11583,2653909,23695.616071428572,37,9,160,17471,5.324324324324325,2.5083311749978416,2
Jack Harlow,156584,13801,5694240,34720.9756097561,2,24,198,142783,100.0,11.345844504021448,3
Jacquees,15785,15785,15785,15785.0,158,1,0,0,1.0,1.0,0
Jaden,14442,4155,130933,7274.055555555556,47,9,145,10287,4.085106382978723,3.475812274368231,7
Jake Paul,16773,16773,16773,16773.0,135,1,0,0,1.0,1.0,0
James Arthur,31561,2339,4499329,16301.916666666666,64,1,136,29222,3.125,13.493373236425823,0
James Bay,8451,6981,22998,7666.0,127,1,57,1470,1.4488188976377954,1.2105715513536743,7
James Blake,12724,7912,28973,9657.666666666666,62,3,82,4812,2.3225806451612905,1.6081900910010112,7
Jason Derulo,42519,3462,2544481,27360.010752688173,26,1,168,39057,7.461538461538462,12.28162911611785,2
Jason Isbell and the 400 Unit,2236,2236,2236,2236.0,165,13,0,0,1.0,1.0,4
Jason Mraz,8508,2221,387542,5962.184615384615,79,15,116,6287,2.4683544303797467,3.830706888788834,4
Jawsh 685,67126,15280,2263609,39712.43859649123,3,1,158,51846,53.666666666666664,4.393062827225131,3
Jax Jones,9957,1249,67795,4842.5,46,1,146,8708,4.173913043478261,7.971977582065652,4
Jay,25492,23466,73315,24438.333333333332,169,1,27,2026,1.1597633136094674,1.0863376800477287,2
Jay Electronica,12283,12283,12283,12283.0,182,1,0,0,1.0,1.0,0
Jay Rock,7095,2298,83861,4658.944444444444,24,49,167,4797,7.958333333333333,3.087467362924282,4
Jaymes Young,48700,26037,991475,39659.0,42,10,139,22663,4.309523809523809,1.8704151783999692,3
JazziDisciples,17875,10029,200237,12514.8125,112,1,81,7846,1.7232142857142858,1.7823312394057234,0
Jeremy Loops,14050,1290,107120,4284.8,32,1,164,12760,6.125,10.891472868217054,4
Jeremy Zucker,6579,6579,6579,6579.0,198,1,0,0,1.0,1.0,7
Jess Glynne,10573,3254,421890,7273.9655172413795,35,4,165,7319,5.714285714285714,3.2492317148125385,7
Jessica Darrow,25832,24396,76011,25337.0,156,1,9,1436,1.0576923076923077,1.058862108542384,2
Jessie J,4025,4025,4025,4025.0,193,1,0,0,1.0,1.0,4
Jessie Reyez,8276,8276,8276,8276.0,154,1,0,0,1.0,1.0,7
Jhen Aiko,35763,9424,762483,16575.717391304348,21,3,170,26339,9.095238095238095,3.7948853989813243,0
Jnr Choi,36861,23932,367330,30610.833333333332,76,1,112,12929,2.473684210526316,1.5402390105298345,8
Jobe London,38257,9429,534663,19095.10714285714,23,1,164,28828,8.130434782608695,4.057376179870612,6
Joeboy,23425,23425,23425,23425.0,175,1,0,0,1.0,1.0,2
Joel Corry,68504,12904,5983582,38356.294871794875,5,1,195,55600,40.0,5.30874147551147,3
Joey Bada$$,13058,13058,13058,13058.0,197,5,0,0,1.0,1.0,0
Joey Fatts,20830,20830,20830,20830.0,149,1,0,0,1.0,1.0,6
John Legend,33706,2300,2634663,18045.63698630137,92,1,108,31406,2.1739130434782608,14.654782608695653,6
John Lennon,40997,15591,101316,25329.0,41,1,93,25406,3.268292682926829,2.629529856968764,2
John Mayer,5139,3545,35004,4375.5,95,2,83,1594,1.8736842105263158,1.4496473906911143,4
Johnny Clegg & Savuka,7908,7908,7908,7908.0,195,1,0,0,1.0,1.0,7
Joji,25575,2792,204103,12006.058823529413,42,1,152,22783,4.619047619047619,9.160100286532952,0
Jon Bellion,5821,5250,33332,5555.333333333333,185,7,14,571,1.0756756756756756,1.1087619047619048,4
Jonas Blue,23017,3119,1569692,12359.779527559054,4,1,195,19898,49.75,7.379608848990061,0
Jonas Brothers,37622,6745,3393066,17764.74345549738,5,1,195,30877,40.0,5.577761304670126,6
Jorja Smith,53041,3391,360235,12865.535714285714,25,1,172,49650,7.88,15.641698613978178,0
Jos Feliciano,50455,11185,148630,29726.0,44,1,64,39270,2.4545454545454546,4.510952168082253,8
Josiah De Disciple,39466,19941,252756,25275.6,53,1,146,19525,3.7547169811320753,1.9791384584524347,2
Journey,32296,2622,3101405,15128.80487804878,73,1,126,29674,2.7260273972602738,12.317315026697178,0
Joyner Lucas,56297,5618,619660,19989.032258064515,38,1,154,50679,5.052631578947368,10.020825916696333,6
Jub Jub,60602,15785,206047,29435.285714285714,8,6,186,44817,24.25,3.8392144440924927,8
Juice WRLD,75299,2851,19735844,23164.136150234743,2,39,198,72448,100.0,26.411434584356368,2
Julia Michaels,9170,1794,200205,4655.930232558139,36,1,158,7376,5.388888888888889,5.111482720178373,4
Juluka,9863,9627,19490,9745.0,140,1,53,236,1.3785714285714286,1.0245143866209618,7
Jung Kook,30100,30100,30100,30100.0,123,1,0,0,1.0,1.0,8
Junior De Rocka,58285,20042,897303,39013.17391304348,20,6,180,38243,10.0,2.908142899910189,3
Justin Bieber,122250,4036,14467064,37674.645833333336,1,1,196,118214,197.0,30.289890981169474,3
Justin Timberlake,5875,1367,61202,4371.571428571428,54,5,122,4508,3.259259259259259,4.2977322604242865,4
K CAMP,13327,11133,49684,12421.0,148,1,52,2194,1.3513513513513513,1.1970717686158268,0
K.O,9349,4055,13404,6702.0,127,1,34,5294,1.2677165354330708,2.305548705302096,7
KALEO,1192,1192,1192,1192.0,72,1,0,0,1.0,1.0,4
KAROL G,12126,9976,57706,11541.2,175,1,22,2150,1.1257142857142857,1.2155172413793103,0
KDDO,12427,12427,12427,12427.0,191,1,0,0,1.0,1.0,0
KIDS SEE GHOSTS,18171,3299,145352,7650.105263157895,5,3,193,14872,39.6,5.508032737193089,7
KSI,54991,12377,1255746,24622.470588235294,20,24,178,42614,9.9,4.442999111254747,2
KYLE,9875,2154,121750,6407.894736842105,29,4,171,7721,6.896551724137931,4.584493964716806,4
Kabza De Small,269570,6443,16048147,39141.821951219514,1,7,198,263127,199.0,41.83920533912774,3
Kali Uchis,41379,18752,497092,29240.70588235294,39,6,160,22627,5.102564102564102,2.2066446245733786,8
Kamo Mphela,81342,19834,845995,36782.391304347824,20,2,177,61508,9.85,4.101139457497227,3
Kane Brown,20708,14959,361910,18095.5,105,2,85,5749,1.8095238095238095,1.3843171334982285,6
Kanye West,177781,1263,9023827,33298.25461254612,1,1,199,176518,200.0,140.76088677751386,8
Kari Jobe,11632,10610,22242,11121.0,169,13,28,1022,1.165680473372781,1.0963242224316683,7
Karyendasoul,38986,23568,492956,28997.41176470588,64,72,131,15418,3.046875,1.6541921249151392,8
Katy Perry,29089,10999,1564063,19073.939024390245,11,10,189,18090,18.181818181818183,2.6446949722702064,6
KayGee DaKing,22250,7525,482977,13799.342857142858,63,33,109,14725,2.7301587301587302,2.956810631229236,0
Keala Settle,5868,5543,17059,5686.333333333333,162,49,23,325,1.1419753086419753,1.0586325094714053,4
Kehlani,27317,7202,962596,13369.388888888889,17,4,183,20115,11.764705882352942,3.7929741738405998,0
Kelly Clarkson,51156,16269,241620,30202.5,34,51,158,34887,5.647058823529412,3.144385026737968,8
Kelly Khumalo,22421,15304,420210,19100.454545454544,107,6,91,7117,1.8504672897196262,1.465041819132253,6
Kelvin Momo,70382,21869,995902,35567.92857142857,24,5,175,48513,8.291666666666666,3.2183456033654947,3
Kendrick Lamar,316588,1746,6001725,46888.4765625,1,2,199,314842,200.0,181.32187857961054,11
Kevboii,21778,21106,42884,21442.0,200,54,0,672,1.0,1.0318392874064246,6
Kevin Gates,27856,27856,27856,27856.0,136,11,0,0,1.0,1.0,2
Khalid,36733,2956,9603194,14911.791925465839,1,95,199,33777,200.0,12.4265899864682,0
Khanyisa,92746,25552,773418,55244.142857142855,11,12,147,67194,14.363636363636363,3.629696305572949,9
Kid Cudi,40369,16651,476877,23843.85,35,12,154,23718,5.4,2.4244189538165877,2
Kid X,2978,2978,2978,2978.0,197,1,0,0,1.0,1.0,4
Kiiara,3386,3129,6515,3257.5,178,1,14,257,1.0786516853932584,1.0821348673697666,4
Killer Kau,48271,21595,789933,31597.32,19,4,179,26676,10.421052631578947,2.2352859458207917,8
Kina,12782,7280,196083,10320.157894736842,95,3,105,5502,2.1052631578947367,1.7557692307692307,7
King Modana,11300,6168,78019,8668.777777777777,78,4,90,5132,2.1538461538461537,1.832036316472114,7
King Princess,9647,3732,348093,6328.963636363636,42,40,157,5915,4.738095238095238,2.584941050375134,4
Kizz Daniel,121943,88840,210783,105391.5,12,10,9,33103,1.75,1.3726136875281405,10
Kodak Black,40653,3740,1262967,20704.377049180326,8,1,182,36913,23.75,10.869786096256684,6
Kris Kross Amsterdam,11494,4755,122172,7186.588235294118,43,3,143,6739,4.325581395348837,2.4172450052576235,7
Kvng Vinci,53070,28554,120078,40026.0,36,3,86,24516,3.388888888888889,1.8585837360790083,3
Kwesta,18857,1197,295226,7979.081081081081,27,1,168,17660,7.222222222222222,15.753550543024227,7
Kweyama Brothers,94915,20749,1374216,52854.46153846154,7,39,187,74166,27.714285714285715,4.574437322280592,9
Kwiish SA,97123,6994,2365895,50338.1914893617,4,2,190,90129,48.5,13.886617100371748,9
Kygo,32041,2151,6907360,14450.543933054394,18,1,182,29890,11.11111111111111,14.895862389586238,0
Kyle Watson,5973,3940,42073,5259.125,115,1,85,2033,1.7391304347826086,1.515989847715736,4
Kylie Minogue,30033,9780,73180,18295.0,108,6,75,20253,1.6944444444444444,3.0708588957055216,6
LISA,51238,22712,583128,34301.64705882353,42,1,153,28526,4.642857142857143,2.2559880239520957,3
Labrinth,49483,9561,1440157,28238.37254901961,37,1,163,39922,5.405405405405405,5.175504654324861,8
Lady Du,50988,20419,1449118,37156.8717948718,26,2,165,30569,7.346153846153846,2.497086047308879,3
Lady Gaga,50445,5153,5427346,21796.5702811245,8,1,191,45292,24.875,9.789443042887639,6
Lady Zamar,13258,2289,382208,8132.085106382979,43,1,151,10969,4.511627906976744,5.792048929663609,7
Lana Del Rey,16675,9065,46943,11735.75,104,1,88,7610,1.8461538461538463,1.839492553778268,0
Lauren Daigle,10106,4855,300655,7911.973684210527,118,2,81,5251,1.6864406779661016,2.0815653964984553,7
Lauren Spencer-Smith,57587,24027,694547,33073.666666666664,38,1,159,33560,5.184210526315789,2.3967619761102092,8
Lauv,27899,2289,5303678,14530.624657534247,17,22,183,25610,11.764705882352942,12.188291830493664,0
Leah Kate,27596,25663,79866,26622.0,144,1,38,1933,1.2638888888888888,1.0753224486614972,2
Lebza TheVillain,29298,29298,29298,29298.0,134,3,0,0,1.0,1.0,8
Leeland,12817,12297,37441,12480.333333333334,152,11,11,520,1.0723684210526316,1.0422867366024233,0
Lennon Stella,7684,7020,14704,7352.0,161,17,25,664,1.15527950310559,1.0945868945868946,7
Leon Schuster,13701,13701,13701,13701.0,112,6,0,0,1.0,1.0,0
Leona Lewis,14041,6896,51302,8550.333333333334,162,2,28,7145,1.1728395061728396,2.0361078886310904,7
Lewis Capaldi,49255,5907,11370480,30402.352941176472,7,29,192,43348,28.428571428571427,8.338412053495853,8
Liam Payne,7213,1524,111276,4121.333333333333,49,4,137,5689,3.795918367346939,4.732939632545932,4
Lil Baby,35780,4401,1422628,12159.213675213676,14,1,186,31379,14.285714285714286,8.129970461258806,0
Lil Dicky,19554,4012,334367,9834.323529411764,7,3,178,15542,26.428571428571427,4.873878364905284,7
Lil Durk,25745,23225,123954,24790.8,141,1,59,2520,1.4184397163120568,1.1085037674919267,2
Lil Mosey,59826,4378,2631106,31322.690476190477,5,1,194,55448,39.8,13.665143901324805,8
Lil Nas X,156676,9225,14524301,42971.30473372781,1,1,198,147451,199.0,16.983848238482384,11
Lil Peep,23460,4635,208562,11586.777777777777,7,1,190,18825,28.142857142857142,5.061488673139158,0
Lil Pump,11375,1504,152486,5258.137931034483,50,41,142,9871,3.84,7.563164893617022,4
Lil Skies,8138,2328,15755,3938.75,130,6,27,5810,1.2076923076923076,3.495704467353952,4
Lil Tecca,39093,9004,1513114,17801.34117647059,8,1,191,30089,24.875,4.341737005775211,6
Lil Tjay,89182,9040,2757861,35357.192307692305,2,3,198,80142,100.0,9.865265486725663,3
Lil Uzi Vert,32405,1703,1109633,12609.46590909091,30,7,170,30702,6.666666666666667,19.02818555490311,0
Lil Wayne,44116,1053,554066,11543.041666666666,1,1,194,43063,195.0,41.895536562203226,0
Lil Xan,3845,1428,38601,3216.75,52,6,121,2417,3.326923076923077,2.692577030812325,4
Lil Yachty,32548,1039,315935,13736.304347826086,26,12,137,31509,6.269230769230769,31.326275264677573,0
Lira,23719,23719,23719,23719.0,174,1,0,0,1.0,1.0,2
Little Mix,16225,5566,175791,10340.64705882353,28,1,165,10659,6.892857142857143,2.9150197628458496,7
Lizzo,73432,8433,1895327,19340.071428571428,16,1,181,64999,12.3125,8.707695956361912,6
Lloyiso,44896,19842,1846620,28853.4375,43,27,157,25054,4.651162790697675,2.262675133555085,8
Logic,43429,1084,646131,8615.08,3,2,195,42345,66.0,40.063653136531364,7
Lojay,30703,30703,30703,30703.0,126,13,0,0,1.0,1.0,8
Lord Huron,5082,2528,107272,3973.037037037037,86,14,107,2554,2.244186046511628,2.0102848101265822,4
Lorde,35104,22255,57359,28679.5,66,105,74,12849,2.121212121212121,1.577353403729499,8
Los Unidades,6394,6394,6394,6394.0,149,9,0,0,1.0,1.0,4
Lost Frequencies,79127,2731,2800663,68308.85365853658,13,18,172,76396,14.23076923076923,28.973636030757962,1
Loud Luxury,21012,2190,1497581,13614.372727272726,9,51,188,18822,21.88888888888889,9.594520547945205,0
Loufi,14750,14750,14750,14750.0,198,6,0,0,1.0,1.0,0
Louis The Child,5320,3962,37809,4726.125,87,76,47,1358,1.5402298850574712,1.342756183745583,4
Lucky Daye,41357,28116,359630,32693.636363636364,61,2,88,13241,2.442622950819672,1.4709418124911082,8
Lukas Graham,11983,6597,261967,8450.548387096775,54,21,134,5386,3.4814814814814814,1.8164317113839623,7
Luu Nineleven,19430,10193,216087,14405.8,88,24,111,9237,2.2613636363636362,1.9062101442166193,0
Luude,24608,24608,24608,24608.0,172,7,0,0,1.0,1.0,2
MASN,11743,11558,23301,11650.5,189,5,11,185,1.0582010582010581,1.0160062294514622,0
MAX,9132,7265,39873,7974.6,119,212,81,1867,1.680672268907563,1.2569855471438403,7
MDU aka TRP,53148,24228,414304,31869.53846153846,38,10,162,28920,5.2631578947368425,2.1936602278355624,8
MEDUZA,53424,7157,5696189,26129.30733944954,14,14,183,46267,14.071428571428571,7.464580131339947,2
MKTO,23365,23340,46705,23352.5,179,74,14,25,1.0782122905027933,1.0010711225364182,2
Mabel,19825,6967,713806,12522.912280701754,30,124,170,12858,6.666666666666667,2.8455576288215876,0
Mac Miller,47576,3872,600682,12258.816326530612,10,22,188,43704,19.8,12.287190082644628,0
Machine Gun Kelly,31866,5402,1105196,19389.40350877193,48,12,148,26464,4.083333333333333,5.898926323583858,6
Madison Beer,15252,2232,156563,10437.533333333333,115,27,78,13020,1.6782608695652175,6.833333333333333,7
Mafikizolo,15939,11859,27798,13899.0,168,4,27,4080,1.1607142857142858,1.344042499367569,0
Maggie Lindemann,7978,2507,232601,5056.54347826087,122,1,76,5471,1.6229508196721312,3.182289589150379,4
Majestic,24094,21103,334736,22315.733333333334,135,1,51,2991,1.3777777777777778,1.1417334028337203,6
Majid Jordan,13674,13674,13674,13674.0,79,1,0,0,1.0,1.0,0
Major Lazer,24818,2176,273424,6835.6,41,73,143,22642,4.487804878048781,11.405330882352942,7
Major League Djz,112635,15511,2957588,46212.3125,5,1,194,97124,39.8,7.261620785249178,11
Makhadzi,77624,15482,2127420,33240.9375,21,1,179,62142,9.523809523809524,5.013822503552513,8
Maluma,23813,16803,59653,19884.333333333332,77,1,93,7010,2.207792207792208,1.417187407010653,6
Manqonqo,13923,6109,129737,8649.133333333333,50,1,140,7814,3.8,2.279096415125225,7
Mapara A Jazz,97409,18513,825270,43435.26315789474,1,10,195,78896,196.0,5.261653972883919,11
Marcus MC,22388,22388,22388,22388.0,186,1,0,0,1.0,1.0,6
Maren Morris,9265,7682,59195,8456.42857142857,138,1,59,1583,1.4275362318840579,1.2060661286123406,7
Mariah Carey,109677,10370,1197130,30695.641025641027,2,2,194,99307,98.0,10.576374156219865,8
Mario,28295,3538,2826870,15363.423913043478,120,2,80,24757,1.6666666666666667,7.997456189937818,0
Mark Ronson,19635,6922,387425,11740.151515151516,32,2,165,12713,6.15625,2.836607916787056,0
Maroon 5,66476,1417,8907846,23503.551451187333,1,1,198,65059,199.0,46.91319689484827,2
Marshmello,44540,1331,10231330,19195.74108818011,1,4,199,43209,200.0,33.46356123215627,6
Martin Garrix,23721,1772,2329225,12259.078947368422,8,1,189,21949,24.625,13.386568848758465,0
Martin Jensen,12033,6396,63554,9079.142857142857,166,2,34,5637,1.2048192771084338,1.8813320825515947,7
Mary J. Blige,24488,23737,48225,24112.5,190,3,2,751,1.0105263157894737,1.0316383704764713,2
Mas Musiq,104644,12176,4538620,40523.392857142855,10,1,190,92468,20.0,8.594283837056505,11
Masego,66426,15648,328472,21898.133333333335,28,1,172,50778,7.142857142857143,4.245015337423313,6
MashBeatz,36182,26044,88661,29553.666666666668,93,16,87,10138,1.935483870967742,1.3892643219167562,8
Masked Wolf,79001,18310,2554738,44819.9649122807,8,1,189,60691,24.625,4.314636810486073,11
Master KG,68391,6036,1378686,24187.473684210527,6,1,192,62355,33.0,11.33051689860835,2
Matthew Mole,21382,15576,36958,18479.0,152,2,1,5806,1.006578947368421,1.3727529532614278,6
Max Hurrell,59221,15353,414474,25904.625,6,6,155,43868,26.833333333333332,3.857291734514427,2
Mduduzi,21844,15262,114363,19060.5,136,3,63,6582,1.463235294117647,1.4312671995806578,6
Mduduzi Ncube,34665,22757,254936,28326.222222222223,86,9,103,11908,2.197674418604651,1.523267566023641,8
Meek Mill,36990,3222,1320147,15001.670454545454,11,17,188,33768,18.09090909090909,11.480446927374302,0
Megan Thee Stallion,57693,9913,2419326,24437.636363636364,8,5,192,47780,25.0,5.819933420760617,2
Meghan Trainor,13272,8411,21683,10841.5,141,7,39,4861,1.2765957446808511,1.577933658304601,7
Melanie Martinez,19430,12683,179316,16301.454545454546,78,43,116,6747,2.4871794871794872,1.5319719309311677,0
Mellow & Sleazy,162692,25252,3758109,63696.76271186441,3,1,170,137440,57.666666666666664,6.442737208933946,1
Metro Boomin,14136,5353,340090,7557.555555555556,37,10,162,8783,5.378378378378378,2.6407621894264897,7
Mfana Kah Gogo,37202,37202,37202,37202.0,68,49,0,0,1.0,1.0,3
Mfr Souls,53838,10542,1968752,25568.20779220779,19,1,180,43296,10.473684210526315,5.107000569151964,2
Mi Casa,42592,21322,911503,30383.433333333334,34,18,127,21270,4.735294117647059,1.997561204389832,8
Michael Bubl,89393,6054,847657,27343.774193548386,9,15,175,83339,20.444444444444443,14.765939874463164,2
Michael Jackson,5749,2506,36314,3301.2727272727275,124,11,75,3243,1.6048387096774193,2.294094173982442,4
Migos,100596,2046,1663762,17152.18556701031,4,2,195,98550,49.75,49.16715542521994,6
Miguel,35581,2258,2181474,26282.819277108432,58,1,142,33323,3.4482758620689653,15.757750221434899,2
Mike Posner,5745,5745,5745,5745.0,179,1,0,0,1.0,1.0,4
Mike WiLL Made-It,17405,2528,35144,5857.333333333333,129,24,48,14877,1.372093023255814,6.884889240506329,4
Miley Cyrus,38224,5703,1571788,18711.761904761905,30,1,170,32521,6.666666666666667,6.7024373136945465,6
Miss Pru DJ,23609,12439,254987,16999.133333333335,73,33,113,11170,2.547945205479452,1.8979821529061822,6
Mlindo The Vocalist,12566,2742,329476,5584.338983050848,33,1,164,9824,5.96969696969697,4.582786287381474,4
Mneskin,84853,22398,2473283,44968.781818181815,5,2,195,62455,40.0,3.7884186088043577,11
Money Man,16187,15646,47610,15870.0,167,1,24,541,1.1437125748502994,1.0345775278026332,0
Mr JazziQ,91742,12792,8690551,38624.671111111114,8,1,188,78950,24.5,7.171826141338337,3
Mr. Probz,2904,2629,5533,2766.5,180,1,11,275,1.0611111111111111,1.104602510460251,4
Msaki,88366,24256,469832,36140.92307692308,14,1,184,64110,14.142857142857142,3.6430573878627968,3
Mthandazo Gatya,15677,15677,15677,15677.0,198,16,0,0,1.0,1.0,0
Mthunzi,15656,14981,46121,15373.666666666666,176,13,12,675,1.0681818181818181,1.0450570722915693,0
Mumford & Sons,5403,4940,10343,5171.5,172,1,19,463,1.1104651162790697,1.0937246963562752,4
Muni Long,75933,33878,1046148,52307.4,23,1,83,42055,4.608695652173913,2.2413660782808904,9
Musa Keys,103017,20331,4453076,45439.551020408166,4,14,189,82686,48.25,5.066991294082928,11
Musketeers,67590,24451,1025919,44605.17391304348,28,1,148,43139,6.285714285714286,2.7643041184409634,11
Mustard,26701,6405,1668446,17562.58947368421,37,1,161,20296,5.351351351351352,4.168774395003903,6
Muzzy D Pilot,23465,17599,168971,21121.375,125,16,59,5866,1.472,1.333314392863231,6
Mzux Maen,33953,24775,410975,29355.35714285714,94,12,96,9178,2.021276595744681,1.3704540867810293,8
N.E.R.D,7756,2904,37177,5311.0,28,1,153,4852,6.464285714285714,2.6707988980716255,4
NAV,27683,3144,270405,11756.739130434782,38,2,149,24539,4.921052631578948,8.805025445292621,0
NEIKED,44803,25168,623142,32796.94736842105,64,4,131,19635,3.046875,1.7801573426573427,8
NF,26421,3161,1213511,9263.442748091604,15,2,185,23260,13.333333333333334,8.358430876304967,7
NLE Choppa,23754,8149,531156,16095.636363636364,54,1,144,15605,3.6666666666666665,2.9149588906614308,0
NOTD,11077,2189,315071,7160.704545454545,78,1,122,8888,2.5641025641025643,5.060301507537688,7
Nardo Wick,27420,23658,101346,25336.5,127,14,56,3762,1.4409448818897639,1.159015977681968,2
