,,trackAppearanceCount,trackAppearanceCount,trackAppearanceCount,trackAppearanceCount,artistAppearanceCount,artistAppearanceCount,artistAppearanceCount,artistAppearanceCount,rank,rank,rank,rank,uri,uri,uri,uri,artist_names,artist_names,artist_names,artist_names,source,source,source,source,peak_rank,peak_rank,peak_rank,peak_rank,previous_rank,previous_rank,previous_rank,previous_rank,weeks_on_chart,weeks_on_chart,weeks_on_chart,weeks_on_chart,streams,streams,streams,streams,End Date,End Date,End Date,End Date,Week,Week,Week,Week,Year,Year,Year,Year,End Date Dt,End Date Dt,End Date Dt,End Date Dt,Seconds since Epoch,Seconds since Epoch,Seconds since Epoch,Seconds since Epoch,End Date Aggregated,End Date Aggregated,End Date Aggregated,End Date Aggregated,ArtistCount,ArtistCount,ArtistCount,ArtistCount,isTopTen,isTopTen,isTopTen,isTopTen,Artist and Track,Artist and Track,Artist and Track,Artist and Track,rank difference,rank difference,rank difference,rank difference,Position over Time,Position over Time,Position over Time,Position over Time,IsGirlGroup,IsGirlGroup,IsGirlGroup,IsGirlGroup,IsBoyGroup,IsBoyGroup,IsBoyGroup,IsBoyGroup
,,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique
main_artist,track_name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lizzo,Good as Hell,0,14,15,15,12,40,15,15,63,176,15,14,spotify:track:3Yh9lZcWyKrK9GjbhuS0hR,spotify:track:6uAm7pG66O1XesXS9bpHSF,15,2,Lizzo,Lizzo,15,1,Nice Life/Atlantic,Nice Life/Atlantic,15,1,63,176,15,7,-1,176,15,14,1,15,15,15,8433,18120,15,15,2019-07-18,2019-10-24,15,15,29,43,15,15,2019,2019,15,1,2019-07-18,2019-10-24,15,15,1563408000.0,1571875200.0,15,15,2019-07-01,2019-10-01,15,4,1,1,15,1,0,0,15,1,Lizzo; Good as Hell,Lizzo; Good as Hell,15,1,-45,20,15,14,0,100,15,4,False,False,15,1,False,False,15,1
Lizzo,Good as Hell (feat. Ariana Grande),0,13,14,14,73,89,14,14,110,170,14,12,spotify:track:2rjjNUYONZqC7wSd1i6OFq,spotify:track:2rjjNUYONZqC7wSd1i6OFq,14,1,"Lizzo, Ariana Grande","Lizzo, Ariana Grande",14,1,Nice Life/Atlantic,Nice Life/Atlantic,14,1,32,32,14,1,110,170,14,12,17,30,14,14,11723,15298,14,14,2020-02-20,2020-05-21,14,14,8,21,14,14,2020,2020,14,1,2020-02-20,2020-05-21,14,14,1582156800.0,1590019200.0,14,14,2020-02-01,2020-05-01,14,4,2,2,14,1,0,0,14,1,"Lizzo, Ariana Grande; Good as Hell (feat. Ariana Grande)","Lizzo, Ariana Grande; Good as Hell (feat. Ariana Grande)",14,1,-17,39,14,12,0,100,14,4,False,False,14,1,False,False,14,1
Lizzo,Good as Hell (feat. Ariana Grande) - Remix,0,15,16,16,41,71,16,16,32,141,16,15,spotify:track:07Oz5StQ7GRoygNLaXs2pd,spotify:track:07Oz5StQ7GRoygNLaXs2pd,16,1,"Lizzo, Ariana Grande","Lizzo, Ariana Grande",16,1,Nice Life/Atlantic,Nice Life/Atlantic,16,1,32,59,16,2,-1,141,16,15,1,16,16,16,14033,27117,16,16,2019-10-31,2020-02-13,16,16,1,52,16,16,2019,2020,16,2,2019-10-31,2020-02-13,16,16,1572480000.0,1581552000.0,16,16,2019-10-01,2020-02-01,16,5,2,2,16,1,0,0,16,1,"Lizzo, Ariana Grande; Good as Hell (feat. Ariana Grande) - Remix","Lizzo, Ariana Grande; Good as Hell (feat. Ariana Grande) - Remix",16,1,-37,65,16,15,0,100,16,4,False,False,16,1,False,False,16,1
Lizzo,Rumors (feat. Cardi B),0,3,4,4,90,93,4,4,29,197,4,4,spotify:track:6KgtcmCF9Ky68XC7ezxl3s,spotify:track:6KgtcmCF9Ky68XC7ezxl3s,4,1,"Lizzo, Cardi B","Lizzo, Cardi B",4,1,Nice Life/Atlantic,Nice Life/Atlantic,4,1,29,29,4,1,-1,133,4,4,1,4,4,4,23258,48691,4,4,2021-08-19,2021-09-09,4,4,33,36,4,4,2021,2021,4,1,2021-08-19,2021-09-09,4,4,1629331200.0,1631145600.0,4,4,2021-08-01,2021-09-01,4,2,2,2,4,1,0,0,4,1,"Lizzo, Cardi B; Rumors (feat. Cardi B)","Lizzo, Cardi B; Rumors (feat. Cardi B)",4,1,0,69,4,4,0,100,4,2,False,False,4,1,False,False,4,1
Lizzo,Truth Hurts,0,44,45,45,0,78,45,45,24,190,45,36,spotify:track:3HWzoMvoF3TQfYg4UPszDq,spotify:track:5qmq61DAAOUaW8AUo8xKhh,45,3,Lizzo,Lizzo,45,1,Nice Life/Atlantic,Nice Life/Atlantic,45,1,24,74,45,9,-1,186,45,36,1,45,45,45,11703,28192,45,45,2019-05-02,2020-03-05,45,45,1,52,45,45,2019,2020,45,2,2019-05-02,2020-03-05,45,45,1556755200.0,1583366400.0,45,45,2019-05-01,2020-03-01,45,11,1,1,45,1,0,0,45,1,Lizzo; Truth Hurts,Lizzo; Truth Hurts,45,1,-30,59,45,27,0,100,45,4,False,False,45,1,False,False,45,1
Lizzy McAlpine,ceilings,0,11,12,12,0,11,12,12,72,188,12,12,spotify:track:2L9N0zZnd37dwF0clgxMGI,spotify:track:2L9N0zZnd37dwF0clgxMGI,12,1,Lizzy McAlpine,Lizzy McAlpine,12,1,Harbour Artists & Music,Harbour Artists & Music,12,1,72,188,12,4,-1,188,12,12,1,12,12,12,37590,68608,12,12,2023-02-23,2023-05-11,12,12,8,19,12,12,2023,2023,12,1,2023-02-23,2023-05-11,12,12,1677110400.0,1683763200.0,12,12,2023-02-01,2023-05-01,12,4,1,1,12,1,0,0,12,1,Lizzy McAlpine; ceilings,Lizzy McAlpine; ceilings,12,1,-46,44,12,12,0,100,12,3,False,False,12,1,False,False,12,1
Lorde,Solar Power,0,1,2,2,0,1,2,2,66,140,2,2,spotify:track:3KdoeNlEN0BoAKWzaRLNZa,spotify:track:3KdoeNlEN0BoAKWzaRLNZa,2,1,Lorde,Lorde,2,1,Universal Music New Zealand Limited,Universal Music New Zealand Limited,2,1,66,66,2,1,-1,66,2,2,1,2,2,2,22255,35104,2,2,2021-06-17,2021-06-24,2,2,24,25,2,2,2021,2021,2,1,2021-06-17,2021-06-24,2,2,1623888000.0,1624492800.0,2,2,2021-06-01,2021-06-01,2,1,1,1,2,1,0,0,2,1,Lorde; Solar Power,Lorde; Solar Power,2,1,0,74,2,2,0,100,2,2,False,False,2,1,False,False,2,1
Lost Frequencies,Crazy,0,0,1,1,0,0,1,1,185,185,1,1,spotify:track:2hqy4QmpvMeVz6zeolDeLQ,spotify:track:2hqy4QmpvMeVz6zeolDeLQ,1,1,"Lost Frequencies, Zonderling","Lost Frequencies, Zonderling",1,1,Found Frequencies,Found Frequencies,1,1,185,185,1,1,-1,-1,1,1,1,1,1,1,2731,2731,1,1,2018-05-03,2018-05-03,1,1,18,18,1,1,2018,2018,1,1,2018-05-03,2018-05-03,1,1,1525305600.0,1525305600.0,1,1,2018-05-01,2018-05-01,1,1,1,1,1,1,0,0,1,1,"Lost Frequencies, Zonderling; Crazy","Lost Frequencies, Zonderling; Crazy",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Lost Frequencies,Where Are You Now,0,109,110,110,1,110,110,110,13,195,110,70,spotify:track:1JzH2IS7bVWpMkNIJqywaB,spotify:track:3uUuGVFu1V7jTQL60S1r8z,110,2,"Lost Frequencies, Calum Scott","Lost Frequencies, Calum Scott",110,1,Epic Amsterdam,Epic Amsterdam,110,1,13,39,110,12,-1,195,110,69,1,110,110,110,44285,79127,110,110,2021-08-26,2024-01-11,110,110,1,52,110,52,2021,2024,110,4,2021-08-26,2024-01-11,110,110,1629936000.0,1704931200.0,110,110,2021-08-01,2024-01-01,110,27,1,1,110,1,0,0,110,1,"Lost Frequencies, Calum Scott; Where Are You Now","Lost Frequencies, Calum Scott; Where Are You Now",110,1,-31,31,110,43,0,100,110,4,False,False,110,1,False,False,110,1
MAX,Love Me Less (feat. Quinn XCII),0,4,5,5,0,4,5,5,119,200,5,5,spotify:track:2tOOcDDYkh0PSjr6GwPEAJ,spotify:track:2tOOcDDYkh0PSjr6GwPEAJ,5,1,"MAX, Quinn XCII","MAX, Quinn XCII",5,1,Colour Vision Records/Sony Music Entertainment,Colour Vision Records/Sony Music Entertainment,5,1,119,173,5,2,-1,197,5,5,1,5,5,5,7265,9132,5,5,2019-05-23,2019-06-20,5,5,21,25,5,5,2019,2019,5,1,2019-05-23,2019-06-20,5,5,1558569600.0,1560988800.0,5,5,2019-05-01,2019-06-01,5,2,2,2,5,1,0,0,5,1,"MAX, Quinn XCII; Love Me Less (feat. Quinn XCII)","MAX, Quinn XCII; Love Me Less (feat. Quinn XCII)",5,1,-54,45,5,5,0,100,5,3,False,False,5,1,False,False,5,1
MEDUZA,Bad Memories (feat. Elley Duh & FAST BOY),0,31,32,32,218,249,32,32,47,199,32,29,spotify:track:3rb0tMq42WfggucPm0HHkA,spotify:track:3rb0tMq42WfggucPm0HHkA,32,1,"MEDUZA, James Carter, Elley Duh, FAST BOY","MEDUZA, James Carter, Elley Duh, FAST BOY",32,1,Universal-Island Records Ltd.,Universal-Island Records Ltd.,32,1,47,198,32,9,-1,199,32,29,1,32,32,32,29495,80375,32,32,2022-10-13,2023-06-01,32,32,1,52,32,32,2022,2023,32,2,2022-10-13,2023-06-01,32,32,1665619200.0,1685577600.0,32,32,2022-10-01,2023-06-01,32,9,3,3,32,1,0,0,32,1,"MEDUZA, James Carter, Elley Duh, FAST BOY; Bad Memories (feat. Elley Duh & FAST BOY)","MEDUZA, James Carter, Elley Duh, FAST BOY; Bad Memories (feat. Elley Duh & FAST BOY)",32,1,-67,37,32,27,0,100,32,4,False,False,32,1,False,False,32,1
MEDUZA,Lose Control,0,78,79,79,30,167,79,79,17,194,79,61,spotify:track:7CHi4DtfK4heMlQaudCuHK,spotify:track:7CHi4DtfK4heMlQaudCuHK,79,1,"MEDUZA, Becky Hill, Goodboys","MEDUZA, Becky Hill, Goodboys",79,1,Virgin,Virgin,79,1,17,85,79,10,-1,194,79,61,1,79,79,79,15713,38273,79,79,2019-10-24,2021-04-22,79,79,1,53,79,53,2019,2021,79,3,2019-10-24,2021-04-22,79,79,1571875200.0,1619049600.0,79,79,2019-10-01,2021-04-01,79,19,1,1,79,1,0,0,79,1,"MEDUZA, Becky Hill, Goodboys; Lose Control","MEDUZA, Becky Hill, Goodboys; Lose Control",79,1,-34,27,79,39,0,100,79,4,False,False,79,1,False,False,79,1
MEDUZA,Paradise (feat. Dermot Kennedy),0,73,74,74,119,217,74,74,14,194,74,60,spotify:track:6ft4hAq6yde8jPZY2i5zLr,spotify:track:6ft4hAq6yde8jPZY2i5zLr,74,1,"MEDUZA, Dermot Kennedy","MEDUZA, Dermot Kennedy",74,1,Universal-Island Records Ltd.,Universal-Island Records Ltd.,74,1,14,152,74,9,-1,163,74,59,1,74,74,74,17956,53424,74,74,2020-11-05,2022-04-07,74,74,1,53,74,53,2020,2022,74,3,2020-11-05,2022-04-07,74,74,1604534400.0,1649289600.0,74,74,2020-11-01,2022-04-01,74,18,2,2,74,1,0,0,74,1,"MEDUZA, Dermot Kennedy; Paradise (feat. Dermot Kennedy)","MEDUZA, Dermot Kennedy; Paradise (feat. Dermot Kennedy)",74,1,-87,30,74,38,0,100,74,4,False,False,74,1,False,False,74,1
MEDUZA,Piece Of Your Heart,0,63,64,64,0,99,64,64,15,197,64,50,spotify:track:1DFD5Fotzgn6yYXkYsKiGs,spotify:track:5p1ex0pXv6jSPJ6QbumQpD,64,2,"MEDUZA, Goodboys","MEDUZA, Goodboys",64,1,Virgin,Virgin,64,1,15,186,64,11,-1,197,64,49,1,64,64,64,7157,27689,64,64,2019-04-04,2020-06-25,64,64,1,52,64,52,2019,2020,64,2,2019-04-04,2020-06-25,64,64,1554336000.0,1593043200.0,64,64,2019-04-01,2020-06-01,64,15,1,1,64,1,0,0,64,1,"MEDUZA, Goodboys; Piece Of Your Heart","MEDUZA, Goodboys; Piece Of Your Heart",64,1,-53,38,64,37,0,100,64,4,False,False,64,1,False,False,64,1
MEDUZA,Tell It To My Heart,0,0,1,1,197,197,1,1,194,194,1,1,spotify:track:46nvQpUDsxpS08UTFOeKTA,spotify:track:46nvQpUDsxpS08UTFOeKTA,1,1,"MEDUZA, Hozier","MEDUZA, Hozier",1,1,Universal-Island Records Ltd.,Universal-Island Records Ltd.,1,1,194,194,1,1,-1,-1,1,1,1,1,1,1,22356,22356,1,1,2021-11-11,2021-11-11,1,1,45,45,1,1,2021,2021,1,1,2021-11-11,2021-11-11,1,1,1636588800.0,1636588800.0,1,1,2021-11-01,2021-11-01,1,1,1,1,1,1,0,0,1,1,"MEDUZA, Hozier; Tell It To My Heart","MEDUZA, Hozier; Tell It To My Heart",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Madison Beer,Home with You,0,0,1,1,0,0,1,1,188,188,1,1,spotify:track:11GGSyTB8cS9TgONHBOhEX,spotify:track:11GGSyTB8cS9TgONHBOhEX,1,1,Madison Beer,Madison Beer,1,1,Access Records,Access Records,1,1,188,188,1,1,-1,-1,1,1,1,1,1,1,2232,2232,1,1,2018-04-05,2018-04-05,1,1,14,14,1,1,2018,2018,1,1,2018-04-05,2018-04-05,1,1,1522886400.0,1522886400.0,1,1,2018-04-01,2018-04-01,1,1,1,1,1,1,0,0,1,1,Madison Beer; Home with You,Madison Beer; Home with You,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Madison Beer,Hurts Like Hell (feat. Offset),0,4,5,5,1,5,5,5,128,193,5,5,spotify:track:3WefHNGtjexZvi66ZEx9u4,spotify:track:3WefHNGtjexZvi66ZEx9u4,5,1,"Madison Beer, Offset","Madison Beer, Offset",5,1,Access Records,Access Records,5,1,128,128,5,1,-1,193,5,5,1,5,5,5,5745,7033,5,5,2018-11-22,2018-12-20,5,5,47,51,5,5,2018,2018,5,1,2018-11-22,2018-12-20,5,5,1542844800.0,1545264000.0,5,5,2018-11-01,2018-12-01,5,2,2,2,5,1,0,0,5,1,"Madison Beer, Offset; Hurts Like Hell (feat. Offset)","Madison Beer, Offset; Hurts Like Hell (feat. Offset)",5,1,-1,37,5,5,0,100,5,3,False,False,5,1,False,False,5,1
Madison Beer,Selfish,0,8,9,9,6,14,9,9,115,191,9,9,spotify:track:4PV0uE5pZSh44E3NqNNDEH,spotify:track:4PV0uE5pZSh44E3NqNNDEH,9,1,Madison Beer,Madison Beer,9,1,Epic/Sing It Loud,Epic/Sing It Loud,9,1,115,158,9,2,-1,179,9,9,1,9,9,9,12005,15252,9,9,2020-04-16,2020-06-11,9,9,16,24,9,9,2020,2020,9,1,2020-04-16,2020-06-11,9,9,1586995200.0,1591833600.0,9,9,2020-04-01,2020-06-01,9,3,1,1,9,1,0,0,9,1,Madison Beer; Selfish,Madison Beer; Selfish,9,1,-43,37,9,9,0,100,9,3,False,False,9,1,False,False,9,1
Majestic,Rasputin,0,14,15,15,0,14,15,15,135,186,15,13,spotify:track:0b18g3G5spr4ZCkz7Y6Q0Q,spotify:track:0b18g3G5spr4ZCkz7Y6Q0Q,15,1,"Majestic, Boney M.","Majestic, Boney M.",15,1,NITRON music,NITRON music,15,1,135,150,15,2,-1,186,15,12,1,15,15,15,21103,24094,15,15,2021-05-20,2022-01-06,15,15,1,33,15,15,2021,2022,15,2,2021-05-20,2022-01-06,15,15,1621468800.0,1641427200.0,15,15,2021-05-01,2022-01-01,15,5,1,1,15,1,0,0,15,1,"Majestic, Boney M.; Rasputin","Majestic, Boney M.; Rasputin",15,1,-23,26,15,13,0,100,15,4,False,False,15,1,False,False,15,1
Mariah Carey,All I Want for Christmas Is You,0,26,27,27,0,125,27,27,2,199,27,27,spotify:track:0bYg9bo50gSsH3LtXe2SQn,spotify:track:0bYg9bo50gSsH3LtXe2SQn,27,1,Mariah Carey,Mariah Carey,27,1,Columbia,Columbia,27,1,2,71,27,4,-1,199,27,22,1,27,27,27,10370,285834,27,27,2018-12-06,2023-12-28,27,27,48,53,27,6,2018,2023,27,6,2018-12-06,2023-12-28,27,27,1544054400.0,1703721600.0,27,27,2018-12-01,2023-12-01,27,6,1,1,27,1,1,1,27,1,Mariah Carey; All I Want for Christmas Is You,Mariah Carey; All I Want for Christmas Is You,27,1,-105,187,27,24,0,100,27,3,False,False,27,1,False,False,27,1
Mariah Carey,Christmas (Baby Please Come Home),0,2,3,3,4,21,3,3,51,111,3,3,spotify:track:3PIDciSFdrQxSQSihim3hN,spotify:track:3PIDciSFdrQxSQSihim3hN,3,1,Mariah Carey,Mariah Carey,3,1,Columbia,Columbia,3,1,51,51,3,1,-1,-1,3,1,1,3,3,3,14397,34827,3,3,2018-12-27,2021-12-30,3,3,52,52,3,1,2018,2021,3,3,2018-12-27,2021-12-30,3,3,1545868800.0,1640822400.0,3,3,2018-12-01,2021-12-01,3,3,1,1,3,1,0,0,3,1,Mariah Carey; Christmas (Baby Please Come Home),Mariah Carey; Christmas (Baby Please Come Home),3,1,0,32,3,3,0,100,3,2,False,False,3,1,False,False,3,1
Mariah Carey,It's A Wrap,0,0,1,1,77,77,1,1,200,200,1,1,spotify:track:34DQJ0YKBcExT2bFNMjGOe,spotify:track:34DQJ0YKBcExT2bFNMjGOe,1,1,Mariah Carey,Mariah Carey,1,1,Def Jam Recordings,Def Jam Recordings,1,1,200,200,1,1,-1,-1,1,1,1,1,1,1,37766,37766,1,1,2023-02-16,2023-02-16,1,1,7,7,1,1,2023,2023,1,1,2023-02-16,2023-02-16,1,1,1676505600.0,1676505600.0,1,1,2023-02-01,2023-02-01,1,1,1,1,1,1,0,0,1,1,Mariah Carey; It's A Wrap,Mariah Carey; It's A Wrap,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Mariah Carey,O Holy Night,0,0,1,1,10,10,1,1,177,177,1,1,spotify:track:3B7FO3kJ5kv3mX7yiaB7sT,spotify:track:3B7FO3kJ5kv3mX7yiaB7sT,1,1,Mariah Carey,Mariah Carey,1,1,Columbia,Columbia,1,1,177,177,1,1,-1,-1,1,1,1,1,1,1,13517,13517,1,1,2019-12-26,2019-12-26,1,1,52,52,1,1,2019,2019,1,1,2019-12-26,2019-12-26,1,1,1577318400.0,1577318400.0,1,1,2019-12-01,2019-12-01,1,1,1,1,1,1,0,0,1,1,Mariah Carey; O Holy Night,Mariah Carey; O Holy Night,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
Mariah Carey,We Belong Together,0,119,120,120,22,151,120,120,44,197,120,70,spotify:track:3LmvfNUQtglbTrydsdIqFU,spotify:track:4EI8VuxUuIHKfafU72emqz,120,2,Mariah Carey,Mariah Carey,120,1,Def Jam Recordings,Def Jam Recordings,120,1,44,196,120,17,-1,196,120,69,1,120,120,120,23459,135992,120,120,2022-02-03,2024-06-20,120,120,1,52,120,52,2022,2024,120,3,2022-02-03,2024-06-20,120,120,1643846400.0,1718841600.0,120,120,2022-02-01,2024-06-01,120,29,1,1,120,1,0,0,120,1,Mariah Carey; We Belong Together,Mariah Carey; We Belong Together,120,1,-53,55,120,50,0,100,120,4,False,False,120,1,False,False,120,1
Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),0,59,60,60,261,383,60,60,34,199,60,47,spotify:track:5zFglKYiknIxks8geR8rcL,spotify:track:6fRxMU4LWwyaSSowV441IU,60,2,"Maroon 5, Megan Thee Stallion","Maroon 5, Megan Thee Stallion",60,1,Interscope Records*,Interscope Records*,60,1,34,199,60,11,-1,199,60,47,1,60,60,60,17076,46875,60,60,2021-03-18,2022-06-09,60,60,1,52,60,52,2021,2022,60,2,2021-03-18,2022-06-09,60,60,1616025600.0,1654732800.0,60,60,2021-03-01,2022-06-01,60,16,2,2,60,1,0,0,60,1,"Maroon 5, Megan Thee Stallion; Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5, Megan Thee Stallion; Beautiful Mistakes (feat. Megan Thee Stallion)",60,1,-108,31,60,35,0,100,60,4,False,False,60,1,True,True,60,1
Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,0,101,102,102,26,214,102,102,1,196,102,83,spotify:track:6FRLCMO5TUHTexlWo8ym1W,spotify:track:7fa9MBXhVfQ8P8Df9OEbD8,102,2,"Maroon 5, Cardi B","Maroon 5, Cardi B",102,1,Interscope Records*,Interscope Records*,102,1,1,18,102,2,-1,196,102,81,1,102,102,102,10971,25887,102,101,2018-06-07,2020-06-25,102,102,1,52,102,52,2018,2020,102,3,2018-06-07,2020-06-25,102,102,1528329600.0,1593043200.0,102,102,2018-06-01,2020-06-01,102,24,2,2,102,1,1,1,102,1,"Maroon 5, Cardi B; Girls Like You (feat. Cardi B) - Cardi B Version","Maroon 5, Cardi B; Girls Like You (feat. Cardi B) - Cardi B Version",102,1,-53,42,102,40,0,100,102,4,False,False,102,1,True,True,102,1
Maroon 5,Memories,0,143,144,144,141,386,144,144,2,199,144,93,spotify:track:2b8fOow8UzyDFAE27YhOZM,spotify:track:4cktbXiXOapiLBMprHFErI,144,2,Maroon 5,Maroon 5,144,1,Interscope Records*,Interscope Records*,144,1,2,37,144,6,-1,199,144,92,1,144,144,144,22908,66476,144,144,2019-09-26,2023-01-19,144,144,1,53,144,53,2019,2023,144,5,2019-09-26,2023-01-19,144,144,1569456000.0,1674086400.0,144,144,2019-09-01,2023-01-01,144,36,1,1,144,1,1,1,144,1,Maroon 5; Memories,Maroon 5; Memories,144,1,-52,24,144,42,0,100,144,4,False,False,144,1,True,True,144,1
Maroon 5,Nobody's Love,0,7,8,8,220,234,8,8,56,177,8,8,spotify:track:3kwgqoBqTwoAH4nT29TYrq,spotify:track:3kwgqoBqTwoAH4nT29TYrq,8,1,Maroon 5,Maroon 5,8,1,Interscope Records*,Interscope Records*,8,1,56,79,8,2,-1,159,8,8,1,8,8,8,15974,25887,8,8,2020-07-30,2020-09-17,8,8,31,38,8,8,2020,2020,8,1,2020-07-30,2020-09-17,8,8,1596067200.0,1600300800.0,8,8,2020-07-01,2020-09-01,8,3,1,1,8,1,0,0,8,1,Maroon 5; Nobody's Love,Maroon 5; Nobody's Love,8,1,-23,44,8,8,0,100,8,3,False,False,8,1,True,True,8,1
Maroon 5,Wait,0,14,15,15,1,38,15,15,37,197,15,13,spotify:track:1Qg9jWGDkKAGZXj5v2OG59,spotify:track:6AvfZXpbb6r35DfF7gHPRq,15,3,Maroon 5,Maroon 5,15,1,Interscope Records*,Interscope Records*,15,1,37,54,15,2,-1,124,15,12,1,15,15,15,1417,5440,15,15,2018-03-15,2018-07-05,15,15,11,27,15,15,2018,2018,15,1,2018-03-15,2018-07-05,15,15,1521072000.0,1530748800.0,15,15,2018-03-01,2018-07-01,15,5,1,1,15,1,0,0,15,1,Maroon 5; Wait,Maroon 5; Wait,15,1,-20,53,15,11,0,100,15,4,False,False,15,1,True,True,15,1
Maroon 5,Wait (feat. A Boogie Wit da Hoodie),0,1,2,2,6,9,2,2,182,194,2,2,spotify:track:0SvxydoxEEkXt9aMAqTfpB,spotify:track:0SvxydoxEEkXt9aMAqTfpB,2,1,"Maroon 5, A Boogie Wit da Hoodie","Maroon 5, A Boogie Wit da Hoodie",2,1,Interscope Records*,Interscope Records*,2,1,37,37,2,1,37,66,2,2,3,4,2,2,2169,2217,2,2,2018-03-29,2018-04-05,2,2,13,14,2,2,2018,2018,2,1,2018-03-29,2018-04-05,2,2,1522281600.0,1522886400.0,2,2,2018-03-01,2018-04-01,2,2,2,2,2,1,0,0,2,1,"Maroon 5, A Boogie Wit da Hoodie; Wait (feat. A Boogie Wit da Hoodie)","Maroon 5, A Boogie Wit da Hoodie; Wait (feat. A Boogie Wit da Hoodie)",2,1,0,12,2,2,0,100,2,2,False,False,2,1,True,True,2,1
Maroon 5,What Lovers Do (feat. SZA),0,55,56,56,0,116,56,56,35,199,56,46,spotify:track:0GxQ1A5L9xnMOytbP6eKBG,spotify:track:3hBBKuWJfxlIlnd9QFoC8k,56,3,"Maroon 5, SZA","Maroon 5, SZA",56,1,Interscope Records*,Interscope Records*,56,1,35,35,56,1,-1,184,56,46,1,56,56,56,1800,10368,56,56,2018-03-15,2019-04-04,56,56,1,52,56,52,2018,2019,56,2,2018-03-15,2019-04-04,56,56,1521072000.0,1554336000.0,56,56,2018-03-01,2019-04-01,56,14,2,2,56,1,0,0,56,1,"Maroon 5, SZA; What Lovers Do (feat. SZA)","Maroon 5, SZA; What Lovers Do (feat. SZA)",56,1,-54,51,56,31,0,100,56,4,False,False,56,1,True,True,56,1
Marshmello,Alone,0,3,4,4,132,144,4,4,108,195,4,4,spotify:track:12mGwph2YzDIlChtq3EdXP,spotify:track:12mGwph2YzDIlChtq3EdXP,4,1,Marshmello,Marshmello,4,1,Monstercat,Monstercat,4,1,108,108,4,1,-1,170,4,4,1,4,4,4,7212,9825,4,4,2019-02-07,2019-02-28,4,4,6,9,4,4,2019,2019,4,1,2019-02-07,2019-02-28,4,4,1549497600.0,1551312000.0,4,4,2019-02-01,2019-02-01,4,1,1,1,4,1,0,0,4,1,Marshmello; Alone,Marshmello; Alone,4,1,0,39,4,4,0,100,4,2,False,False,4,1,False,False,4,1
Marshmello,Be Kind (with Halsey),0,57,58,58,343,485,58,58,16,191,58,44,spotify:track:3Z8FwOEN59mRMxDCtb8N0A,spotify:track:3Z8FwOEN59mRMxDCtb8N0A,58,1,"Marshmello, Halsey","Marshmello, Halsey",58,1,Astralwerks,Astralwerks,58,1,16,38,58,2,-1,191,58,44,1,58,58,58,19880,42647,58,58,2020-05-07,2021-06-10,58,58,1,53,58,53,2020,2021,58,2,2020-05-07,2021-06-10,58,58,1588809600.0,1623283200.0,58,58,2020-05-01,2021-06-01,58,14,1,1,58,1,0,0,58,1,"Marshmello, Halsey; Be Kind (with Halsey)","Marshmello, Halsey; Be Kind (with Halsey)",58,1,-30,24,58,31,0,100,58,4,False,False,58,1,False,False,58,1
Marshmello,Bye Bye,0,2,3,3,571,576,3,3,36,185,3,3,spotify:track:6XO8RlYuJCiI0v3IA48FeJ,spotify:track:6XO8RlYuJCiI0v3IA48FeJ,3,1,"Marshmello, Juice WRLD","Marshmello, Juice WRLD",3,1,Joytime Collective/Grade A Productions/Interscope Records,Joytime Collective/Grade A Productions/Interscope Records,3,1,36,36,3,1,-1,101,3,3,1,3,3,3,34780,62898,3,3,2022-10-20,2022-11-03,3,3,42,44,3,3,2022,2022,3,1,2022-10-20,2022-11-03,3,3,1666224000.0,1667433600.0,3,3,2022-10-01,2022-11-01,3,2,1,1,3,1,0,0,3,1,"Marshmello, Juice WRLD; Bye Bye","Marshmello, Juice WRLD; Bye Bye",3,1,0,84,3,3,0,100,3,2,False,False,3,1,False,False,3,1
