rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,Start_Date
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,24,7071,2021-02-24
2,spotify:track:462OPOKW0VMbvW9H7HIb0U,SHINee,Don't Call Me,SM Entertainment,2,2,3,5373,2021-02-24
3,spotify:track:7lPN2DXiMsVn7XUKtOW1CS,Olivia Rodrigo,drivers license,Olivia Rodrigo PS,2,3,24,5117,2021-02-24
4,spotify:track:249gnXrbfmV8NG6jTEMSwD,BTS,Life Goes On,BIGHIT MUSIC,2,5,24,4661,2021-02-24
5,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,2,4,24,4627,2021-02-24
6,spotify:track:1diS6nkxMQc3wwC4G1j0bh,Dua Lipa,We're Good,Warner Records,5,6,13,3909,2021-02-24
7,spotify:track:5nujrmhLynf4yMoMtj8AQF,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),Warner Records,5,7,24,3874,2021-02-24
8,spotify:track:7muTXW7kGytN3zdomku6FV,SUNMI,TAIL,ABYSS COMPANY,8,41,2,3831,2021-02-24
9,spotify:track:4Ws314Ylb27BVsvlZOy30C,BLACKPINK,Lovesick Girls,YG Entertainment/Interscope Records,2,9,24,3823,2021-02-24
10,spotify:track:3eZYOQO4UzKrUDYDghtnFw,Ariana Grande,test drive,Republic Records,5,8,6,3709,2021-02-24
11,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,6,11,24,3556,2021-02-24
12,spotify:track:6Im9k8u9iIzKMrmV7BWtlF,Ariana Grande,34+35,Republic Records,8,10,24,3476,2021-02-24
13,spotify:track:1M4OcYkxAtu3ErzSgDEfoi,Cardi B,Up,Atlantic Records,9,12,20,3455,2021-02-24
14,spotify:track:5Kskr9LcNYa0tpt5f0ZEJx,"Lil Tjay, 6LACK",Calling My Phone,Columbia,12,16,13,2893,2021-02-24
15,spotify:track:35mvY5S1H3J2QZyna3TFe0,Ariana Grande,positions,Republic Records,11,23,24,2824,2021-02-24
16,spotify:track:3YJJjQPAbDT7mGpX3WtQ9A,SZA,Good Days,Top Dawg Entertainment/RCA Records,12,22,24,2776,2021-02-24
17,spotify:track:2MJz8BxxMsERULatmBikDH,Pink Sweat$,At My Worst,Atlantic Records,11,17,24,2715,2021-02-24
18,spotify:track:31qCy5ZaophVA81wtlwLc4,Justin Bieber,Anyone,RBMG/Def Jam,11,26,24,2708,2021-02-24
19,spotify:track:5KawlOMHjWeUjQtnuRs22c,"BTS, Halsey",Boy With Luv (feat. Halsey),BIGHIT MUSIC,5,24,24,2629,2021-02-24
20,spotify:track:0n2moJpAEWHwaPYYjkzMDl,BTS,Blue & Grey,BIGHIT MUSIC,3,30,24,2618,2021-02-24
21,spotify:track:3tjFYV6RSFtuktYl3ZtYcq,"24kGoldn, iann dior",Mood (feat. iann dior),Records/Columbia,15,21,24,2599,2021-02-24
22,spotify:track:4SFknyjLcyTLJFPKD2m96o,BLACKPINK,How You Like That,YG Entertainment/Interscope Records,5,19,24,2582,2021-02-24
23,spotify:track:76JA4ie9OkTaCXu909a93V,SHINee,Heart Attack,SM Entertainment,13,13,3,2539,2021-02-24
24,spotify:track:7Igh1mqghlHz5dimfQV85G,"MIRANI, Munchman, Khundi Panda, MUSHVENOM, GroovyRoom, JUSTHIS",VVS (Feat. JUSTHIS) (Prod. GroovyRoom),Genie Music Corporation,5,27,24,2528,2021-02-24
25,spotify:track:7wDVvxMUdW5MtJUqFtuXUz,CHUNG HA,Bicycle,MNH ENTERTAINMENT,16,34,10,2293,2021-02-24
26,spotify:track:54bFM56PmE4YLRnqpW6Tha,Billie Eilish,Therefore I Am,Darkroom/Interscope Records,23,29,24,2279,2021-02-24
27,spotify:track:2etHQJxIbV0soyPhelVs9Y,"Saweetie, Doja Cat",Best Friend (feat. Doja Cat),ICY/Warner Records,22,32,24,2265,2021-02-24
28,spotify:track:4A6BplRJXLfp9GsDwzk3LV,SHINee,CØDE,SM Entertainment,14,14,3,2253,2021-02-24
29,spotify:track:3QH8rQGNFX8VLbCgZ7uPTS,BTS,Fly To My Room,BIGHIT MUSIC,4,42,24,2192,2021-02-24
30,spotify:track:14bycLXzjEIFKVQCe2K6M2,SHINee,Marry You,SM Entertainment,15,15,3,2157,2021-02-24
31,spotify:track:3apeXzypBMnUfYcZYNX6DH,TWICE,I CAN'T STOP ME,Republic Records - TWICE,16,45,24,2155,2021-02-24
32,spotify:track:2FVpOsjT1iquZ3SpCjZ9Ne,BTS,Telepathy,BIGHIT MUSIC,9,50,24,2150,2021-02-24
33,spotify:track:3VT8hOC5vuDXBsHrR53WFh,Masked Wolf,Astronaut In The Ocean,Elektra (NEK),33,39,14,2132,2021-02-24
34,spotify:track:2LUQEcfWrlpMjODQ7NsVWt,SHINee,I Really Want You,SM Entertainment,18,18,3,2069,2021-02-24
35,spotify:track:21jGcNKet2qwijlDFuPiPb,Post Malone,Circles,Republic Records,31,52,24,2058,2021-02-24
36,spotify:track:0CnpSTdL9l5vQM4YnzXtyo,IZ*ONE,Panorama,"OFF THE RECORD Entertainment, SWING Entertainment",15,43,24,2056,2021-02-24
37,spotify:track:7JrvYwKnJRe3p3orzKXwaS,SHINee,Kiss Kiss,SM Entertainment,20,20,3,2052,2021-02-24
38,spotify:track:27OeeYzk6klgBh83TSvGMA,The Kid LAROI,WITHOUT YOU,Columbia,32,40,24,2048,2021-02-24
39,spotify:track:2BgEsaKNfHUdlh97KmvFyo,Anne-Marie,2002,Atlantic Records UK,24,49,24,2035,2021-02-24
40,spotify:track:7MUksmMcnTI2Sf3bzplnQc,SHINee,Body Rhythm,SM Entertainment,25,25,3,2030,2021-02-24
41,spotify:track:1t2qYCAjUAoGfeFeoBlK51,aespa,Black Mamba,SM Entertainment,9,46,24,2009,2021-02-24
42,spotify:track:60ynsPSSKe6O3sfwRnIBRf,Doja Cat,Streets,Kemosabe Records/RCA Records,30,51,24,2000,2021-02-24
43,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,31,48,22,1998,2021-02-24
