rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,Start Date,Start_Date
50,spotify:track:0eeeyCAGnGZInPtpkdYiPa,BTS,Jamais Vu,BIGHIT MUSIC,24,42,6,3380,2021-02-06,2021-02-06
51,spotify:track:32dX0j8hzoztvO4ZXIblbX,BTS,My Time,BIGHIT MUSIC,20,43,6,3360,2021-02-06,2021-02-06
52,spotify:track:0D75ciM842cdUMKSMfAR9y,"Selena Gomez, Rauw Alejandro",Baila Conmigo (with Rauw Alejandro),Selena Gomez Latin Project,52,60,6,3294,2021-02-06,2021-02-06
53,spotify:track:18uwL0vNUanqZH0ro2QcOP,Jeremy Zucker,comethru,Republic Records,53,57,6,3287,2021-02-06,2021-02-06
54,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,49,51,6,3249,2021-02-06,2021-02-06
55,spotify:track:22ryCgQttpV7oCrn7llGRu,BTS,Magic Shop,BIGHIT MUSIC,41,52,6,3240,2021-02-06,2021-02-06
56,spotify:track:4fFfyouye6vrX9o9z4PVMu,Lauv,Never Not,Lauv,56,61,6,3174,2021-02-06,2021-02-06
57,spotify:track:7Acvy2L38SCipAeMPOK8Ro,LeeHi,HOLO,"Genie Music Corporation, Stone Music Entertainment",57,58,6,3110,2021-02-06,2021-02-06
58,spotify:track:21jGcNKet2qwijlDFuPiPb,Post Malone,Circles,Republic Records,58,65,6,3088,2021-02-06,2021-02-06
59,spotify:track:13On7DYsJ3IrWxBWuOwM8t,Yerin Baek,Square (2017),Blue Vinyl,59,67,6,3083,2021-02-06,2021-02-06
60,spotify:track:5xFoqABWVj4FIAf7vQX8FN,BTS,Spring Day,BIGHIT MUSIC,27,53,6,3077,2021-02-06,2021-02-06
61,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,Vertigo Berlin,39,54,6,3049,2021-02-06,2021-02-06
62,spotify:track:45bE4HXI0AwGZXfZtMp8JR,Tate McRae,you broke me first,RCA Records Label,62,64,6,3033,2021-02-06,2021-02-06
63,spotify:track:6z1kLsntE7FuzKZHZWrXYN,DEAN,instagram,Universal Music Ltd.,63,76,6,3031,2021-02-06,2021-02-06
64,spotify:track:7iAgNZdotu40NwtoIWJHFe,"BLACKPINK, Cardi B",Bet You Wanna (feat. Cardi B),YG Entertainment/Interscope Records,56,56,6,2957,2021-02-06,2021-02-06
65,spotify:track:4TaJlCXAkv1WKYODXmq75b,BTS,Black Swan,BIGHIT MUSIC,30,59,6,2957,2021-02-06,2021-02-06
66,spotify:track:2b8fOow8UzyDFAE27YhOZM,Maroon 5,Memories,Interscope Records*,66,73,6,2944,2021-02-06,2021-02-06
67,spotify:track:5SE57ljOIUJ1ybL9U6CuBH,BTS,DNA,BIGHIT MUSIC,35,62,6,2922,2021-02-06,2021-02-06
68,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,68,72,6,2906,2021-02-06,2021-02-06
69,spotify:track:5u1n1kITHCxxp8twBcZxWy,"Justin Bieber, Chance the Rapper",Holy (feat. Chance The Rapper),RBMG/Def Jam,59,70,6,2903,2021-02-06,2021-02-06
70,spotify:track:6hvczQ05jc1yGlp9zhb95V,BLACKPINK,Kill This Love,"YG Entertainment, distributed through Interscope Records",70,193,2,2875,2021-02-06,2021-02-06
71,spotify:track:2woXriAP3J52r5KlutnKzr,Jang Beom June,Your Shampoo Scent In The Flowers,"Genie Music Corporation, Stone Music Entertainment",71,112,5,2867,2021-02-06,2021-02-06
72,spotify:track:4lFT5k1oh0tqa8HX6N2HC5,BTS,00:00 (Zero O’Clock),BIGHIT MUSIC,47,68,6,2854,2021-02-06,2021-02-06
73,spotify:track:6KUE0HSSudAp9AOycaF6SH,BTS,Make It Right,BIGHIT MUSIC,45,66,6,2843,2021-02-06,2021-02-06
74,spotify:track:3NfgdU9mbIVhcJF3XvC0c9,OH MY GIRL,Dolphin,WM ENTERTAINMENT INC.,74,87,6,2833,2021-02-06,2021-02-06
75,spotify:track:3aW0ds4A4tSQDIp75FqWTo,BTS,FAKE LOVE,BIGHIT MUSIC,41,63,6,2804,2021-02-06,2021-02-06
76,spotify:track:2etHQJxIbV0soyPhelVs9Y,"Saweetie, Doja Cat",Best Friend (feat. Doja Cat),ICY/Warner Records,76,79,6,2780,2021-02-06,2021-02-06
77,spotify:track:24UdklPfDXaq7Pw5UfoWpc,BTS,We are Bulletproof : the Eternal,BIGHIT MUSIC,36,74,6,2755,2021-02-06,2021-02-06
78,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,78,111,6,2741,2021-02-06,2021-02-06
79,spotify:track:2bT1PH7Cw3J9p3t7nlXCdh,Shawn Mendes,If I Can't Have You,Island Records,75,75,6,2716,2021-02-06,2021-02-06
80,spotify:track:3Ml2s37uS9jqRM2R3bfDiB,Paul Kim,"Every day, Every Moment",SM Entertainment,80,106,4,2714,2021-02-06,2021-02-06
81,spotify:track:53BHUFdQphHiZUUG3nx9zn,AJR,Bang!,Black Butter,81,101,6,2706,2021-02-06,2021-02-06
82,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Republic Records,82,107,6,2696,2021-02-06,2021-02-06
83,spotify:track:6ft4hAq6yde8jPZY2i5zLr,"MEDUZA, Dermot Kennedy",Paradise (feat. Dermot Kennedy),Universal-Island Records Ltd.,83,93,6,2684,2021-02-06,2021-02-06
84,spotify:track:2wrJq5XKLnmhRXHIAf9xBa,"Dan + Shay, Justin Bieber","10,000 Hours (with Justin Bieber)",Warner Music Nashville,84,84,6,2682,2021-02-06,2021-02-06
85,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,"Shawn Mendes, Camila Cabello",Señorita,Island Records,77,77,5,2681,2021-02-06,2021-02-06
86,spotify:track:70eFcWOvlMObDhURTqT4Fv,"Ed Sheeran, Khalid",Beautiful People (feat. Khalid),Atlantic Records UK,55,80,6,2666,2021-02-06,2021-02-06
87,spotify:track:2lHmx4nJOTGHx2PkEFMADF,"lIlBOI, YUMDDA, GIRIBOY, Zion.T","CREDIT (Feat. YUMDDA, GIRIBOY, Zion.T)",Stone Music Entertainment,87,100,6,2660,2021-02-06,2021-02-06
