rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,Start_Date
115,spotify:track:3NfgdU9mbIVhcJF3XvC0c9,OH MY GIRL,Dolphin,WM ENTERTAINMENT INC.,70,123,47,1413,2021-03-19
116,spotify:track:2h9TDNEXRhcDIV3fsoEVq9,"Sam Fischer, Demi Lovato",What Other People Say,RCA Records Label,56,102,29,1410,2021-03-19
117,spotify:track:3y7ByLZ05tluscOTRgEJ9Y,"IU, G-DRAGON",Palette (feat. G-DRAGON),Fave Entertainment,59,91,8,1409,2021-03-19
118,spotify:track:3P3UA61WRQqwCXaoFOTENd,IU,Through the Night,Fave Entertainment,79,99,8,1405,2021-03-19
119,spotify:track:6mzkkz2p0Nyyp43Eedv4mS,HOMIES,Siren,G.M.S.P,75,85,44,1397,2021-03-19
120,spotify:track:4fFfyouye6vrX9o9z4PVMu,Lauv,Never Not,Lauv,48,111,47,1396,2021-03-19
121,spotify:track:3eZYOQO4UzKrUDYDghtnFw,Ariana Grande,test drive,Republic Records,5,115,29,1390,2021-03-19
122,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,"JP Saxe, Julia Michaels",If the World Was Ending (feat. Julia Michaels),Arista Records,73,109,47,1387,2021-03-19
123,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,105,47,1384,2021-03-19
124,spotify:track:3afkJSKX0EAMsJXTZnDXXJ,Troye Sivan,Strawberries & Cigarettes,EMI Recorded Music Australia Pty Ltd,81,128,47,1384,2021-03-19
125,spotify:track:7ytR5pFWmSjzHJIeQkgog4,"DaBaby, Roddy Ricch",ROCKSTAR (feat. Roddy Ricch),South Coast Music Group/Interscope Records,86,107,40,1382,2021-03-19
126,spotify:track:2Oycxb8QbPkpHTo8ZrmG0B,"Miley Cyrus, Dua Lipa",Prisoner (feat. Dua Lipa),RCA Records Label,50,110,47,1355,2021-03-19
127,spotify:track:0JL7DoEqAUcOntWmBuOSdh,"LeeHi, Crush",For You,AOMG,45,118,47,1344,2021-03-19
128,spotify:track:2dkFOWqyiVFS3xsQUEdBJG,BTS,Friends,BIGHIT MUSIC,15,106,47,1342,2021-03-19
129,spotify:track:6sI8Q7TTJeA9exw6hxEqq3,"MAX, SUGA",Blueberry Eyes (feat. SUGA of BTS),Colour Vision Records/Sony Music Entertainment,71,113,47,1339,2021-03-19
130,spotify:track:7K31QxS2DmTBxdYldd8yqf,"lIlBOI, GIRIBOY, BIG Naughty","Tomorrow (Feat. GIRIBOY, BIG Naughty)",Stone Music Entertainment,22,141,47,1330,2021-03-19
131,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,"Shawn Mendes, Camila Cabello",Señorita,Island Records,58,120,46,1328,2021-03-19
132,spotify:track:1Q6lzzQHM5dvtTCwcfeKDy,KANGDANIEL,PARANOIA,KONNECT Ent.,27,98,32,1323,2021-03-19
133,spotify:track:4Hl9rOqYomojCmxYfr25im,Lana Del Rey,White Dress,Polydor Records,133,-1,1,1322,2021-03-19
134,spotify:track:4lpvCG7eNzHAXwvMxWUNjz,"DPR IAN, DPR LIVE, CL",No Blueberries,DREAM PERFECT REGIME (DPR),57,112,14,1314,2021-03-19
135,spotify:track:5FiXhM80sP4yg6tEnHkZZn,i-dle,HWAA,Universal Music LLC,29,142,26,1305,2021-03-19
136,spotify:track:2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,Youngblood,Capitol,86,125,46,1301,2021-03-19
137,spotify:track:1tkg4EHVoqnhR6iFEXb60y,Pop Smoke,What You Know Bout Love,Victor Victor Worldwide,68,129,43,1298,2021-03-19
138,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,Harry Styles,Falling,Columbia,76,119,47,1294,2021-03-19
139,spotify:track:0742PcMPo2Akmo4vHC29VZ,"Jeremy Zucker, Chelsea Cutler",this is how you fall in love,Republic Records,90,137,42,1293,2021-03-19
140,spotify:track:6hvczQ05jc1yGlp9zhb95V,BLACKPINK,Kill This Love,"YG Entertainment, distributed through Interscope Records",66,136,43,1291,2021-03-19
141,spotify:track:4ZxOuNHhpyOj4gv52MtQpT,BLACKPINK,As If It's Your Last,YG Entertainment,113,144,39,1285,2021-03-19
142,spotify:track:4OBZT9EnhYIV17t4pGw7ig,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),MBK Entertainment/RCA Records,86,132,42,1285,2021-03-19
143,spotify:track:4Oun2ylbjFKMPTiaSbbCih,"Cardi B, Megan Thee Stallion",WAP (feat. Megan Thee Stallion),Atlantic/KSR,69,122,46,1281,2021-03-19
144,spotify:track:1RSBK5VWdjPjHEmRhAkS4Q,Bebe Rexha,Sacrifice,Warner Records,99,117,15,1279,2021-03-19
145,spotify:track:7hxHWCCAIIxFLCzvDgnQHX,"Internet Money, Gunna, Don Toliver, NAV",Lemonade (feat. NAV),Internet Money Records / TenThousand Projects,49,151,47,1274,2021-03-19
146,spotify:track:5BqwC9kOBbqYkzdOKeXFFk,JANNABI,for lovers who hesitate,PEPONI MUSIC,108,135,7,1273,2021-03-19
147,spotify:track:6FdShjf7nA2cqEnpv1tIia,NCT U,Make A Wish (Birthday Song),SM Entertainment,28,126,47,1269,2021-03-19
148,spotify:track:5GXAXm5YOmYT0kL5jHvYBt,"The Weeknd, Daft Punk",I Feel It Coming,Universal Republic Records,47,163,40,1265,2021-03-19
149,spotify:track:1YlulsUKDduOmC7WxvXYPW,Ruel,Painkiller,RCA Records Label,98,167,44,1261,2021-03-19
150,spotify:track:5xFoqABWVj4FIAf7vQX8FN,BTS,Spring Day,BIGHIT MUSIC,27,127,47,1250,2021-03-19
151,spotify:track:2bT1PH7Cw3J9p3t7nlXCdh,Shawn Mendes,If I Can't Have You,Island Records,55,130,47,1249,2021-03-19
152,spotify:track:39EXZNMxb4RBHlRjnRaOKp,V,Sweet Night,(주)블렌딩,32,124,47,1236,2021-03-19
153,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,"The Chainsmokers, Halsey",Closer,Disruptor Records/Columbia,100,146,44,1233,2021-03-19
154,spotify:track:017PF4Q3l4DBUiWoXk4OWT,Dua Lipa,Break My Heart,Warner Records,92,157,44,1231,2021-03-19
155,spotify:track:6z1kLsntE7FuzKZHZWrXYN,DEAN,instagram,Universal Music Ltd.,60,143,47,1226,2021-03-19
156,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,Republic Records,77,134,47,1222,2021-03-19
157,spotify:track:6ft4hAq6yde8jPZY2i5zLr,"MEDUZA, Dermot Kennedy",Paradise (feat. Dermot Kennedy),Universal-Island Records Ltd.,59,139,47,1217,2021-03-19
158,spotify:track:7MXtr93z4ltQzhfIxYnYWX,KyoungSeo,Shiny Star(2020),Engine of Dream,158,-1,3,1210,2021-03-19
159,spotify:track:3XoflnowYPFRPOh3uFvHcm,"DJ Snake, Selena Gomez",Selfish Love (with Selena Gomez),DJ Snake Music Productions Limited,18,87,15,1208,2021-03-19
160,spotify:track:6RUKPb4LETWmmr3iAEQktW,"The Chainsmokers, Coldplay",Something Just Like This,Disruptor Records/Columbia,114,148,39,1202,2021-03-19
161,spotify:track:5RBpjLAvyLfBHnf3TtB47W,"Alesso, Stray Kids, CORSAK",Going Dumb (with Stray Kids),Liquid State,161,-1,1,1201,2021-03-19
162,spotify:track:6MCjmGYlw6mQVWRFVgBRvB,YOASOBI,夜に駆ける,YOASOBI,107,140,39,1194,2021-03-19
163,spotify:track:4B6cJ34Mkfiu4Xo8t8QU7F,IU,Love poem,Kakao Entertainment,106,138,8,1190,2021-03-19
164,spotify:track:70eFcWOvlMObDhURTqT4Fv,"Ed Sheeran, Khalid",Beautiful People (feat. Khalid),Atlantic Records UK,55,176,47,1183,2021-03-19
165,spotify:track:4TaJlCXAkv1WKYODXmq75b,BTS,Black Swan,BIGHIT MUSIC,30,131,47,1173,2021-03-19
166,spotify:track:0cSkn2l67csUljEy0EEBPn,LiSA,炎,Sony Music Labels Inc.,86,121,41,1170,2021-03-19
167,spotify:track:22LAwLoDA5b4AaGSkg6bKW,Lil Mosey,Blueberry Faygo,Mogul Vision/Interscope Records,105,159,39,1165,2021-03-19
168,spotify:track:7iAgNZdotu40NwtoIWJHFe,"BLACKPINK, Cardi B",Bet You Wanna (feat. Cardi B),YG Entertainment/Interscope Records,56,161,38,1156,2021-03-19
169,spotify:track:696DnlkuDOXcMAnKlTgXXK,Arizona Zervas,ROXANNE,Arizona Zervas,127,196,30,1149,2021-03-19
170,spotify:track:64EDGnUytmCV7TfOo67810,NCT U,90's Love,SM Entertainment,39,158,43,1149,2021-03-19
171,spotify:track:1t9WgS8FN0534tLBRwbaxO,CJ,Whoopty,Warner Records,54,133,45,1149,2021-03-19
172,spotify:track:7IRknQOMvsycACYS1fVGex,"ASH ISLAND, Loopy",Error (Feat. Loopy),"Genie Music Corporation, Stone Music Entertainment",86,172,13,1145,2021-03-19
173,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,Atlantic Records UK,80,164,45,1139,2021-03-19
174,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,Atlantic Records UK,112,185,44,1137,2021-03-19
175,spotify:track:41CgzGD7xlgnJe14R4cqkL,Lauv,Paris in the Rain,Lauv,66,149,45,1134,2021-03-19
176,spotify:track:6LZ9FO9UsGIcTKbShnfNsG,"WATTS, Khalid",Feels (feat. Khalid),Keep Cool/RCA Records,113,152,8,1133,2021-03-19
177,spotify:track:2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy,Darkroom/Interscope Records,122,171,37,1124,2021-03-19
178,spotify:track:5cQB9fbuQCz4muQUFkv3rR,BTS,Serendipity (Full Length Edition),BIGHIT MUSIC,56,166,38,1120,2021-03-19
179,spotify:track:7szuecWAPwGoV1e5vGu8tl,The Weeknd,In Your Eyes,Republic Records,77,180,27,1115,2021-03-19
180,spotify:track:09IStsImFySgyp0pIQdqAc,"Zedd, Maren Morris, Grey",The Middle,UMGRI Interscope,129,165,43,1113,2021-03-19
181,spotify:track:4a6q8CR2hzLk2plDkSxkfD,Bazzi,I.F.L.Y.,iamcosmic,136,-1,11,1110,2021-03-19
182,spotify:track:4MzXwWMhyBbmu6hOcLVD49,"Bad Bunny, JHAYCO",DÁKITI,Rimas Entertainment LLC,86,162,40,1103,2021-03-19
183,spotify:track:5YaskwnGDZFDRipaqzbwQx,"ATB, Topic, A7S",Your Love (9PM),Virgin,138,156,19,1101,2021-03-19
184,spotify:track:6tCssnvTUREcperDOUTqvA,ITZY,WANNABE,Republic Records - ITZY,92,168,29,1100,2021-03-19
