rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,Start_Date
37,spotify:track:462OPOKW0VMbvW9H7HIb0U,SHINee,Don't Call Me,SM Entertainment,2,35,33,3509,2021-03-26
38,spotify:track:6JeleVHUHrdvgiFESE33ZU,ASH ISLAND,MELODY,"Genie Music Corporation, Stone Music Entertainment",13,38,28,3400,2021-03-26
39,spotify:track:3S8jK1mGzQi24ilFb45DAZ,"Justin Bieber, benny blanco",Lonely (with benny blanco),RBMG/Def Jam,33,42,35,3158,2021-03-26
40,spotify:track:6Im9k8u9iIzKMrmV7BWtlF,Ariana Grande,34+35,Republic Records,8,40,54,3072,2021-03-26
41,spotify:track:5KawlOMHjWeUjQtnuRs22c,"BTS, Halsey",Boy With Luv (feat. Halsey),BIGHIT MUSIC,5,39,54,3055,2021-03-26
42,spotify:track:3T03rPwlL8NVk1yIaxeD8U,Justin Bieber,Off My Face,RBMG/Def Jam,30,43,8,2920,2021-03-26
43,spotify:track:3aQem4jVGdhtg116TmJnHz,Drake,What’s Next,OVO,3,41,22,2881,2021-03-26
44,spotify:track:5pcjystBtalYeqaiXCcgEY,"Taylor Swift, Maren Morris",You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),Taylor Swift,44,-1,1,2763,2021-03-26
45,spotify:track:3BZEcbdtXQSo7OrvKRJ6mb,Lil Nas X,MONTERO (Call Me By Your Name),Columbia,45,-1,1,2705,2021-03-26
46,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,"24kGoldn, iann dior",Mood (feat. iann dior),Records/Columbia,15,55,54,2664,2021-03-26
47,spotify:track:5NU40QTlXrDUJzDBdv79bg,Justin Bieber,Deserve You,RBMG/Def Jam,31,48,8,2647,2021-03-26
48,spotify:track:7muTXW7kGytN3zdomku6FV,SUNMI,TAIL,ABYSS COMPANY,7,49,32,2628,2021-03-26
49,spotify:track:4SFknyjLcyTLJFPKD2m96o,BLACKPINK,How You Like That,YG Entertainment/Interscope Records,5,44,54,2565,2021-03-26
50,spotify:track:27UcQ6dAvQrgH9C880rCM3,"Justin Bieber, BEAM",Love You Different (feat. BEAM),RBMG/Def Jam,32,51,8,2554,2021-03-26
51,spotify:track:35mvY5S1H3J2QZyna3TFe0,Ariana Grande,positions,Republic Records,11,46,54,2549,2021-03-26
52,spotify:track:3YJJjQPAbDT7mGpX3WtQ9A,SZA,Good Days,Top Dawg Entertainment/RCA Records,12,45,54,2538,2021-03-26
53,spotify:track:7Igh1mqghlHz5dimfQV85G,"MIRANI, Munchman, Khundi Panda, MUSHVENOM, GroovyRoom, JUSTHIS",VVS (Feat. JUSTHIS) (Prod. GroovyRoom),Genie Music Corporation,5,52,54,2532,2021-03-26
54,spotify:track:7FdUvDkaE24o3FPIWTvzv2,Imagine Dragons,Follow You,KIDinaKORNER/Interscope Records,44,50,15,2524,2021-03-26
55,spotify:track:137mSruegm1u6x9NvwiagR,"Justin Bieber, The Kid LAROI",Unstable (feat. The Kid LAROI),RBMG/Def Jam,32,47,8,2496,2021-03-26
56,spotify:track:6SvC0ocJPoolWLaEV8UE58,Jessi,What Type of X,P NATION,42,60,10,2425,2021-03-26
57,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,25,54,54,2332,2021-03-26
58,spotify:track:6I3mqTwhRpn34SLVafSH7G,Justin Bieber,Ghost,RBMG/Def Jam,41,61,8,2321,2021-03-26
59,spotify:track:60ynsPSSKe6O3sfwRnIBRf,Doja Cat,Streets,Kemosabe Records/RCA Records,27,58,54,2206,2021-03-26
60,spotify:track:0n2moJpAEWHwaPYYjkzMDl,BTS,Blue & Grey,BIGHIT MUSIC,3,53,54,2179,2021-03-26
61,spotify:track:0CnpSTdL9l5vQM4YnzXtyo,IZ*ONE,Panorama,"OFF THE RECORD Entertainment, SWING Entertainment",15,56,54,2142,2021-03-26
62,spotify:track:2etHQJxIbV0soyPhelVs9Y,"Saweetie, Doja Cat",Best Friend (feat. Doja Cat),ICY/Warner Records,22,59,54,2140,2021-03-26
63,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,33,57,54,2101,2021-03-26
64,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,"Travis Scott, HVME",Goosebumps - Remix,Cactus Jack/Epic,31,64,52,2089,2021-03-26
65,spotify:track:2qwplOI7upNGwg2mLVrraw,DPR IAN,Nerves,DREAM PERFECT REGIME (DPR),46,83,15,2087,2021-03-26
66,spotify:track:7wDVvxMUdW5MtJUqFtuXUz,CHUNG HA,Bicycle,MNH ENTERTAINMENT,16,71,40,2084,2021-03-26
67,spotify:track:3y7ByLZ05tluscOTRgEJ9Y,"IU, G-DRAGON",Palette (feat. G-DRAGON),Fave Entertainment,59,76,15,2078,2021-03-26
68,spotify:track:27OeeYzk6klgBh83TSvGMA,The Kid LAROI,WITHOUT YOU,Columbia,32,63,54,2077,2021-03-26
69,spotify:track:5Kskr9LcNYa0tpt5f0ZEJx,"Lil Tjay, 6LACK",Calling My Phone,Columbia,12,62,43,2075,2021-03-26
70,spotify:track:2tB9OFgAHjAds3cqquLlvp,"Justin Bieber, Burna Boy",Loved By You (feat. Burna Boy),RBMG/Def Jam,41,68,8,2070,2021-03-26
71,spotify:track:3apeXzypBMnUfYcZYNX6DH,TWICE,I CAN'T STOP ME,Republic Records - TWICE,16,65,54,2050,2021-03-26
72,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,27,70,54,2049,2021-03-26
73,spotify:track:6mzkkz2p0Nyyp43Eedv4mS,HOMIES,Siren,G.M.S.P,63,80,51,2044,2021-03-26
74,spotify:track:0oaY19dUwZimIgzn3ZZLZO,Justin Bieber,2 Much,RBMG/Def Jam,36,73,8,2025,2021-03-26
75,spotify:track:21jGcNKet2qwijlDFuPiPb,Post Malone,Circles,Republic Records,26,67,54,1997,2021-03-26
76,spotify:track:2BgEsaKNfHUdlh97KmvFyo,Anne-Marie,2002,Atlantic Records UK,24,69,54,1953,2021-03-26
77,spotify:track:3Wu4lFjkhcXxB6WWaX9gtr,TAEYEON,What Do I Call You,SM Entertainment,27,85,54,1907,2021-03-26
78,spotify:track:3buwFfY33H32wfZ6X9poV3,Justin Bieber,Somebody,RBMG/Def Jam,48,79,8,1904,2021-03-26
79,spotify:track:0hqj5JBnFt1BHEz2UCFwrl,AKMU,"How can I love the heartbreak, you're the one I love",YG Entertainment,33,84,54,1890,2021-03-26
80,spotify:track:1t2qYCAjUAoGfeFeoBlK51,aespa,Black Mamba,SM Entertainment,9,75,54,1888,2021-03-26
81,spotify:track:4as4XEOR03oGm1STUKl6pa,IU,BBIBBI,Kakao Entertainment,64,86,15,1872,2021-03-26
82,spotify:track:3QH8rQGNFX8VLbCgZ7uPTS,BTS,Fly To My Room,BIGHIT MUSIC,4,66,54,1859,2021-03-26
83,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,Vertigo Berlin,34,72,54,1857,2021-03-26
84,spotify:track:7aely3H8kMj9o0gt6vXHE1,"Justin Bieber, Dominic Fike",Die For You (feat. Dominic Fike),RBMG/Def Jam,44,74,8,1842,2021-03-26
85,spotify:track:06eq0M1eZRcIIRfx6d00nu,CHANGMO,METEOR,"Genie Music Corporation, Stone Music Entertainment",26,77,54,1841,2021-03-26
86,spotify:track:4cG7HUWYHBV6R6tHn1gxrl,"Riton, Nightcrawlers, Mufasa & Hypeman, Mufasa, Dopamine",Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Ministry of Sound Recordings,86,118,22,1765,2021-03-26
87,spotify:track:2I2AqFb0f9UNnolWc2MafC,AJR,Bang!,Black Butter,39,126,54,1742,2021-03-26
88,spotify:track:2FVpOsjT1iquZ3SpCjZ9Ne,BTS,Telepathy,BIGHIT MUSIC,9,78,54,1736,2021-03-26
89,spotify:track:0KVClXxsZEKkyWRNXeRFrE,IU,Hold my hand,Kakao Entertainment,69,81,15,1734,2021-03-26
90,spotify:track:54DmTIv86D3sYdiawjULQ0,BTS,Dis-ease,BIGHIT MUSIC,6,82,54,1731,2021-03-26
91,spotify:track:0kGnxJUOZgCemWBfpgVe6H,Simon Dominic,Party Forever,"Genie Music Corporation, Stone Music Entertainment",64,123,17,1703,2021-03-26
92,spotify:track:1Y8tCOCqwav6RBvfNjYphx,"lIlBOI, Wonstein",FRIENDS,Genie Music Corporation,30,95,27,1700,2021-03-26
93,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Republic Records,41,92,54,1697,2021-03-26
94,spotify:track:2P91MQbaiQOfbiz9VqhqKQ,Lauv,I Like Me Better,Lauv,31,90,54,1682,2021-03-26
95,spotify:track:3cbLHmmEPvTgHKvl53WYiy,BTS,ON,BIGHIT MUSIC,8,94,54,1664,2021-03-26
96,spotify:track:0JL7DoEqAUcOntWmBuOSdh,"LeeHi, Crush",For You,AOMG,45,115,54,1661,2021-03-26
97,spotify:track:2b8fOow8UzyDFAE27YhOZM,Maroon 5,Memories,Interscope Records*,36,97,54,1648,2021-03-26
98,spotify:track:5xFoqABWVj4FIAf7vQX8FN,BTS,Spring Day,BIGHIT MUSIC,27,93,54,1639,2021-03-26
99,spotify:track:4TgxFMOn5yoESW6zCidCXL,"Jawsh 685, Jason Derulo, BTS",Savage Love (Laxed – Siren Beat) [BTS Remix],Columbia,36,88,54,1630,2021-03-26
100,spotify:track:5yVdSyfWGh8EvolcR2fGFU,BTS,Filter,BIGHIT MUSIC,13,89,54,1621,2021-03-26
101,spotify:track:3ndCsZfq8OVwwkz9mmZvUz,BTS,Stay,BIGHIT MUSIC,7,87,54,1618,2021-03-26
102,spotify:track:3P3UA61WRQqwCXaoFOTENd,IU,Through the Night,Fave Entertainment,79,100,15,1595,2021-03-26
103,spotify:track:1J14CdDAvBTE1AJYUOwl6C,Duncan Laurence,Arcade,"Universal Music, a division of Universal International Music BV",75,96,29,1569,2021-03-26
104,spotify:track:18uwL0vNUanqZH0ro2QcOP,Jeremy Zucker,comethru,Republic Records,40,106,54,1564,2021-03-26
105,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,76,103,45,1562,2021-03-26
106,spotify:track:54bFM56PmE4YLRnqpW6Tha,Billie Eilish,Therefore I Am,Darkroom/Interscope Records,23,102,54,1562,2021-03-26
107,spotify:track:1KixkQVDUHggZMU9dUobgm,Ava Max,My Head & My Heart,Atlantic Records,79,111,39,1547,2021-03-26
108,spotify:track:3CYH422oy1cZNoo0GTG1TK,Red Velvet,Psycho,SM Entertainment,27,101,54,1543,2021-03-26
109,spotify:track:1XnpzbOGptRwfJhZgLbmSr,BLACKPINK,Pretty Savage,YG Entertainment/Interscope Records,22,91,54,1533,2021-03-26
110,spotify:track:4umIPjkehX1r7uhmGvXiSV,"Justin Bieber, Quavo",Intentions (feat. Quavo),RBMG/Def Jam,65,108,54,1520,2021-03-26
111,spotify:track:13On7DYsJ3IrWxBWuOwM8t,Yerin Baek,Square (2017),Blue Vinyl,51,105,54,1518,2021-03-26
112,spotify:track:4HBZA5flZLE435QTztThqH,"Ariana Grande, Justin Bieber",Stuck with U (with Justin Bieber),"Ariana Grande & Justin Bieber ""Stuck With U""- Charity",36,109,54,1508,2021-03-26
113,spotify:track:3QyoC6OvQUmpQwQZ18iaTs,Conan Gray,Overdrive,Universal Records,34,98,36,1490,2021-03-26
114,spotify:track:45bE4HXI0AwGZXfZtMp8JR,Tate McRae,you broke me first,RCA Records Label,35,117,54,1478,2021-03-26
115,spotify:track:3Z8FwOEN59mRMxDCtb8N0A,"Marshmello, Halsey",Be Kind (with Halsey),Astralwerks,47,112,54,1466,2021-03-26
116,spotify:track:5hnbE5BF2e8BCk9OMR1UVC,BTS,Mikrokosmos,BIGHIT MUSIC,18,104,38,1458,2021-03-26
117,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,107,54,1456,2021-03-26
118,spotify:track:6KfoDhO4XUWSbnyKjNp9c4,Conan Gray,Maniac,Republic Records,59,120,54,1452,2021-03-26
119,spotify:track:10Z9RbwrTbQ0gQeNRJ2dC1,Justin Bieber,Lifetime,RBMG/Def Jam,119,-1,1,1442,2021-03-26
120,spotify:track:3jjujdWJ72nww5eGnfs2E7,Harry Styles,Adore You,Columbia,68,110,52,1441,2021-03-26
121,spotify:track:0siYMEsGrzzzlWLXK5zJfS,"Joel Corry, RAYE, David Guetta",BED,Perfect Havoc / Asylum Records,121,144,7,1437,2021-03-26
122,spotify:track:2h9TDNEXRhcDIV3fsoEVq9,"Sam Fischer, Demi Lovato",What Other People Say,RCA Records Label,56,119,36,1436,2021-03-26
123,spotify:track:2dkFOWqyiVFS3xsQUEdBJG,BTS,Friends,BIGHIT MUSIC,15,99,54,1432,2021-03-26
124,spotify:track:3eZYOQO4UzKrUDYDghtnFw,Ariana Grande,test drive,Republic Records,5,137,36,1425,2021-03-26
125,spotify:track:2wrJq5XKLnmhRXHIAf9xBa,"Dan + Shay, Justin Bieber","10,000 Hours (with Justin Bieber)",Warner Music Nashville,74,113,54,1411,2021-03-26
126,spotify:track:4lpvCG7eNzHAXwvMxWUNjz,"DPR IAN, DPR LIVE, CL",No Blueberries,DREAM PERFECT REGIME (DPR),57,122,21,1398,2021-03-26
127,spotify:track:4JUPEh2DVSXFGExu4Uxevz,"BLACKPINK, Selena Gomez",Ice Cream (with Selena Gomez),YG Entertainment/Interscope Records,23,114,54,1387,2021-03-26
128,spotify:track:5BqwC9kOBbqYkzdOKeXFFk,JANNABI,for lovers who hesitate,PEPONI MUSIC,104,141,14,1378,2021-03-26
129,spotify:track:4vjpLMyL3ZO6aphdYr8XYw,"Lauv, Troye Sivan",i'm so tired...,Lauv,74,125,54,1365,2021-03-26
130,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,Doja Cat,Say So,Kemosabe Records/RCA Records,91,145,46,1353,2021-03-26
131,spotify:track:3NfgdU9mbIVhcJF3XvC0c9,OH MY GIRL,Dolphin,WM ENTERTAINMENT INC.,70,131,54,1349,2021-03-26
132,spotify:track:5iIpbD34k4wnuRMZDNnuWf,HyunA,I'm Not Cool,P NATION,87,133,17,1348,2021-03-26
133,spotify:track:4QogPJfnO1pZWwJ0cbwFJE,GIRIBOY,Spacetime,Linchpin Music Corp.,84,175,5,1348,2021-03-26
134,spotify:track:2woXriAP3J52r5KlutnKzr,Jang Beom June,Your Shampoo Scent In The Flowers,"Genie Music Corporation, Stone Music Entertainment",65,130,53,1340,2021-03-26
135,spotify:track:7Acvy2L38SCipAeMPOK8Ro,LeeHi,HOLO,"Genie Music Corporation, Stone Music Entertainment",57,164,54,1330,2021-03-26
136,spotify:track:0742PcMPo2Akmo4vHC29VZ,"Jeremy Zucker, Chelsea Cutler",this is how you fall in love,Republic Records,90,138,49,1328,2021-03-26
137,spotify:track:1Q6lzzQHM5dvtTCwcfeKDy,KANGDANIEL,PARANOIA,KONNECT Ent.,27,160,39,1317,2021-03-26
138,spotify:track:4ecVWqbtW6phQGpZMAyqIU,ITZY,Not Shy,Republic Records - ITZY,29,129,54,1313,2021-03-26
139,spotify:track:59ltMnCjkPJqUM4pBlc1o2,"Justin Bieber, Lil Uzi Vert",There She Go (feat. Lil Uzi Vert),RBMG/Def Jam,139,-1,1,1310,2021-03-26
140,spotify:track:6sI8Q7TTJeA9exw6hxEqq3,"MAX, SUGA",Blueberry Eyes (feat. SUGA of BTS),Colour Vision Records/Sony Music Entertainment,71,132,54,1307,2021-03-26
141,spotify:track:7ju97lgwC2rKQ6wwsf9no9,"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),Interscope,48,121,54,1304,2021-03-26
142,spotify:track:7K31QxS2DmTBxdYldd8yqf,"lIlBOI, GIRIBOY, BIG Naughty","Tomorrow (Feat. GIRIBOY, BIG Naughty)",Stone Music Entertainment,22,161,54,1294,2021-03-26
143,spotify:track:079Ey5uxL04AKPQgVQwx5h,"Selena Gomez, Rauw Alejandro",Baila Conmigo (with Rauw Alejandro),Selena Gomez Latin Project,41,124,54,1288,2021-03-26
144,spotify:track:7MXtr93z4ltQzhfIxYnYWX,KyoungSeo,Shiny Star(2020),Engine of Dream,88,148,10,1286,2021-03-26
145,spotify:track:7ytR5pFWmSjzHJIeQkgog4,"DaBaby, Roddy Ricch",ROCKSTAR (feat. Roddy Ricch),South Coast Music Group/Interscope Records,86,149,47,1280,2021-03-26
146,spotify:track:2Oycxb8QbPkpHTo8ZrmG0B,"Miley Cyrus, Dua Lipa",Prisoner (feat. Dua Lipa),RCA Records Label,50,154,54,1275,2021-03-26
147,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,"JP Saxe, Julia Michaels",If the World Was Ending (feat. Julia Michaels),Arista Records,73,128,54,1270,2021-03-26
148,spotify:track:4OBZT9EnhYIV17t4pGw7ig,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),MBK Entertainment/RCA Records,86,136,49,1268,2021-03-26
149,spotify:track:2bT1PH7Cw3J9p3t7nlXCdh,Shawn Mendes,If I Can't Have You,Island Records,55,143,54,1268,2021-03-26
150,spotify:track:4fFfyouye6vrX9o9z4PVMu,Lauv,Never Not,Lauv,48,147,54,1261,2021-03-26
151,spotify:track:1HbA4N1MiOsPthALesGFR1,"Shawn Mendes, Justin Bieber",Monster (Shawn Mendes & Justin Bieber),Shawn Mendes LP4-5 PS/ Island,25,127,54,1260,2021-03-26
152,spotify:track:1Tf0qifzTHdDC9RnTW9Di3,Nick Jonas,Spaceman,Island Records,135,152,19,1258,2021-03-26
153,spotify:track:39EXZNMxb4RBHlRjnRaOKp,V,Sweet Night,(주)블렌딩,32,140,54,1245,2021-03-26
154,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,"The Chainsmokers, Halsey",Closer,Disruptor Records/Columbia,100,156,51,1243,2021-03-26
155,spotify:track:6ft4hAq6yde8jPZY2i5zLr,"MEDUZA, Dermot Kennedy",Paradise (feat. Dermot Kennedy),Universal-Island Records Ltd.,59,155,54,1243,2021-03-26
156,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,Harry Styles,Falling,Columbia,76,139,54,1241,2021-03-26
157,spotify:track:65OVbaJR5O1RmwOQx0875b,"Drake, Lil Baby",Wants and Needs (feat. Lil Baby),OVO,17,193,22,1236,2021-03-26
158,spotify:track:6hvczQ05jc1yGlp9zhb95V,BLACKPINK,Kill This Love,"YG Entertainment, distributed through Interscope Records",66,142,50,1226,2021-03-26
159,spotify:track:4TaJlCXAkv1WKYODXmq75b,BTS,Black Swan,BIGHIT MUSIC,30,134,54,1222,2021-03-26
160,spotify:track:4MzXwWMhyBbmu6hOcLVD49,"Bad Bunny, JHAYCO",DÁKITI,Rimas Entertainment LLC,86,162,47,1219,2021-03-26
161,spotify:track:3Uo7WG0vmLQ07WB4BDwy7D,Taylor Swift,willow,Taylor Swift,23,116,54,1219,2021-03-26
162,spotify:track:6z1kLsntE7FuzKZHZWrXYN,DEAN,instagram,Universal Music Ltd.,60,157,54,1216,2021-03-26
163,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,"Shawn Mendes, Camila Cabello",Señorita,Island Records,58,146,53,1215,2021-03-26
164,spotify:track:5OdNjYTpLjuDDPCBNWonRX,"Pink Sweat$, Kehlani",At My Worst (feat. Kehlani),Atlantic Records,164,177,4,1211,2021-03-26
165,spotify:track:6FdShjf7nA2cqEnpv1tIia,NCT U,Make A Wish (Birthday Song),SM Entertainment,28,168,54,1208,2021-03-26
166,spotify:track:3afkJSKX0EAMsJXTZnDXXJ,Troye Sivan,Strawberries & Cigarettes,EMI Recorded Music Australia Pty Ltd,81,172,54,1200,2021-03-26
167,spotify:track:4Oun2ylbjFKMPTiaSbbCih,"Cardi B, Megan Thee Stallion",WAP (feat. Megan Thee Stallion),Atlantic/KSR,69,153,53,1199,2021-03-26
168,spotify:track:1RSBK5VWdjPjHEmRhAkS4Q,Bebe Rexha,Sacrifice,Warner Records,99,165,22,1196,2021-03-26
169,spotify:track:6MCjmGYlw6mQVWRFVgBRvB,YOASOBI,夜に駆ける,YOASOBI,107,163,46,1193,2021-03-26
170,spotify:track:2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,Youngblood,Capitol,86,135,53,1190,2021-03-26
171,spotify:track:5SE57ljOIUJ1ybL9U6CuBH,BTS,DNA,BIGHIT MUSIC,35,151,42,1189,2021-03-26
172,spotify:track:7hxHWCCAIIxFLCzvDgnQHX,"Internet Money, Gunna, Don Toliver, NAV",Lemonade (feat. NAV),Internet Money Records / TenThousand Projects,49,183,54,1179,2021-03-26
173,spotify:track:1tkg4EHVoqnhR6iFEXb60y,Pop Smoke,What You Know Bout Love,Victor Victor Worldwide,68,166,50,1179,2021-03-26
174,spotify:track:5YaskwnGDZFDRipaqzbwQx,"ATB, Topic, A7S",Your Love (9PM),Virgin,138,-1,23,1176,2021-03-26
175,spotify:track:382vwoXF6ksNuaPbMYiQy6,"YANG YO SEOP, JEONG EUN JI","LOVE DAY (2021) (Romance 101 X Yang Yoseop, Jeong Eun Ji)","TOON STUDIO, NEUL",155,184,7,1172,2021-03-26
176,spotify:track:5FiXhM80sP4yg6tEnHkZZn,i-dle,HWAA,Universal Music LLC,29,176,33,1167,2021-03-26
177,spotify:track:1hyyH6xSgtcgwpNOR9cX1t,Jukjae,Do you want to walk with me? (Romance 101 X Jukjae),"TOON STUDIO, NEUL",151,178,7,1163,2021-03-26
178,spotify:track:5rZkRaL4AjykFgw49KULyo,"DPR LIVE, Crush, eaJ",Jam & Butterfly,DREAM PERFECT REGIME (DPR),142,186,24,1154,2021-03-26
179,spotify:track:0cSkn2l67csUljEy0EEBPn,LiSA,炎,Sony Music Labels Inc.,86,159,48,1154,2021-03-26
180,spotify:track:4ZxOuNHhpyOj4gv52MtQpT,BLACKPINK,As If It's Your Last,YG Entertainment,113,173,46,1153,2021-03-26
181,spotify:track:1YlulsUKDduOmC7WxvXYPW,Ruel,Painkiller,RCA Records Label,98,179,51,1151,2021-03-26
182,spotify:track:05EjphKqE2EJVMy0iORf1l,24kGoldn,Love Or Lust,Records/Columbia,182,-1,1,1150,2021-03-26
183,spotify:track:5cQB9fbuQCz4muQUFkv3rR,BTS,Serendipity (Full Length Edition),BIGHIT MUSIC,56,150,44,1147,2021-03-26
