rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,Start_Date,Week,Year,Start_Date_Dt,Artist,ArtistCount,lenOnCharts,Position_Difference
38,spotify:track:54DmTIv86D3sYdiawjULQ0,BTS,Dis-ease,BIGHIT MUSIC,6,49,36,1958,2021-03-08,10,2021,2021-03-08,BTS,1,8,13
48,spotify:track:54DmTIv86D3sYdiawjULQ0,BTS,Dis-ease,BIGHIT MUSIC,6,38,37,1800,2021-03-09,10,2021,2021-03-09,BTS,1,8,-11
45,spotify:track:54DmTIv86D3sYdiawjULQ0,BTS,Dis-ease,BIGHIT MUSIC,6,48,38,1848,2021-03-10,10,2021,2021-03-10,BTS,1,8,10
53,spotify:track:54DmTIv86D3sYdiawjULQ0,BTS,Dis-ease,BIGHIT MUSIC,6,45,39,1755,2021-03-11,10,2021,2021-03-11,BTS,1,8,-3
63,spotify:track:54DmTIv86D3sYdiawjULQ0,BTS,Dis-ease,BIGHIT MUSIC,6,53,40,1713,2021-03-12,10,2021,2021-03-12,BTS,1,8,8
76,spotify:track:54DmTIv86D3sYdiawjULQ0,BTS,Dis-ease,BIGHIT MUSIC,6,63,41,1500,2021-03-13,10,2021,2021-03-13,BTS,1,8,10
47,spotify:track:54DmTIv86D3sYdiawjULQ0,BTS,Dis-ease,BIGHIT MUSIC,6,76,42,1904,2021-03-14,10,2021,2021-03-14,BTS,1,8,13
51,spotify:track:54DmTIv86D3sYdiawjULQ0,BTS,Dis-ease,BIGHIT MUSIC,6,47,43,1953,2021-03-15,11,2021,2021-03-15,BTS,1,8,-29
51,spotify:track:54DmTIv86D3sYdiawjULQ0,BTS,Dis-ease,BIGHIT MUSIC,6,51,44,1956,2021-03-16,11,2021,2021-03-16,BTS,1,8,4
59,spotify:track:54DmTIv86D3sYdiawjULQ0,BTS,Dis-ease,BIGHIT MUSIC,6,51,45,1867,2021-03-17,11,2021,2021-03-17,BTS,1,8,0
65,spotify:track:54DmTIv86D3sYdiawjULQ0,BTS,Dis-ease,BIGHIT MUSIC,6,59,46,1763,2021-03-18,11,2021,2021-03-18,BTS,1,8,8
77,spotify:track:54DmTIv86D3sYdiawjULQ0,BTS,Dis-ease,BIGHIT MUSIC,6,65,47,1745,2021-03-19,11,2021,2021-03-19,BTS,1,8,6
101,spotify:track:54DmTIv86D3sYdiawjULQ0,BTS,Dis-ease,BIGHIT MUSIC,6,77,48,1413,2021-03-20,11,2021,2021-03-20,BTS,1,8,12
84,spotify:track:54DmTIv86D3sYdiawjULQ0,BTS,Dis-ease,BIGHIT MUSIC,6,101,49,1562,2021-03-21,11,2021,2021-03-21,BTS,1,8,24
74,spotify:track:54DmTIv86D3sYdiawjULQ0,BTS,Dis-ease,BIGHIT MUSIC,6,84,50,1797,2021-03-22,12,2021,2021-03-22,BTS,1,8,-17
76,spotify:track:54DmTIv86D3sYdiawjULQ0,BTS,Dis-ease,BIGHIT MUSIC,6,74,51,1765,2021-03-23,12,2021,2021-03-23,BTS,1,8,-10
78,spotify:track:54DmTIv86D3sYdiawjULQ0,BTS,Dis-ease,BIGHIT MUSIC,6,76,52,1707,2021-03-24,12,2021,2021-03-24,BTS,1,8,2
82,spotify:track:54DmTIv86D3sYdiawjULQ0,BTS,Dis-ease,BIGHIT MUSIC,6,78,53,1845,2021-03-25,12,2021,2021-03-25,BTS,1,8,2
90,spotify:track:54DmTIv86D3sYdiawjULQ0,BTS,Dis-ease,BIGHIT MUSIC,6,82,54,1731,2021-03-26,12,2021,2021-03-26,BTS,1,8,4
89,spotify:track:54DmTIv86D3sYdiawjULQ0,BTS,Dis-ease,BIGHIT MUSIC,6,90,55,1660,2021-03-27,12,2021,2021-03-27,BTS,1,8,8
88,spotify:track:54DmTIv86D3sYdiawjULQ0,BTS,Dis-ease,BIGHIT MUSIC,6,89,56,1703,2021-03-28,12,2021,2021-03-28,BTS,1,8,-1
86,spotify:track:54DmTIv86D3sYdiawjULQ0,BTS,Dis-ease,BIGHIT MUSIC,6,88,57,1809,2021-03-29,13,2021,2021-03-29,BTS,1,8,-1
96,spotify:track:54DmTIv86D3sYdiawjULQ0,BTS,Dis-ease,BIGHIT MUSIC,6,86,58,1751,2021-03-30,13,2021,2021-03-30,BTS,1,8,-2
101,spotify:track:54DmTIv86D3sYdiawjULQ0,BTS,Dis-ease,BIGHIT MUSIC,6,96,59,1730,2021-03-31,13,2021,2021-03-31,BTS,1,8,10
152,spotify:track:4IzofHMmUybZv3myzHlZE7,BTS,Dope,BIGHIT MUSIC,152,-1,1,1131,2021-02-01,5,2021,2021-02-01,BTS,1,0,0
95,spotify:track:4IzofHMmUybZv3myzHlZE7,BTS,Dope,BIGHIT MUSIC,95,152,2,3842,2021-02-02,5,2021,2021-02-02,BTS,1,0,153
127,spotify:track:4IzofHMmUybZv3myzHlZE7,BTS,Dope,BIGHIT MUSIC,95,95,3,2898,2021-02-03,5,2021,2021-02-03,BTS,1,0,-57
157,spotify:track:4IzofHMmUybZv3myzHlZE7,BTS,Dope,BIGHIT MUSIC,95,127,4,2437,2021-02-04,5,2021,2021-02-04,BTS,1,0,32
189,spotify:track:4c1WgUnHXq2LEncGHKgj1I,"BTS, Charli xcx",Dream Glow (BTS World Original Soundtrack) (Pt. 1),BIGHIT MUSIC,189,-1,1,1006,2021-02-01,5,2021,2021-02-01,BTS,1,0,0
148,spotify:track:4c1WgUnHXq2LEncGHKgj1I,"BTS, Charli xcx",Dream Glow (BTS World Original Soundtrack) (Pt. 1),BIGHIT MUSIC,148,189,2,2984,2021-02-02,5,2021,2021-02-02,BTS,1,0,190
164,spotify:track:4c1WgUnHXq2LEncGHKgj1I,"BTS, Charli xcx",Dream Glow (BTS World Original Soundtrack) (Pt. 1),BIGHIT MUSIC,148,148,3,2586,2021-02-03,5,2021,2021-02-03,BTS,1,0,-41
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,-1,1,14383,2021-02-01,5,2021,2021-02-01,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,2,30389,2021-02-02,5,2021,2021-02-02,BTS,1,8,2
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,3,21760,2021-02-03,5,2021,2021-02-03,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,4,18559,2021-02-04,5,2021,2021-02-04,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,5,16721,2021-02-05,5,2021,2021-02-05,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,6,15190,2021-02-06,5,2021,2021-02-06,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,7,14514,2021-02-07,5,2021,2021-02-07,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,8,14647,2021-02-08,6,2021,2021-02-08,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,9,10311,2021-02-09,6,2021,2021-02-09,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,10,8886,2021-02-10,6,2021,2021-02-10,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,11,8041,2021-02-11,6,2021,2021-02-11,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,12,7006,2021-02-12,6,2021,2021-02-12,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,13,6817,2021-02-13,6,2021,2021-02-13,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,14,6358,2021-02-14,6,2021,2021-02-14,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,15,7381,2021-02-15,7,2021,2021-02-15,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,16,6834,2021-02-16,7,2021,2021-02-16,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,17,6775,2021-02-17,7,2021,2021-02-17,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,18,6932,2021-02-18,7,2021,2021-02-18,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,19,7620,2021-02-19,7,2021,2021-02-19,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,20,7028,2021-02-20,7,2021,2021-02-20,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,21,7108,2021-02-21,7,2021,2021-02-21,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,22,7199,2021-02-22,8,2021,2021-02-22,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,23,7268,2021-02-23,8,2021,2021-02-23,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,24,7071,2021-02-24,8,2021,2021-02-24,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,25,6926,2021-02-25,8,2021,2021-02-25,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,26,6982,2021-02-26,8,2021,2021-02-26,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,27,6651,2021-02-27,8,2021,2021-02-27,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,28,6547,2021-02-28,8,2021,2021-02-28,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,29,6348,2021-03-01,9,2021,2021-03-01,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,30,6850,2021-03-02,9,2021,2021-03-02,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,31,6616,2021-03-03,9,2021,2021-03-03,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,32,6638,2021-03-04,9,2021,2021-03-04,BTS,1,8,0
1,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,33,6653,2021-03-05,9,2021,2021-03-05,BTS,1,8,0
2,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,1,34,6292,2021-03-06,9,2021,2021-03-06,BTS,1,8,0
2,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,2,35,6379,2021-03-07,9,2021,2021-03-07,BTS,1,8,1
2,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,2,36,6617,2021-03-08,10,2021,2021-03-08,BTS,1,8,0
2,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,2,37,6490,2021-03-09,10,2021,2021-03-09,BTS,1,8,0
2,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,2,38,6533,2021-03-10,10,2021,2021-03-10,BTS,1,8,0
2,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,2,39,6559,2021-03-11,10,2021,2021-03-11,BTS,1,8,0
5,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,2,40,6827,2021-03-12,10,2021,2021-03-12,BTS,1,8,0
6,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,5,41,6856,2021-03-13,10,2021,2021-03-13,BTS,1,8,3
6,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,6,42,7272,2021-03-14,10,2021,2021-03-14,BTS,1,8,1
6,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,6,43,7982,2021-03-15,11,2021,2021-03-15,BTS,1,8,0
6,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,6,44,7619,2021-03-16,11,2021,2021-03-16,BTS,1,8,0
6,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,6,45,7584,2021-03-17,11,2021,2021-03-17,BTS,1,8,0
6,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,6,46,7661,2021-03-18,11,2021,2021-03-18,BTS,1,8,0
8,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,6,47,7434,2021-03-19,11,2021,2021-03-19,BTS,1,8,0
9,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,8,48,6983,2021-03-20,11,2021,2021-03-20,BTS,1,8,2
8,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,9,49,7262,2021-03-21,11,2021,2021-03-21,BTS,1,8,1
8,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,8,50,7164,2021-03-22,12,2021,2021-03-22,BTS,1,8,-1
8,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,8,51,7197,2021-03-23,12,2021,2021-03-23,BTS,1,8,0
8,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,8,52,7214,2021-03-24,12,2021,2021-03-24,BTS,1,8,0
16,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,8,53,7726,2021-03-25,12,2021,2021-03-25,BTS,1,8,0
16,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,16,54,7267,2021-03-26,12,2021,2021-03-26,BTS,1,8,8
16,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,16,55,6947,2021-03-27,12,2021,2021-03-27,BTS,1,8,0
15,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,16,56,7274,2021-03-28,12,2021,2021-03-28,BTS,1,8,0
13,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,15,57,7543,2021-03-29,13,2021,2021-03-29,BTS,1,8,-1
11,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,13,58,7454,2021-03-30,13,2021,2021-03-30,BTS,1,8,-2
10,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,1,11,59,7673,2021-03-31,13,2021,2021-03-31,BTS,1,8,-2
169,spotify:track:6SM3TJaWkmT8Iq8l9J0BIS,BTS,Dynamite (Holiday Remix),BIGHIT MUSIC,169,-1,1,1072,2021-02-01,5,2021,2021-02-01,BTS,1,0,0
167,spotify:track:6SM3TJaWkmT8Iq8l9J0BIS,BTS,Dynamite (Holiday Remix),BIGHIT MUSIC,167,169,2,2807,2021-02-02,5,2021,2021-02-02,BTS,1,0,170
106,spotify:track:7L8hkKW4hnemNfuOfEZcle,BTS,Epiphany,BIGHIT MUSIC,106,-1,1,1337,2021-02-01,5,2021,2021-02-01,BTS,1,1,0
104,spotify:track:7L8hkKW4hnemNfuOfEZcle,BTS,Epiphany,BIGHIT MUSIC,104,106,2,3575,2021-02-02,5,2021,2021-02-02,BTS,1,1,107
112,spotify:track:7L8hkKW4hnemNfuOfEZcle,BTS,Epiphany,BIGHIT MUSIC,104,104,3,3065,2021-02-03,5,2021,2021-02-03,BTS,1,1,-2
126,spotify:track:7L8hkKW4hnemNfuOfEZcle,BTS,Epiphany,BIGHIT MUSIC,104,112,4,2708,2021-02-04,5,2021,2021-02-04,BTS,1,1,8
142,spotify:track:7L8hkKW4hnemNfuOfEZcle,BTS,Epiphany,BIGHIT MUSIC,104,126,5,2388,2021-02-05,5,2021,2021-02-05,BTS,1,1,14
169,spotify:track:7L8hkKW4hnemNfuOfEZcle,BTS,Epiphany,BIGHIT MUSIC,104,142,6,2025,2021-02-06,5,2021,2021-02-06,BTS,1,1,16
178,spotify:track:7L8hkKW4hnemNfuOfEZcle,BTS,Epiphany,BIGHIT MUSIC,104,169,7,1911,2021-02-07,5,2021,2021-02-07,BTS,1,1,27
179,spotify:track:7L8hkKW4hnemNfuOfEZcle,BTS,Epiphany,BIGHIT MUSIC,104,178,8,1939,2021-02-08,6,2021,2021-02-08,BTS,1,1,9
23,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,23,-1,1,2889,2021-02-01,5,2021,2021-02-01,BTS,1,8,0
17,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,23,2,7898,2021-02-02,5,2021,2021-02-02,BTS,1,8,24
24,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,17,3,5929,2021-02-03,5,2021,2021-02-03,BTS,1,8,-6
22,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,24,4,5267,2021-02-04,5,2021,2021-02-04,BTS,1,8,7
28,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,22,5,4476,2021-02-05,5,2021,2021-02-05,BTS,1,8,-2
32,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,28,6,4013,2021-02-06,5,2021,2021-02-06,BTS,1,8,6
31,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,32,7,3879,2021-02-07,5,2021,2021-02-07,BTS,1,8,4
34,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,31,8,3861,2021-02-08,6,2021,2021-02-08,BTS,1,8,-1
67,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,34,9,2244,2021-02-09,6,2021,2021-02-09,BTS,1,8,3
70,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,67,10,1900,2021-02-10,6,2021,2021-02-10,BTS,1,8,33
74,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,70,11,1594,2021-02-11,6,2021,2021-02-11,BTS,1,8,3
93,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,74,12,1323,2021-02-12,6,2021,2021-02-12,BTS,1,8,4
90,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,93,13,1360,2021-02-13,6,2021,2021-02-13,BTS,1,8,19
83,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,90,14,1359,2021-02-14,6,2021,2021-02-14,BTS,1,8,-3
74,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,83,15,1575,2021-02-15,7,2021,2021-02-15,BTS,1,8,-7
80,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,74,16,1496,2021-02-16,7,2021,2021-02-16,BTS,1,8,-9
72,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,80,17,1538,2021-02-17,7,2021,2021-02-17,BTS,1,8,6
70,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,72,18,1558,2021-02-18,7,2021,2021-02-18,BTS,1,8,-8
78,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,70,19,1490,2021-02-19,7,2021,2021-02-19,BTS,1,8,-2
86,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,78,20,1428,2021-02-20,7,2021,2021-02-20,BTS,1,8,8
85,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,86,21,1413,2021-02-21,7,2021,2021-02-21,BTS,1,8,8
88,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,85,22,1500,2021-02-22,8,2021,2021-02-22,BTS,1,8,-1
101,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,88,23,1477,2021-02-23,8,2021,2021-02-23,BTS,1,8,3
110,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,101,24,1326,2021-02-24,8,2021,2021-02-24,BTS,1,8,13
100,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,110,25,1370,2021-02-25,8,2021,2021-02-25,BTS,1,8,9
86,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,100,26,1437,2021-02-26,8,2021,2021-02-26,BTS,1,8,-10
117,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,86,27,1225,2021-02-27,8,2021,2021-02-27,BTS,1,8,-14
88,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,117,28,1289,2021-02-28,8,2021,2021-02-28,BTS,1,8,31
72,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,88,29,1449,2021-03-01,9,2021,2021-03-01,BTS,1,8,-29
80,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,72,30,1437,2021-03-02,9,2021,2021-03-02,BTS,1,8,-16
78,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,80,31,1458,2021-03-03,9,2021,2021-03-03,BTS,1,8,8
78,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,78,32,1428,2021-03-04,9,2021,2021-03-04,BTS,1,8,-2
95,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,78,33,1337,2021-03-05,9,2021,2021-03-05,BTS,1,8,0
95,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,95,34,1292,2021-03-06,9,2021,2021-03-06,BTS,1,8,17
98,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,95,35,1266,2021-03-07,9,2021,2021-03-07,BTS,1,8,0
81,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,98,36,1399,2021-03-08,10,2021,2021-03-08,BTS,1,8,3
97,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,81,37,1316,2021-03-09,10,2021,2021-03-09,BTS,1,8,-17
89,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,97,38,1376,2021-03-10,10,2021,2021-03-10,BTS,1,8,16
121,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,89,39,1229,2021-03-11,10,2021,2021-03-11,BTS,1,8,-8
129,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,121,40,1234,2021-03-12,10,2021,2021-03-12,BTS,1,8,32
143,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,129,41,1183,2021-03-13,10,2021,2021-03-13,BTS,1,8,8
94,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,143,42,1425,2021-03-14,10,2021,2021-03-14,BTS,1,8,14
111,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,94,43,1333,2021-03-15,11,2021,2021-03-15,BTS,1,8,-49
94,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,111,44,1481,2021-03-16,11,2021,2021-03-16,BTS,1,8,17
101,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,94,45,1422,2021-03-17,11,2021,2021-03-17,BTS,1,8,-17
105,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,101,46,1433,2021-03-18,11,2021,2021-03-18,BTS,1,8,7
123,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,105,47,1384,2021-03-19,11,2021,2021-03-19,BTS,1,8,4
144,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,123,48,1205,2021-03-20,11,2021,2021-03-20,BTS,1,8,18
123,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,144,49,1325,2021-03-21,11,2021,2021-03-21,BTS,1,8,21
103,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,123,50,1463,2021-03-22,12,2021,2021-03-22,BTS,1,8,-21
119,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,103,51,1420,2021-03-23,12,2021,2021-03-23,BTS,1,8,-20
117,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,119,52,1428,2021-03-24,12,2021,2021-03-24,BTS,1,8,16
107,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,117,53,1572,2021-03-25,12,2021,2021-03-25,BTS,1,8,-2
117,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,107,54,1456,2021-03-26,12,2021,2021-03-26,BTS,1,8,-10
110,spotify:track:3p6hnejEQYXkiTO1lAzVc0,BTS,Euphoria,BIGHIT MUSIC,17,117,55,1466,2021-03-27,12,2021,2021-03-27,BTS,1,8,10
