rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,End Date
1,spotify:track:65NAMIdsZkxYIM5ui8SJSw,"K.O, Young Stunna, Blxckie",SETE (feat. Young Stunna & Blxckie),Sound African Recordings,1,1,9,302322,2022-10-20
2,spotify:track:5IgjP7X4th6nMNDh4akUHb,Chris Brown,Under The Influence,Chris Brown Entertainment/RCA Records,2,4,31,196173,2022-10-20
3,spotify:track:5YbPxJwPfrj7uswNwoF1pJ,Burna Boy,Last Last,Spaceship Entertainment Ltd.,1,3,23,188757,2022-10-20
4,spotify:track:3nqQXoyQOWXiESFLlDF1hG,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),EMI,2,2,4,187165,2022-10-20
5,spotify:track:3DssiWp4pAGNvPrvHVi94f,"DJ Maphorisa, Visca, 2woshortrsa, Stompiiey, Shaunmusiq, Ftears, Madumane","Ba Straata (feat. 2woshortrsa, Stompiiey, Shaunmusiq, Ftears & Madumane)",New Money Gang Records,5,-1,1,155597,2022-10-20
6,spotify:track:1hsFJ92y0FU2cFOOLkEFVr,"Deep London, Boohle",Hamba Wena,Cycad Wave,5,5,8,149957,2022-10-20
7,spotify:track:3PdO57q0KLWkfWXsXQJlV6,"Mas Musiq, Aymos, Young Stunna",Sengizwile (feat. Aymos & Young Stunna),New Money Gang Records,3,6,24,136776,2022-10-20
8,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,Beyoncé,CUFF IT,Parkwood Entertainment/Columbia,8,8,12,126245,2022-10-20
9,spotify:track:6PqdJb18ssWDcROvnsEqy6,"AKA, Nasty C",Lemons (Lemonade),Sound African Recordings,2,7,5,126145,2022-10-20
10,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),Parlophone UK,8,9,8,118729,2022-10-20
11,spotify:track:7noQJdn8w9TT9FagQy5KsP,"MacG, Sir Trill, Bailey, EmjayKeyz",Nkantin,M2N Services,11,15,4,114381,2022-10-20
12,spotify:track:2nwXM9eHzj8eQBsuK9osbL,Luxury SA,Crazy Vibez,Luxury SA Entertainment,10,10,8,112047,2022-10-20
13,spotify:track:59nOXPmaKlBfGMDeOVGrIK,"Future, Drake, Tems",WAIT FOR U (feat. Drake & Tems),Epic/Freebandz,1,13,25,106873,2022-10-20
14,spotify:track:0HaRLPnr887lcQM2YQzkff,"Burna Boy, Ed Sheeran",For My Hand (feat. Ed Sheeran),Spaceship Entertainment Ltd.,11,11,15,105530,2022-10-20
15,spotify:track:74loibzxXRL875X20kenvk,Lil Yachty,Poland,Quality Control Music/Motown Records,15,73,2,104830,2022-10-20
16,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,OneRepublic,I Ain't Worried,Interscope Records,11,16,19,98798,2022-10-20
17,spotify:track:5uWDenxq03AYLOq83WzLNo,"Kabza De Small, Young Stunna, Nobuhle, Ze2","Xola (feat. Nobuhle, Ze2 & Young Stunna)",Piano Hub,7,12,18,96408,2022-10-20
18,spotify:track:2WigMwGJysIh9fRnSJvpjn,Oxlade,KU LO SA - A COLORS SHOW,Epic,7,14,13,95869,2022-10-20
19,spotify:track:4qwBmPUVUbyXjwlttBAp8J,"Temple Boys Cpt, Young King The Vocalist",Saggies,4374710 Records DK,18,18,4,92554,2022-10-20
20,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,17,29,86018,2022-10-20
21,spotify:track:0WtM2NBVQNNJLh6scP13H8,"Rema, Selena Gomez",Calm Down (with Selena Gomez),Mavin Records / Jonzing World,21,21,8,84823,2022-10-20
22,spotify:track:67SKXlAbYNG5nAtadBfPm0,"Wanitwa Mos, Master KG, Lowsheen, Nkosazana Daughter",Sofa Silahlane,Wanitwa Mos Entertainment,1,19,23,77149,2022-10-20
23,spotify:track:2yjlYDiNiQkdxVqTlaSrlX,Nicki Minaj,Super Freaky Girl,Republic Records,2,24,10,75944,2022-10-20
24,spotify:track:6Zt8YY9f4rr7gMJcCPkxbr,"Pabi Cooper, Mellow & Sleazy",Waga Bietjie,Cooper Entertainment,24,28,3,75232,2022-10-20
25,spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,Steve Lacy,Bad Habit,L-M Records/RCA Records,18,27,15,74855,2022-10-20
26,spotify:track:1ULFJZX54HXXjSTMx63dk0,"Kabza De Small, Msaki",Khusela (feat. Msaki),Piano Hub,5,20,21,73669,2022-10-20
27,spotify:track:6ug9fUi5oLLgQgOF1G8WkM,Lil Baby,California Breeze,Quality Control Music/Motown Records,27,-1,1,73334,2022-10-20
28,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,5,25,94,71529,2022-10-20
29,spotify:track:75VD2d6BPTuESBrzRqD6xl,"Senior Oat, Kemy Chienda",All In You,The Oat Records,3,22,28,70595,2022-10-20
30,spotify:track:1B5I5yqLpVI5EosZS6bJFs,"Chris Brown, Wizkid",Call Me Every Day (feat. Wizkid),Chris Brown Entertainment/RCA Records,22,31,18,70303,2022-10-20
31,spotify:track:73vIOb4Q7YN6HeJTbscRx5,"Oliver Tree, Robin Schulz",Miss You,Atlantic Records,31,169,2,69015,2022-10-20
32,spotify:track:5hVjoL3sHepZROri63wBxP,Burna Boy,It's Plenty,Spaceship Entertainment Ltd.,29,29,13,68713,2022-10-20
