rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,End Date
1,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,Jimin,Who,BIGHIT MUSIC,1,1,45,1148504,2025-05-29
2,spotify:track:27xkOIER6uDLKALIelHylZ,Jin,Don’t Say You Love Me,BIGHIT MUSIC,2,3,2,514804,2025-05-29
3,spotify:track:7G7mSV4BebkoHWwKTDvXu9,"V, Park Hyo Shin",Winter Ahead (with PARK HYO SHIN),BIGHIT MUSIC,3,5,26,349872,2025-05-29
4,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,1,2,98,343521,2025-05-29
5,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,Jimin,Like Crazy,BIGHIT MUSIC,1,6,114,252849,2025-05-29
6,spotify:track:3LWVXp636uLT356Rj08Jaz,Jimin,Be Mine,BIGHIT MUSIC,2,4,45,239026,2025-05-29
7,spotify:track:7gMfVc4zfNIxuMyMGglOHa,Jimin,Rebirth (Intro),BIGHIT MUSIC,7,16,45,231107,2025-05-29
8,spotify:track:3d2bsbugow8JiNvuaRupFH,"Jimin, Sofia Carson",Slow Dance (feat. Sofia Carson),BIGHIT MUSIC,6,8,45,219875,2025-05-29
9,spotify:track:0wrppxeWurW1uRnxI6Ut9v,MEOVV,HANDS UP,The Black Label,4,7,5,202724,2025-05-29
10,spotify:track:4xeugB5MqWh0jwvXZPxahq,WOODZ,Drowning,EDAM Entertainment,9,9,34,199152,2025-05-29
11,spotify:track:1agDCV4zQqaFwJQNsTgmL1,"Jimin, Loco",Smeraldo Garden Marching Band (feat. Loco),BIGHIT MUSIC,2,10,48,190675,2025-05-29
12,spotify:track:20QI1DhCFz7pN8rATkNguv,10CM,To Reach You,CAM,11,11,8,184459,2025-05-29
13,spotify:track:7Cnpb1vBbC46RgVyyKLH7p,aespa,Whiplash,aespa,3,14,32,178296,2025-05-29
14,spotify:track:01qFKNWq73UfEslI0GvumE,"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),BIGHIT MUSIC,2,12,87,178159,2025-05-29
15,spotify:track:6qafqn8bBMy7t5c5WqpyRk,Jimin,Closer Than This,BIGHIT MUSIC,2,15,75,172768,2025-05-29
16,spotify:track:7kjVCymE7vn0HizmGCGFWQ,Lim Young Woong,Heavenly Ever After,Mulgogi Music / ADA,9,20,7,167142,2025-05-29
17,spotify:track:4H6s1mTZcjHAMU36ZF3Xoz,Jin,Nothing Without Your Love,BIGHIT MUSIC,17,22,2,166759,2025-05-29
18,spotify:track:24Y63uAvj6Oc9jGuTlhlgf,LE SSERAFIM,HOT,SOURCE MUSIC,2,17,11,162766,2025-05-29
19,spotify:track:0fK7ie6XwGxQTIkpFoWkd1,JENNIE,like JENNIE,OA Entertainment/Columbia,2,19,12,159223,2025-05-29
20,spotify:track:4XLfRpryO7Qn0SXp1ARIfj,BOYNEXTDOOR,123-78,KOZ Entertainment,20,21,3,157743,2025-05-29
21,spotify:track:4WrkJNGb4zUwARc0FD3iNf,"Jin, YENA",Loser (feat. YENA),BIGHIT MUSIC,21,26,2,157063,2025-05-29
22,spotify:track:1klePVubVctBqhlKJvibil,BOYNEXTDOOR,I Feel Good,KOZ Entertainment,13,13,3,154794,2025-05-29
23,spotify:track:5RdKO1lsHG9jhbG03LL7cv,Jin,With the Clouds,BIGHIT MUSIC,23,28,2,150575,2025-05-29
24,spotify:track:2KslE17cAJNHTsI2MI0jb2,Jung Kook,Standing Next to You,BIGHIT MUSIC,4,23,81,150531,2025-05-29
25,spotify:track:45zLrK0668WQ5JFMyiYmCS,Jimin,Interlude : Showtime,BIGHIT MUSIC,10,37,45,149155,2025-05-29
26,spotify:track:5566hAPt0WmMPr9Xn749L7,Jin,Rope It,BIGHIT MUSIC,26,30,2,146811,2025-05-29
27,spotify:track:1qmcc6IRvBdhmqhLhSaJoo,Jin,Background,BIGHIT MUSIC,27,36,2,146052,2025-05-29
28,spotify:track:2NtidJuimmXzUsExfMYcvk,BOYNEXTDOOR,"IF I SAY, I LOVE YOU",KOZ Entertainment,6,18,21,143095,2025-05-29
29,spotify:track:2CGNAOSuO1MEFCbBRgUzjd,"Kendrick Lamar, SZA",luther (with sza),"pgLang, under exclusive license to Interscope Records",3,25,27,142890,2025-05-29
30,spotify:track:7so0lgd0zP2Sbgs2d7a1SZ,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope Records,6,24,41,142305,2025-05-29
31,spotify:track:4WUpMUjdoi47LY7gBQBXe3,Lim Young Woong,Grain of Sand,물고기뮤직,8,27,104,142164,2025-05-29
32,spotify:track:3f7rVNaBNocDLtPmnds9eE,Jin,"To Me, Today",BIGHIT MUSIC,32,39,2,139386,2025-05-29
33,spotify:track:3vnaEaDxMKdBhqA1t0uAwl,Lim Young Woong,Warmth,Mulgogi Music,12,33,56,137662,2025-05-29
34,spotify:track:2PlsVMcOn6ujc2UEYs2Yat,Lim Young Woong,Home,Mulgogi Music,13,32,56,137640,2025-05-29
35,spotify:track:50zAEIE4B1QqhPjRMK2Xmh,Jin,Running Wild,BIGHIT MUSIC,3,29,28,137068,2025-05-29
36,spotify:track:6auT8cRBu3BgPRBrdVBY15,Lim Young Woong,London Boy,물고기뮤직,6,35,132,134167,2025-05-29
37,spotify:track:68UrZQUuO3O6eUiD226xHg,Hearts2Hearts,The Chase,SM Entertainment,8,31,14,132919,2025-05-29
38,spotify:track:21ewxM3YvcdTj7cC0XwznO,Lim Young Woong,Do or Die,Mulgogi Music,6,38,86,132472,2025-05-29
39,spotify:track:1j15Ar0qGDzIR0v3CQv3JL,KATSEYE,Gnarly,HYBE/Geffen,23,34,4,131872,2025-05-29
40,spotify:track:4rRDmXBKB2X2Jnb8yLzAKZ,RIIZE,Fly Up,SM Entertainment/RCA Records,40,58,2,126302,2025-05-29
41,spotify:track:60DwXD4XZgBGMRwViDqBm6,TOMORROW X TOGETHER,When the Day Comes,"Genie Music Corporation, Stone Music Entertainment",41,57,2,118989,2025-05-29
42,spotify:track:3iJxBDym1SeqNqJqnvreHK,IU,Never Ending Story,EDAM ENTERTAINMENT,42,-1,1,118544,2025-05-29
43,spotify:track:6fmhKXTt98FlguELVyqVOf,RIIZE,Bag Bad Back,SM Entertainment/RCA Records,43,78,2,117912,2025-05-29
44,spotify:track:3be9ACTxtcL6Zm4vJRUiPG,yung kai,blue,BMG Rights Management (US) LLC,26,41,23,115083,2025-05-29
45,spotify:track:0qkYuCno3SoU8vxkCdx0iJ,SEVENTEEN,THUNDER,PLEDIS Entertainment,45,-1,1,113916,2025-05-29
46,spotify:track:7JQH2lBMZ10ztDnpoeq6Ki,데이먼스 이어 Damons year,yours,WM Korea,40,49,139,113328,2025-05-29
47,spotify:track:2tA3NP12r4niSRhb9Y6AoY,Lim Young Woong,Polaroid,물고기뮤직,10,43,132,111872,2025-05-29
48,spotify:track:0dS2u2UFd88TIzDDaZDLvS,d4vd,Here With Me,Darkroom/Interscope Records,35,54,124,111621,2025-05-29
49,spotify:track:1k68vKHNQXU5CHqcM7Yp7N,DAY6,HAPPY,Republic Records - DAY6,5,47,42,109319,2025-05-29
50,spotify:track:2JhbSmNAyM9kYiqwa8Tpla,aespa,Supernova,SM Entertainment,1,42,55,109131,2025-05-29
51,spotify:track:1aKvZDoLGkNMxoRYgkckZG,ILLIT,Magnetic,BELIFT LAB,1,48,62,108245,2025-05-29
52,spotify:track:0PBTlQ84CBJF0tBnKGmQa6,V,FRI(END)S,BIGHIT MUSIC,9,97,62,107753,2025-05-29
53,spotify:track:5APxbxUDWyUChpgjJ0YQzE,PLAVE,Dash,VLAST,25,45,17,106282,2025-05-29
54,spotify:track:4EwNWRBWdZ6bgvxRHlZ8OO,G-DRAGON,CROOKED,YG Entertainment,24,44,31,106194,2025-05-29
55,spotify:track:2RLdkXSaiQjRbey5pvP8Kt,Lim Young Woong,If We Ever Meet Again,물고기뮤직,5,50,160,103669,2025-05-29
56,spotify:track:1z5ebC9238uGoBgzYyvGpQ,ROSÉ,toxic till the end,Atlantic Records,2,46,25,100700,2025-05-29
57,spotify:track:3GG5KPuvG7qokLoKReboHI,Martin Smith,Paint On Spring - Remastering,브이엔터테인먼트,57,70,8,99994,2025-05-29
58,spotify:track:7wLJ4xzxNss5abZ1kXs242,"Car, the garden",Closely Far Away,니즈뮤직,38,53,37,99977,2025-05-29
59,spotify:track:6oNLSQX8bcAdbCElZYju3v,fromis_9,Supersonic,PLEDIS Entertainment,12,52,42,99880,2025-05-29
60,spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c,"ROSÉ, Bruno Mars",APT.,Atlantic Records,2,51,32,97083,2025-05-29
61,spotify:track:3TQHPUEVdvdq8ejwEcHUlL,Nerd Connection,If I have you only (My love X Nerd Connection),TOON STUDIO,38,68,81,95885,2025-05-29
62,spotify:track:6lAvyeD3Nq43AjyCxZQj54,aespa,Armageddon,SM Entertainment,5,62,53,94067,2025-05-29
63,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,20,56,54,93524,2025-05-29
64,spotify:track:66UcQu5LBo2A7AC0A5r0lI,HYUKOH,Wi Ing Wi Ing,DOOROODOOROO ARTIST COMPANY,64,105,48,90614,2025-05-29
65,spotify:track:5doooVlMVRZztQbySqARMI,"G-DRAGON, TAEYANG, DAESUNG",HOME SWEET HOME (feat. TAEYANG & DAESUNG),Galaxy Corporation / EMPIRE,2,59,27,90417,2025-05-29
66,spotify:track:18x0Z8JUwLA2LhgsIHbNy3,DAY6,Time of Our Life -Japanese ver.- - Japanese ver.,WM Japan,29,63,131,90180,2025-05-29
67,spotify:track:6Wobsw9uZ0D0xkfOjxXSq9,"ROSÉ, F1 The Album",Messy (From F1® The Movie),Atlantic Records,20,40,3,89333,2025-05-29
68,spotify:track:5FxasBmho2yEvgXrzp9MMW,G-DRAGON,"무제(無題) (Untitled, 2014)",YG Entertainment,22,55,33,89322,2025-05-29
69,spotify:track:2jidjmWNeRmKgLjXhW52Gz,Lim Young Woong,"Our Blues, Our Life",물고기뮤직,12,64,160,89212,2025-05-29
70,spotify:track:38tXZcL1gZRfbqfOG0VMTH,NewJeans,How Sweet,ADOR,1,65,53,88996,2025-05-29
71,spotify:track:3FR2yqZsG07NhXz7uPyUyC,DAY6,You Were Beautiful,Republic Records - DAY6,39,69,123,88750,2025-05-29
72,spotify:track:6DA7kCWYMggJjqPM84V2Ng,HYUKOH,TOMBOY,DOOROODOOROO ARTIST COMPANY,67,86,52,87997,2025-05-29
73,spotify:track:0a4MMyCrzT0En247IhqZbD,NewJeans,Hype Boy,ADOR,1,75,148,86573,2025-05-29
74,spotify:track:2QmoGPYjajOOCtiv3wQseI,MEOVV,DROP TOP,The Black Label,74,84,2,86470,2025-05-29
75,spotify:track:1MUZitHRpmng5NevrvNx4T,BABYMONSTER,DRIP,YG Entertainment,12,76,30,85390,2025-05-29
76,spotify:track:15HNdxGKNCIO9pgaY4n7FU,OFFICIAL HIGE DANDISM,Pretender,PONY CANYON INC.,57,66,50,85300,2025-05-29
77,spotify:track:5qu4qjrmG0YvwPNvhfXqqt,PLAVE,Chroma Drift,VLAST,41,67,17,81809,2025-05-29
78,spotify:track:3r8RuvgbX9s7ammBn07D3W,NewJeans,Ditto,ADOR,1,79,128,81404,2025-05-29
79,spotify:track:1tI8Ubt5VEMWDoGL08pomF,LE SSERAFIM,Come Over,SOURCE MUSIC,29,80,11,81321,2025-05-29
80,spotify:track:21LtZQQMQYwVIxc9O9Ygq8,ILLIT,Cherish (My Love),BELIFT LAB,10,88,32,80531,2025-05-29
81,spotify:track:50xSycnGMDy0Wg5jJcOv3S,Lim Young Woong,Rainbow,물고기뮤직,11,74,159,80386,2025-05-29
82,spotify:track:5Fhr3wqeieN5WDkAsqL1JJ,j-hope,MONA LISA,BIGHIT MUSIC,19,81,10,80109,2025-05-29
83,spotify:track:5ocSQW5sIUIOFojwXEz9Ki,NewJeans,Supernatural,ADOR,2,85,49,80058,2025-05-29
84,spotify:track:2ZucVHbSVMb3MnDLMn7APE,PLAVE,RIZZ,VLAST,46,73,17,80032,2025-05-29
85,spotify:track:0GOqhXyouUxqPEw9ypTOLm,"G-DRAGON, Anderson .Paak",TOO BAD,Galaxy Corporation / EMPIRE,2,71,14,79932,2025-05-29
86,spotify:track:3cnCdBXTlyBCKYrlHpXbIP,PLAVE,Island,VLAST,52,77,16,78682,2025-05-29
87,spotify:track:5sjnkOfTLCLNfkkchI2re2,aespa,UP - KARINA Solo,SM Entertainment,5,91,34,78147,2025-05-29
88,spotify:track:2ZTU8atPwouhoQSvxv9aQj,Lee Mujin,Coming Of Age Story,BIGPLANETMADE,88,106,13,77731,2025-05-29
89,spotify:track:4fQfAP2jEIBID7hg0CZJY8,PLAVE,12:32 (A to T),VLAST,54,82,16,76934,2025-05-29
90,spotify:track:0VdwOoAKPe9aGahkpllfkH,BUMJIN,A Letter,JMG(더블엑스엔터테인먼트),61,94,70,76642,2025-05-29
91,spotify:track:6aJn7Cst74cj4lNIiPRgav,KATSEYE,Touch,HYBE/Geffen,17,92,33,76520,2025-05-29
92,spotify:track:3v2tiYwjQ7ld3O9kQAoVsE,RIIZE,Ember to Solar,SM Entertainment/RCA Records,92,121,2,76207,2025-05-29
93,spotify:track:1DSDmBpBFHObaeKo1WTstK,BOYNEXTDOOR,Step By Step,KOZ Entertainment,60,60,3,76007,2025-05-29
94,spotify:track:4rMEoXVYww6Xy7q9wSj4gy,Lim Young Woong,Love Always Run Away,MOST CONTENTS,24,89,185,75312,2025-05-29
95,spotify:track:1YXot2MLAG9sttepCtBRM7,Vaundy,踊り子,SDR Inc.,18,93,73,75243,2025-05-29
