rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,End Date
1,spotify:track:6Kijtp0DB6VwcoJIw7PJ9W,"Kabza De Small, Mthunzi, DJ Maphorisa, Young Stunna, Sizwe Alakine, Umthakathi Kush","Imithandazo (feat. Young Stunna, DJ Maphorisa, Sizwe Alakine & Umthakathi Kush)",Piano Hub,1,1,10,1360517,2024-01-04
2,spotify:track:0UBK6HcgmmWUQzFQTncmDz,"Wanitwa Mos, Nkosazana Daughter, Master KG, Dalom Kids",Keneilwe (feat. Dalom Kids),Wanitwa Mos Entertainment,2,2,7,1007659,2024-01-04
3,spotify:track:5yyYL1FpimADTIftYQU0cg,"Dlala Thukzin, Zaba, Sykes",iPlan,Dlala Records (PTY) Ltd,1,3,16,979034,2024-01-04
4,spotify:track:4tsVMjM60RNTe9EV5oQ4sQ,"DJ Stokie, Eemoh",Masithokoze,Universal Music (Pty) Ltd.,4,4,11,767161,2024-01-04
5,spotify:track:5CD3ImPPdCW8QFQkjo5TXt,"Shakes & Les, DBN Gogo, Zee Nxumalo, Ceeka RSA, Chley",Funk 55,Kreativekornerr,5,7,5,729678,2024-01-04
6,spotify:track:7JbLSEDlRdoJaXk5ddZae2,"Mthandeni SK, Lwah Ndlunkulu",Paris,Mthandeni Music Production,4,6,21,685886,2024-01-04
7,spotify:track:1eOOCRtXcPwK8qG8VjtczJ,"Harrycane, Master KG, Eemoh, DJ Latimmy",Dubula (feat. DJ Latimmy) - Remake,Wanitwa Mos Entertainment,3,5,9,647769,2024-01-04
8,spotify:track:3pImmSzeKex5ffzsDoaL3z,"Bassie, Aymos, T-Man SA",Izenzo,Djs Production Pty Ltd,5,8,19,587842,2024-01-04
9,spotify:track:4URabg9AGHasjFEVdTbWcC,"Kamo Mphela, Tyler ICU, Khalil Harrison, Baby S.O.N",Dalie (feat. Baby S.O.N),KAMO MPHELA ENTERTAINMENT,3,9,11,494233,2024-01-04
10,spotify:track:3oPYVnm0LsmAQ4RobrRS29,"Mellow & Sleazy, SjavasDaDeejay, TitoM, Tman Xpress",Imnandi lento (feat. Tman Xpress),Sound African Recordings,1,10,20,483126,2024-01-04
11,spotify:track:1ng4byy7mejezJ08hs4P7R,"Sam Deep, Njelic, Aymos",Isgubhu,Universal Music (Pty) Ltd.,6,11,18,452345,2024-01-04
12,spotify:track:4J1H4EuucGhhYfcPpYCBRr,"DJ Stokie, Omit ST, Sobzeen, Zee_nhle",Awukhuzeki,Universal Music (Pty) Ltd.,1,12,29,374040,2024-01-04
13,spotify:track:6SYd9stPpCzbuLAeU3FR9K,"Kelvin Momo, Babalwa M, Stixx, Nia Pearl",Amalobolo,Kelvin Momo Productions,13,14,4,341189,2024-01-04
14,spotify:track:5tpft20jhQvRlG3O7XfwWy,"Tyler ICU, Tumelo_za, DJ Maphorisa, Nandipha808, Ceeka RSA, Tyrondee","Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)",New Money Gang Records,1,13,36,331910,2024-01-04
15,spotify:track:5aIVCx5tnk0ntmdiinnYvw,Tyla,Water,FAX Records/Epic,4,16,18,306512,2024-01-04
16,spotify:track:5R9zmvswQj0SRJ1XM0yTzU,Killorbeezbeatz,Ngilele E Hotel,Killorbeez Records,6,15,18,304299,2024-01-04
17,spotify:track:6NC6bUY7tAIgr5xvzzZnBR,"DJ Tshegu, Focalistic, Sims Noreng",Tiya Mfana (Mzokwana) [feat. Sims Noreng],18 Area Holdings,11,17,10,278822,2024-01-04
