rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
38,"spotify:track:0AoBY2Y3qs6dtGgOD6c91N","Burna Boy","Alone","Roc Nation/Def Jam/Hollywood",9,23,22,"164211"
39,"spotify:track:1xs8bOvm3IzEYmcLJVOc34","Ayra Starr","Rush","Mavin Records",1,26,29,"159190"
40,"spotify:track:2qWwuCVeMjF9mUT0S5Iqvl","Fireboy DML, Asake","Bandana","YBNL Nation / EMPIRE",1,30,39,"157593"
41,"spotify:track:3aGroTtXwkWJ7wOwKEI8Px","Spyro, Tiwa Savage","Who Is Your Guy? - Remix","North West Sound Recordings",8,16,5,"155011"
42,"spotify:track:2eknBYpfzA4Mp5zWHMGac5","Young Jonn","If You Leave","Chocolate City Music",17,37,24,"152542"
43,"spotify:track:4Mlgf7GD6bbx09N4uxqU3S","Wande Coal, Olamide","Kpe Paso","Starstruck Management / EMPIRE",8,24,10,"151667"
44,"spotify:track:3IQT2MM49GkXfHF9eemaw5","Victony, Tempoe","Soweto","Encore Recordings",5,20,35,"149114"
45,"spotify:track:1j9I9JrUTXNblSWazCq9CU","Bella Shmurda","Ara (Gen Gen Tin)","Dangbana Republik",9,14,4,"147711"
46,"spotify:track:5YbPxJwPfrj7uswNwoF1pJ","Burna Boy","Last Last","Spaceship Entertainment Ltd.",1,29,47,"145033"
47,"spotify:track:79xHOEYZKZEj6fPkmhQboa","Asake","Yoga","YBNL Nation / EMPIRE - Asake",1,28,10,"145030"
48,"spotify:track:2woGTVY8Vx46aYuXfMmwwE","BNXN fka Buju","Traboski","T.Y.E. / EMPIRE",2,31,19,"143481"
49,"spotify:track:65v99AWZyNz3aRmfrT2I7N","Omah Lay","i’m a mess","KeyQaad",10,36,38,"142731"
50,"spotify:track:4XYpWMW1ec7GJW2Eq8UA9k","ODUMODUBLVCK","Dog Eat Dog","ANTIWORLD GLOBAL MUSIC",22,22,13,"140063"
51,"spotify:track:0P2ytSdEAFp0FICrJwnu4Y","Lojay","MOTO","KORATORI RECORDINGS",25,25,9,"138629"
52,"spotify:track:6McBvfxgkVfREmQPwTKBUn","Pheelz, Davido","Electricity","Rii Collective",3,53,33,"136654"
53,"spotify:track:6sTPT0d9cJtFI3F3b2IA1q","Ajebo Hustlers","You Go Know","Avante Entertainment",32,32,2,"133999"
54,"spotify:track:4QrZSUg5xCZpFKDIhJMU2Q","Crayon, Yaba Buluku Boyz","The One (Chop Life)","Mavin Records/Blowtime Entertainment",32,33,3,"131581"
55,"spotify:track:1DA2ADZs6O28y2rmdmpekw","Wizkid, Ayra Starr","2 Sugar (feat. Ayra Starr)","Starboy/RCA Records",1,49,21,"129659"
56,"spotify:track:4SLYrL4shv5XZMMbcoM7s2","Rexxie, Naira Marley, Skiibii","Abracadabra","HitxlabNG / Dvpper Music",4,35,23,"127025"
57,"spotify:track:5FCS33n2pWeNBFjQpwKaiH","Boy Spyce","Folake","Mavin Records",10,38,10,"125844"
58,"spotify:track:14nSbMQqRo1BxshIjprVDO","Zinoleesky, Omah Lay","Last Time","Marlian Music",23,40,15,"124778"
59,"spotify:track:26b3oVLrRUaaybJulow9kz","Libianca","People","5K Records Limited",6,43,16,"121758"
60,"spotify:track:7qcOfwTMGLkzOmC1sIFwfr","Zlatan, Seyi Vibez","Let There Be Light","Zanku Records",6,34,10,"121731"
61,"spotify:track:6ewsOjbC1jWAZcjAhVxDs0","Asake","Peace Be Unto You (PBUY)","YBNL Nation / EMPIRE",1,50,43,"118484"
62,"spotify:track:6oOCGD2Sp9UTcDsuDz8Hdu","Omah Lay","understand","KeyQaad",20,44,60,"118105"
63,"spotify:track:3DfHEgzFDF893oP7lZTGbb","Ruger","Red Flags","Columbia",21,54,21,"114936"
64,"spotify:track:2HYcI74UpbMMxLZ1m7Xnfn","Wizkid","Bad To Me","Starboy/RCA Records",3,60,30,"111513"
65,"spotify:track:5hVjoL3sHepZROri63wBxP","Burna Boy","It's Plenty","Spaceship Entertainment Ltd.",2,51,39,"109195"
66,"spotify:track:59VpttBOjuFDpOOdqeTDiI","Young Jonn, Olamide","Currency","Chocolate City Music",9,42,9,"107535"
67,"spotify:track:56iVI65i40FrCO5p382IrK","Seyi Vibez","Chance (Na Ham)","Vibez Inc / Dvpper Music",13,47,23,"106641"
68,"spotify:track:1YUrCnmAEQbdmTeucn3WCl","Bella Shmurda, Omah Lay","Philo","Dangbana Republik",10,46,29,"106433"
69,"spotify:track:3rmqNsOiGqqvFNTmGlzl4R","Bayanni","Ta Ta Ta","Mavin Records",6,45,18,"106180"
70,"spotify:track:47rtDAZmqRUjba0V1en3XY","Kizz Daniel","RTID (Rich Till I Die)","FlyBoy INC / EMPIRE",8,39,13,"106043"
71,"spotify:track:0hW02S9ACVYANz1ica10jH","Magixx, Ayra Starr","Love Don't Cost A Dime (Re-Up)","Mavin Records",21,56,60,"105678"
72,"spotify:track:3dQBUVzA9qw3iUOfzRla8T","Mavins, Rema, Boy Spyce, Crayon, Bayanni, Magixx, LADIPOE, Ayra Starr, Johnny Drille","Won Da Mo","Mavin Records",1,57,22,"104919"
73,"spotify:track:1kyYCsP2NRZEKkBg9wcF2c","Spyro","Who Is Your Guy?","North West Sound Recordings",5,59,11,"104349"
74,"spotify:track:4MzOppXoeKvDsVaNMeOK3C","Ruger","Girlfriend","Columbia",5,58,42,"103756"
75,"spotify:track:3ES1fBQACydIODlZmQS359","Mavins, Crayon, Ayra Starr, LADIPOE, Magixx, Boy Spyce","Overloading (OVERDOSE)","Mavin Records",2,71,47,"101848"
76,"spotify:track:2wgvxtggKVzPkl0smF2UzI","Asake","Organise","YBNL Nation / EMPIRE",1,52,31,"99718"
77,"spotify:track:3J5IO8OLj05dRaZjHBHS8D","Tiwa Savage, Asake","Loaded","222 Ent. / Everything Savage",4,63,22,"97196"
78,"spotify:track:2WigMwGJysIh9fRnSJvpjn","Oxlade","KU LO SA - A COLORS SHOW","Epic",5,55,43,"96232"
79,"spotify:track:7v6HbQggLsB2UUCqABkJoX","Minz, BNXN fka Buju, Blaqbonez","WO WO (Remix)","NSE Under Exclusive License to emPawa Africa Limited",21,66,11,"94116"
80,"spotify:track:59nOXPmaKlBfGMDeOVGrIK","Future, Drake, Tems","WAIT FOR U (feat. Drake & Tems)","Epic/Freebandz",5,61,49,"91056"
81,"spotify:track:213Ymlnss7DUsqG7Ut1HW0","Wizkid","Money & Love","Starboy/RCA Records",1,95,23,"87086"
82,"spotify:track:4dRs2JGiACC2POf3ZqQaea","Brown Joel","Peace (Sped Up)","Musiq Bank",82,85,2,"84248"
83,"spotify:track:2jZ2MrAk8iNZk1dsI0Vr5z","Timaya, BNXN fka Buju","Cold Outside","DM Records Limited",5,70,60,"82718"
84,"spotify:track:0HaRLPnr887lcQM2YQzkff","Burna Boy, Ed Sheeran","For My Hand (feat. Ed Sheeran)","Spaceship Entertainment Ltd.",1,62,39,"81516"
85,"spotify:track:65CrCMwhTnHJiZ9TK1cFyV","Falz, Vector","Yakubu","Bahdguys Entertainment / Dvpper Music",85,-1,1,"80803"
86,"spotify:track:0u2A4QNAMUyfQbgfVR3HvK","Kizz Daniel, EMPIRE","Cough (Odo)","EMPIRE",1,73,25,"78217"
87,"spotify:track:3kqE7QmylUIJV3QXC6arrR","Victony","Kolomental","Encore Recordings",3,79,50,"77374"
88,"spotify:track:2IBrgYf3Hjw16c6oNwkZ9M","Young Jonn, Davido","Dada (feat. Davido) [Remix]","Chocolate City Music",5,115,49,"77313"
89,"spotify:track:3kKZsfJfTLHQOraQWL1KYE","Zlatan, Young Jonn","Astalavista","Zanku Records",32,75,19,"77010"
90,"spotify:track:1Qrg8KqiBpW07V7PNxwwwL","SZA","Kill Bill","Top Dawg Entertainment/RCA Records",45,89,17,"75279"
91,"spotify:track:5X55V3mn3RTvHAheUtL6LR","DJ Neptune, Ruger","Bienvenue","Neptune Records Under Exclusive License to emPawa Africa Limited",28,77,10,"75166"
92,"spotify:track:0VjzaXw81JQJM61pzWwP8b","Asake","Nzaza","YBNL Nation / EMPIRE",6,65,31,"74580"
93,"spotify:track:0CUJV0Hh512Ns7U2yGflqt","Asake","Ototo","YBNL Nation / EMPIRE",7,74,31,"72415"
94,"spotify:track:2HdkhaLnAPEzRjRZsMlQWT","Rexxie, Naira Marley, Skiibii, Wizkid","Abracadabra - Remix","HitxlabNG / Dvpper Music",29,84,8,"71845"
95,"spotify:track:4A7sSA10D35HQUNrSOl5Zo","JAE5, Dave, BNXN fka Buju","Propeller (feat. Dave & BNXN)","Black Butter",2,72,37,"71767"
96,"spotify:track:0lTUcfkmtQPp6mhjC6EBPq","Magixx","Colors (My Baby)","Mavin Records",80,80,2,"70747"
97,"spotify:track:7d1aTQlsHMgWmkPywDi7h1","Asake, Olamide","Omo Ope (feat. Olamide)","Asake Music",2,103,60,"70113"
98,"spotify:track:3yu5otkADG1ldufrPxABoo","Yarden","Wetin","ETINS RECORD LTD",68,76,16,"69481"
99,"spotify:track:4G11wDzAKuCFqApL4g3ixC","Adekunle Gold, Davido","High","Afro Urban Records",10,183,60,"66235"
100,"spotify:track:0Z5HVNSXGXHf7MDb0zJHVW","Wizkid, Skepta, Naira Marley","Wow (feat. Skepta & Naira Marley)","Starboy/RCA Records",3,117,21,"65113"
101,"spotify:track:0sHyVWNc3nfxAYOTOwOlPx","Wizkid","Balance","Starboy/RCA Records",4,138,21,"64946"
102,"spotify:track:6qk3jI8bKCgURI3h0d8zBZ","Wande Coal","Again","Starstruck Management, Inc. / EMPIRE",43,68,53,"64544"
103,"spotify:track:46gfN72BxmLvACx6Pve4XU","Asake","Dull","YBNL Nation / EMPIRE",4,100,31,"62311"
104,"spotify:track:1UjqGMNNUBmMtHj0cGeOvs","Brown Joel","Peace","Musiq Bank",104,110,2,"60536"
105,"spotify:track:14DstpPECfTJ2ie3yfdzfB","St. Seii","fiTna","St. Seii",105,-1,1,"60310"
106,"spotify:track:3nTzEDC9sTD0YsC9C7osnN","Poco Lee, Hotkid","Otilo (Izz Gone)","Poco Lee distributed by Inglemind Digital",27,94,27,"60223"
107,"spotify:track:79zFqU5mmz9wnuKfjaiPJp","Nathaniel Bassey, MERCY CHINWO BLESSED","Tobechukwu - Live","NATHANIEL BASSEY MUSIC PRODUCTIONS",91,102,7,"59488"
108,"spotify:track:6NKuW3yaNXtloGw1RB8WUi","Mayorkun","Certified Loner (No Competition)","SM Entertainment West Africa Limited",6,88,42,"59459"
109,"spotify:track:2dHHgzDwk4BJdRwy9uXhTO","Metro Boomin, The Weeknd, 21 Savage","Creepin' (with The Weeknd & 21 Savage)","Republic Records",34,96,18,"59169"
110,"spotify:track:5p8e2CxX9frZepKoc8E9Z4","T.I BLAZE","Try","Dvpper Music",33,78,59,"59158"
111,"spotify:track:6othjWxN6khdhiLu9GdOtj","Zinoleesky","Loving You","Marlian Music",4,83,47,"58538"
112,"spotify:track:0nfY7lzgMQvAR6bMyMr1ac","7Dime","Love Triangle","Soft Sly Men Music Group",112,-1,1,"58480"
113,"spotify:track:3jpNez5xEOn21zVcZwOXIy","Wizard Chan","Earth Song","Azuri",40,81,11,"58185"
114,"spotify:track:57S9ELiUtHZ2aqkyegA5nN","Bella Shmurda, Nasty C","Philo - Remix","Dangbana Republik",57,67,3,"56846"
115,"spotify:track:6hVwoGjU2l2tHk9Cm1kEiZ","Lojay","AVAILABU","KORATORI RECORDINGS",44,86,5,"56816"
116,"spotify:track:1xQQJELCro7Fys7pUnHVYv","Wizkid","Frames (Who's Gonna Know)","Starboy/RCA Records",10,158,21,"56262"
117,"spotify:track:1QxTmNDHFmgaxgAolqqgAD","JayO","22","The Flight Club Records",69,97,6,"55539"
118,"spotify:track:7tZMF9Hn5uGsfC7zGXbSKM","Crayon","Ijo (Laba Laba)","Mavin Records/Blowtime Ent",15,101,40,"54489"
119,"spotify:track:2AKS1HhpLu2rgkojECUm3V","Fireboy DML","Playboy","YBNL Nation / EMPIRE",4,116,55,"53916"
120,"spotify:track:1bDbXMyjaUIooNwFE9wn0N","Drake, 21 Savage","Rich Flex","OVO / Republic Records",11,107,22,"53503"
121,"spotify:track:4Gasn91fsCefnN8zM5GjA8","Pheelz, BNXN fka Buju","Finesse","Rii Collective",1,82,58,"53154"
122,"spotify:track:2Gphd3ei7Q9mE1C7N4NkXb","Stormzy, Rema","Hide & Seek - Rema Remix","0207 Def Jam",44,91,6,"52865"
123,"spotify:track:561jH07mF1jHuk7KlaeF0s","Eminem","Mockingbird","Aftermath",123,129,13,"51315"
124,"spotify:track:3Xfwu3xtPqmJ4nM4jpBm8O","Tems","Damages","Leading Vibe Ltd",68,142,59,"50845"
125,"spotify:track:2qp7rTcFVz67fz88JSnbkU","Uncle Waffles, Tony Duardo, Justin99, Pcee, EeQue, Chley","Yahyuppiyah (feat. Pcee, EeQue & Chley)","KO-SIGN PTY LTD.",125,-1,1,"50817"
126,"spotify:track:2BqNwjG73bE2lvXeU7aKV6","SPINALL, Asake","Palazzo","TheCAPMusic",1,-1,38,"50439"
127,"spotify:track:69wfr7vTgYSqSC3zO63uZ2","Blaqbonez, JAE5","BACK IN UNI","Chocolate City Music",9,111,26,"50121"
128,"spotify:track:4sBdVhBFhVKrTssvMdDzUw","ODUMODUBLVCK","Gutter Man","Topboy Music",87,87,2,"49840"
129,"spotify:track:78QR3Wp35dqAhFEc2qAGjE","Lil Baby, Gunna","Drip Too Hard (Lil Baby & Gunna)","Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",75,112,38,"49806"
130,"spotify:track:2XWEtuwV02B9L4UNQ2wf9W","Bella Shmurda","Contraband","Dangbana Republik",57,92,18,"49459"
131,"spotify:track:5IgjP7X4th6nMNDh4akUHb","Chris Brown","Under The Influence","Chris Brown Entertainment/RCA Records",26,118,41,"48793"
132,"spotify:track:3z4CGd63tpUn9a6oQSG0CI","Dave, Burna Boy","Location (feat. Burna Boy)","Neighbourhood",48,120,60,"48275"
133,"spotify:track:3F6xtKBO2YixpP8lFJTiGo","Black Sherif","Konongo Zongo","Blacko Management / EMPIRE",65,137,20,"48202"
134,"spotify:track:6AQbmUe0Qwf5PZnt4HmTXv","PinkPantheress, Ice Spice","Boy's a liar Pt. 2","Warner Records",73,113,8,"47925"
135,"spotify:track:77eZIuMTB9HrQ86L4ljqEX","Fave","Baby Riddim","TUMBLAR under exclusive license to emPawa Africa Limited",16,180,60,"47519"
136,"spotify:track:7EeZuxPhKcHu6awLk7s5c0","Ebuka Songs","I Will Pray","EBUKA SONGS",136,192,5,"47047"
137,"spotify:track:22sKJ38aklXtEzQtnDDluQ","Nonso Amadi, Zinoleesky","Lock Up","Universal Music Canada",69,69,2,"46927"
138,"spotify:track:3baPniPXS0iEII8rDUJdYP","Lojay, Sarz, Chris Brown","Monalisa","Metallic Music/1789",12,155,46,"45337"
139,"spotify:track:0rkpKiWmsAs2VApWKJQRuY","Black Sherif","Soja","Blacko Management / EMPIRE",23,124,29,"44907"
140,"spotify:track:5q56SF85lKZBWF597tOcX2","Zinoleesky","Call of Duty","Marlian Music",4,114,32,"44871"
141,"spotify:track:1XqSILGQNyilzYxXSmtcxR","Zlatan","Omo Ologo","Zanku Records",60,98,4,"44869"
142,"spotify:track:30vg5dgv2jtW6LCjgLnRSd","Vector, GoodGirl LA","Early Momo","GRAP Entertainment Limited",90,126,29,"44773"
143,"spotify:track:5GdoVWihyGawpkgd8Y9ydx","Runtown","Things I Know","Soundgod Music",33,119,23,"44637"
144,"spotify:track:5FG7Tl93LdH117jEKYl3Cm","Wizkid, Tems","Essence (feat. Tems)","Starboy/RCA Records",95,181,59,"44626"
145,"spotify:track:1OGZU2zmK6x0UnM3yeZ4lR","Victony","Apollo","Encore Recordings",10,152,56,"44604"
146,"spotify:track:1PGc9smXkDk2I7v8zsI0GB","ArrDee, Cat Burns","Home For My Heart","Universal-Island Records Ltd.",57,93,4,"44202"
147,"spotify:track:4cukkgbgG9P9PKouQ462aV","Omah Lay","bend you","KeyQaad",23,122,38,"44183"
148,"spotify:track:78OD9RZjAyQcfsAigmRuGs","Zinoleesky","Kilofeshe","Marlian Music",119,165,24,"44152"
149,"spotify:track:1QrbmrAxaoKlngNZ9XbeWw","Young Jonn","Normally","Chocolate City Music",42,131,40,"43818"
150,"spotify:track:4BdSQteqYNDGU8oD487KEU","Moses Bliss, Festizie, Chizie","Miracle No Dey Tire Jesus","Spotlite Production",99,145,12,"43690"
151,"spotify:track:1PoJXULCvl03b1fiZmMxmd","Burna Boy","On The Low","Spaceship Entertainment Ltd.",66,198,45,"43497"
152,"spotify:track:3ZRee35yTrQLeck0yWBYep","Lil Kesh","Good Bad Boy","Ziiki Media",105,105,2,"43145"
153,"spotify:track:6hyTI3In7vu6fqFRoypcuz","Burna Boy","Common Person","Spaceship Entertainment Ltd.",7,136,39,"42950"
154,"spotify:track:7oDSvHJUY3NPdH9YKiCQwe","Seyi Vibez","Para Boi","Vibez Inc / Dvpper Music",18,125,13,"42944"
155,"spotify:track:3zkyus0njMCL6phZmNNEeN","Central Cee","LET GO","Central Cee",51,141,16,"42923"
156,"spotify:track:1DrfpnLvbwndPScRLwbUE0","Kizz Daniel","Pour Me Water","FlyBoy INC / EMPIRE",42,159,60,"42865"
157,"spotify:track:0s5nhb6ts6uCKAVnGg46y6","Burna Boy, Victony","Different Size (feat. Victony)","Spaceship Entertainment Ltd.",3,133,39,"42261"
158,"spotify:track:06UUKFWdB0NJIY0RfVfCYQ","Stormzy","Hide & Seek","0207 Def Jam",44,128,25,"42198"
159,"spotify:track:1jloWdvMh9nwHUu3mag8CL","Runtown","Mad Over You","Ercimany",159,-1,1,"41950"
160,"spotify:track:0Uc55PpDGme0CGXr7i1vzD","Seyi Vibez","Bank Of America","Vibez Inc / Dvpper Music",80,140,22,"41863"
161,"spotify:track:63dJvllbZvuhN0smJnXdbQ","7Dime","On You","Soft Sly Men Music Group",161,-1,1,"41854"
162,"spotify:track:5xFQlD4ITOWjZdHXjNghbX","Wizkid","Everyday","Starboy/RCA Records",6,-1,15,"41781"
163,"spotify:track:4FyesJzVpA39hbYvcseO2d","Lil Uzi Vert","Just Wanna Rock","Generation Now/Atlantic",97,147,20,"41644"
164,"spotify:track:1IARNA3zsu39Kul2ov9n3J","Fireboy DML","King","YBNL NATION",164,-1,1,"41505"
165,"spotify:track:0u2P5u6lvoDfwTYjAADbn4","Billie Eilish, Khalid","lovely (with Khalid)","Darkroom",138,150,37,"41479"
166,"spotify:track:6jdTkoEaer7XNGSblczoSu","Wizkid, BNXN fka Buju","Mood (feat. BNXN)","Starboy/RCA Records",29,187,60,"40877"
167,"spotify:track:4vLY6fJQWgBzQYHzguDZme","Gyakie, Omah Lay","Forever (Remix)","SM Entertainment West Africa Limited",143,-1,7,"40750"
168,"spotify:track:4VXIryQMWpIdGgYR4TrjT1","Juice WRLD","All Girls Are The Same","Juice WRLD Mixtape / ISR P&D",141,164,9,"40674"
169,"spotify:track:3P3oX5eFT8VFp3EzZ8oo41","Rexxie, Zinoleesky","NO MORE CONDITION","HitxlabNG / Dvpper Music",84,134,17,"40673"
170,"spotify:track:4lDghGd035xrzGp6Yec2j1","Skiibii, Davido","Baddest Boy - Remix","More Grace Entertainment, Distributed by Dvpper",3,-1,58,"40522"
171,"spotify:track:1w5cQpiBrPmwcIgRrz1Jcc","Wizkid, Skillibeng, Shenseea","Slip N Slide (feat. Skillibeng & Shenseea)","Starboy/RCA Records",8,-1,15,"40232"
172,"spotify:track:3Ud4sHDjKfqVv7Z9djQnq0","T.Y.E, BNXN fka Buju","Omo Elewa","To Your Ears Entertainment",28,109,15,"40204"
173,"spotify:track:0QsgVfmHRoEGmRHP7nnwEF","Seyi Vibez","Kun Faya Kun (Be and it is)","Vibez Inc / Dvpper Music",34,153,17,"40137"
174,"spotify:track:0WtM2NBVQNNJLh6scP13H8","Rema, Selena Gomez","Calm Down (with Selena Gomez)","Mavin Records / Jonzing World",26,173,32,"39988"
175,"spotify:track:41DLxR8Dt5Fh6LpqBjAnnJ","Majeeed, Tiwa Savage","Gbese","Dream Empire Music",104,130,6,"39852"
176,"spotify:track:1hEXElwyPez2z7m5dZ56Mc","Davido","Fall","Columbia",176,-1,1,"39689"
177,"spotify:track:16UFXi7IGVGG1mUSBMHfh2","Maverick City Music, Cody Carnes, Chandler Moore","Firm Foundation (He Won't)","Tribl Records",177,-1,1,"39506"
178,"spotify:track:5TpUKtFTxsBZHWGSLWQpPM","Prime D Vibe","Jaiye","Soft Sly Men Music Group",178,-1,1,"39395"
179,"spotify:track:3TtLqP9g4oJc3OhaRIsxcp","ODUMODUBLVCK, Mizzle","Domitila","ODUMODUBLVCK",108,108,2,"39377"
180,"spotify:track:5GxeZ0u1qDX95nZwV055JS","Flavour","Game Changer (Dike)","2Nite Music Group",127,148,9,"39237"
181,"spotify:track:1HEEnDxmxHvrAddczaWS48","Popcaan, Black Sherif","Celebrate (feat. Black Sherif)","OVO Sound",181,-1,1,"39064"
182,"spotify:track:4ZYAU4A2YBtlNdqOUtc7T2","Nicki Minaj","Red Ruby Da Sleeze","Republic Records",59,139,5,"39006"
183,"spotify:track:0ESoMa1oGHddkMeNodec7u","Mohbad","Peace","Marlian Music",59,135,29,"38908"
184,"spotify:track:6ug9fUi5oLLgQgOF1G8WkM","Lil Baby","California Breeze","Quality Control Music/Motown Records",56,151,25,"38897"
185,"spotify:track:3BnDvpeuGOj21Ir2aVEtQo","Rema","Calm Down","Mavin Records/Jonzing World",1,170,60,"38591"
186,"spotify:track:3FskQrDXcY24ur2fCvz35O","Burna Boy","Ye","Spaceship Entertainment Ltd.",58,-1,52,"38386"
187,"spotify:track:4uSn4uo2QYTJcENcvVri96","Pheelz","Stand By You","Rii Collective",66,123,10,"38297"
188,"spotify:track:3ku51L937DfBoNcU9hmDQy","Ruger","Bounce","Columbia",45,-1,41,"38190"
189,"spotify:track:6jEIRelwXCuVvk7vzCP6E4","Deribb","Where","MTMWG",189,-1,1,"38176"
190,"spotify:track:2eAvDnpXP5W0cVtiI0PUxV","Ruth B.","Dandelions","Columbia",140,174,39,"37942"
191,"spotify:track:4k4pdUWX8632g7yByxC3rS","Asake, Burna Boy","Sungba (feat. Burna Boy) - Remix","YBNL Nation / EMPIRE",2,175,54,"37901"
192,"spotify:track:5zNWfIlGEVQ72uzVOGgAiZ","Black Sherif","Oil in my Head","Blacko Management / EMPIRE",70,149,21,"37898"
